Comunidades y Ciudades Autónomas	Naturaleza de la finca	Número e importe	Periodo	Total
18 Ceuta	Total fincas rústicas	Número de hipotecas	2015	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2014	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2013	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2012	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2011	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2010	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2009	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2008	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2007	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2006	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2005	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2004	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2003	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2025	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2024	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2023	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2022	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2021	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2020	148
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2019	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2018	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2017	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2016	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2015	62
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2014	366
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2013	350
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2012	124
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2011	56
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2010	0
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2009	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2008	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2007	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2006	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2005	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2004	""
18 Ceuta	Total fincas rústicas	Importe de hipotecas	2003	""
18 Ceuta	Viviendas	Número de hipotecas	2025	546
18 Ceuta	Viviendas	Número de hipotecas	2024	523
18 Ceuta	Viviendas	Número de hipotecas	2023	446
18 Ceuta	Viviendas	Número de hipotecas	2022	410
18 Ceuta	Viviendas	Número de hipotecas	2021	235
18 Ceuta	Viviendas	Número de hipotecas	2020	309
18 Ceuta	Viviendas	Número de hipotecas	2019	348
18 Ceuta	Viviendas	Número de hipotecas	2018	335
18 Ceuta	Viviendas	Número de hipotecas	2017	374
18 Ceuta	Viviendas	Número de hipotecas	2016	335
18 Ceuta	Viviendas	Número de hipotecas	2015	266
18 Ceuta	Viviendas	Número de hipotecas	2014	276
18 Ceuta	Viviendas	Número de hipotecas	2013	238
18 Ceuta	Viviendas	Número de hipotecas	2012	298
18 Ceuta	Viviendas	Número de hipotecas	2011	541
18 Ceuta	Viviendas	Número de hipotecas	2010	949
18 Ceuta	Viviendas	Número de hipotecas	2009	""
18 Ceuta	Viviendas	Número de hipotecas	2008	""
18 Ceuta	Viviendas	Número de hipotecas	2007	""
18 Ceuta	Viviendas	Número de hipotecas	2006	""
18 Ceuta	Viviendas	Número de hipotecas	2005	""
18 Ceuta	Viviendas	Número de hipotecas	2004	""
18 Ceuta	Viviendas	Número de hipotecas	2003	""
18 Ceuta	Viviendas	Importe de hipotecas	2025	78.296
18 Ceuta	Viviendas	Importe de hipotecas	2024	71.269
18 Ceuta	Viviendas	Importe de hipotecas	2023	57.746
18 Ceuta	Viviendas	Importe de hipotecas	2022	56.025
18 Ceuta	Viviendas	Importe de hipotecas	2021	32.359
18 Ceuta	Viviendas	Importe de hipotecas	2020	45.644
18 Ceuta	Viviendas	Importe de hipotecas	2019	44.782
18 Ceuta	Viviendas	Importe de hipotecas	2018	39.715
18 Ceuta	Viviendas	Importe de hipotecas	2017	48.200
18 Ceuta	Viviendas	Importe de hipotecas	2016	43.954
18 Ceuta	Viviendas	Importe de hipotecas	2015	33.111
18 Ceuta	Viviendas	Importe de hipotecas	2014	42.582
18 Ceuta	Viviendas	Importe de hipotecas	2013	32.757
18 Ceuta	Viviendas	Importe de hipotecas	2012	38.327
18 Ceuta	Viviendas	Importe de hipotecas	2011	77.155
18 Ceuta	Viviendas	Importe de hipotecas	2010	124.857
18 Ceuta	Viviendas	Importe de hipotecas	2009	""
18 Ceuta	Viviendas	Importe de hipotecas	2008	""
18 Ceuta	Viviendas	Importe de hipotecas	2007	""
18 Ceuta	Viviendas	Importe de hipotecas	2006	""
18 Ceuta	Viviendas	Importe de hipotecas	2005	""
18 Ceuta	Viviendas	Importe de hipotecas	2004	""
18 Ceuta	Viviendas	Importe de hipotecas	2003	""
18 Ceuta	Solares	Número de hipotecas	2025	1
18 Ceuta	Solares	Número de hipotecas	2024	0
18 Ceuta	Solares	Número de hipotecas	2023	1
18 Ceuta	Solares	Número de hipotecas	2022	0
18 Ceuta	Solares	Número de hipotecas	2021	1
18 Ceuta	Solares	Número de hipotecas	2020	1
18 Ceuta	Solares	Número de hipotecas	2019	0
18 Ceuta	Solares	Número de hipotecas	2018	3
18 Ceuta	Solares	Número de hipotecas	2017	0
18 Ceuta	Solares	Número de hipotecas	2016	0
18 Ceuta	Solares	Número de hipotecas	2015	1
18 Ceuta	Solares	Número de hipotecas	2014	0
18 Ceuta	Solares	Número de hipotecas	2013	1
18 Ceuta	Solares	Número de hipotecas	2012	0
18 Ceuta	Solares	Número de hipotecas	2011	2
18 Ceuta	Solares	Número de hipotecas	2010	10
18 Ceuta	Solares	Número de hipotecas	2009	""
18 Ceuta	Solares	Número de hipotecas	2008	""
18 Ceuta	Solares	Número de hipotecas	2007	""
18 Ceuta	Solares	Número de hipotecas	2006	""
18 Ceuta	Solares	Número de hipotecas	2005	""
18 Ceuta	Solares	Número de hipotecas	2004	""
18 Ceuta	Solares	Número de hipotecas	2003	""
18 Ceuta	Solares	Importe de hipotecas	2025	120
18 Ceuta	Solares	Importe de hipotecas	2024	0
18 Ceuta	Solares	Importe de hipotecas	2023	250
18 Ceuta	Solares	Importe de hipotecas	2022	0
18 Ceuta	Solares	Importe de hipotecas	2021	82
18 Ceuta	Solares	Importe de hipotecas	2020	35
18 Ceuta	Solares	Importe de hipotecas	2019	0
18 Ceuta	Solares	Importe de hipotecas	2018	1.497
18 Ceuta	Solares	Importe de hipotecas	2017	0
18 Ceuta	Solares	Importe de hipotecas	2016	0
18 Ceuta	Solares	Importe de hipotecas	2015	214
18 Ceuta	Solares	Importe de hipotecas	2014	0
18 Ceuta	Solares	Importe de hipotecas	2013	48
18 Ceuta	Solares	Importe de hipotecas	2012	0
18 Ceuta	Solares	Importe de hipotecas	2011	974
18 Ceuta	Solares	Importe de hipotecas	2010	4.289
18 Ceuta	Solares	Importe de hipotecas	2009	""
18 Ceuta	Solares	Importe de hipotecas	2008	""
18 Ceuta	Solares	Importe de hipotecas	2007	""
18 Ceuta	Solares	Importe de hipotecas	2006	""
18 Ceuta	Solares	Importe de hipotecas	2005	""
18 Ceuta	Solares	Importe de hipotecas	2004	""
18 Ceuta	Solares	Importe de hipotecas	2003	""
18 Ceuta	Otros	Número de hipotecas	2025	98
18 Ceuta	Otros	Número de hipotecas	2024	130
18 Ceuta	Otros	Número de hipotecas	2023	86
18 Ceuta	Otros	Número de hipotecas	2022	109
18 Ceuta	Otros	Número de hipotecas	2021	93
18 Ceuta	Otros	Número de hipotecas	2020	144
18 Ceuta	Otros	Número de hipotecas	2019	107
18 Ceuta	Otros	Número de hipotecas	2018	112
18 Ceuta	Otros	Número de hipotecas	2017	149
18 Ceuta	Otros	Número de hipotecas	2016	148
18 Ceuta	Otros	Número de hipotecas	2015	96
18 Ceuta	Otros	Número de hipotecas	2014	193
18 Ceuta	Otros	Número de hipotecas	2013	144
18 Ceuta	Otros	Número de hipotecas	2012	129
18 Ceuta	Otros	Número de hipotecas	2011	219
18 Ceuta	Otros	Número de hipotecas	2010	380
18 Ceuta	Otros	Número de hipotecas	2009	""
18 Ceuta	Otros	Número de hipotecas	2008	""
18 Ceuta	Otros	Número de hipotecas	2007	""
18 Ceuta	Otros	Número de hipotecas	2006	""
18 Ceuta	Otros	Número de hipotecas	2005	""
18 Ceuta	Otros	Número de hipotecas	2004	""
18 Ceuta	Otros	Número de hipotecas	2003	""
18 Ceuta	Otros	Importe de hipotecas	2025	4.610
18 Ceuta	Otros	Importe de hipotecas	2024	8.377
18 Ceuta	Otros	Importe de hipotecas	2023	19.543
18 Ceuta	Otros	Importe de hipotecas	2022	5.258
18 Ceuta	Otros	Importe de hipotecas	2021	10.364
18 Ceuta	Otros	Importe de hipotecas	2020	10.825
18 Ceuta	Otros	Importe de hipotecas	2019	8.055
18 Ceuta	Otros	Importe de hipotecas	2018	7.088
18 Ceuta	Otros	Importe de hipotecas	2017	11.340
18 Ceuta	Otros	Importe de hipotecas	2016	11.360
18 Ceuta	Otros	Importe de hipotecas	2015	53.869
18 Ceuta	Otros	Importe de hipotecas	2014	23.570
18 Ceuta	Otros	Importe de hipotecas	2013	16.852
18 Ceuta	Otros	Importe de hipotecas	2012	26.729
18 Ceuta	Otros	Importe de hipotecas	2011	23.818
18 Ceuta	Otros	Importe de hipotecas	2010	36.560
18 Ceuta	Otros	Importe de hipotecas	2009	""
18 Ceuta	Otros	Importe de hipotecas	2008	""
18 Ceuta	Otros	Importe de hipotecas	2007	""
18 Ceuta	Otros	Importe de hipotecas	2006	""
18 Ceuta	Otros	Importe de hipotecas	2005	""
18 Ceuta	Otros	Importe de hipotecas	2004	""
18 Ceuta	Otros	Importe de hipotecas	2003	""
19 Melilla	Total fincas	Número de hipotecas	2025	644
19 Melilla	Total fincas	Número de hipotecas	2024	555
19 Melilla	Total fincas	Número de hipotecas	2023	504
19 Melilla	Total fincas	Número de hipotecas	2022	792
19 Melilla	Total fincas	Número de hipotecas	2021	789
19 Melilla	Total fincas	Número de hipotecas	2020	517
19 Melilla	Total fincas	Número de hipotecas	2019	514
19 Melilla	Total fincas	Número de hipotecas	2018	658
19 Melilla	Total fincas	Número de hipotecas	2017	586
19 Melilla	Total fincas	Número de hipotecas	2016	625
19 Melilla	Total fincas	Número de hipotecas	2015	780
19 Melilla	Total fincas	Número de hipotecas	2014	569
19 Melilla	Total fincas	Número de hipotecas	2013	347
19 Melilla	Total fincas	Número de hipotecas	2012	749
19 Melilla	Total fincas	Número de hipotecas	2011	765
19 Melilla	Total fincas	Número de hipotecas	2010	1.109
19 Melilla	Total fincas	Número de hipotecas	2009	""
19 Melilla	Total fincas	Número de hipotecas	2008	""
19 Melilla	Total fincas	Número de hipotecas	2007	""
19 Melilla	Total fincas	Número de hipotecas	2006	""
19 Melilla	Total fincas	Número de hipotecas	2005	""
19 Melilla	Total fincas	Número de hipotecas	2004	""
19 Melilla	Total fincas	Número de hipotecas	2003	""
19 Melilla	Total fincas	Importe de hipotecas	2025	75.894
19 Melilla	Total fincas	Importe de hipotecas	2024	71.859
19 Melilla	Total fincas	Importe de hipotecas	2023	59.581
19 Melilla	Total fincas	Importe de hipotecas	2022	92.677
19 Melilla	Total fincas	Importe de hipotecas	2021	87.366
19 Melilla	Total fincas	Importe de hipotecas	2020	56.715
19 Melilla	Total fincas	Importe de hipotecas	2019	67.655
19 Melilla	Total fincas	Importe de hipotecas	2018	95.588
19 Melilla	Total fincas	Importe de hipotecas	2017	77.767
19 Melilla	Total fincas	Importe de hipotecas	2016	66.043
19 Melilla	Total fincas	Importe de hipotecas	2015	95.907
19 Melilla	Total fincas	Importe de hipotecas	2014	53.094
19 Melilla	Total fincas	Importe de hipotecas	2013	40.256
19 Melilla	Total fincas	Importe de hipotecas	2012	131.119
19 Melilla	Total fincas	Importe de hipotecas	2011	83.766
19 Melilla	Total fincas	Importe de hipotecas	2010	120.780
19 Melilla	Total fincas	Importe de hipotecas	2009	""
19 Melilla	Total fincas	Importe de hipotecas	2008	""
19 Melilla	Total fincas	Importe de hipotecas	2007	""
19 Melilla	Total fincas	Importe de hipotecas	2006	""
19 Melilla	Total fincas	Importe de hipotecas	2005	""
19 Melilla	Total fincas	Importe de hipotecas	2004	""
19 Melilla	Total fincas	Importe de hipotecas	2003	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2025	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2024	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2023	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2022	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2021	1
19 Melilla	Total fincas rústicas	Número de hipotecas	2020	1
19 Melilla	Total fincas rústicas	Número de hipotecas	2019	1
19 Melilla	Total fincas rústicas	Número de hipotecas	2018	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2017	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2016	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2015	1
19 Melilla	Total fincas rústicas	Número de hipotecas	2014	3
19 Melilla	Total fincas rústicas	Número de hipotecas	2013	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2012	0
19 Melilla	Total fincas rústicas	Número de hipotecas	2011	4
19 Melilla	Total fincas rústicas	Número de hipotecas	2010	3
19 Melilla	Total fincas rústicas	Número de hipotecas	2009	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2008	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2007	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2006	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2005	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2004	""
19 Melilla	Total fincas rústicas	Número de hipotecas	2003	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2025	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2024	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2023	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2022	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2021	162
19 Melilla	Total fincas rústicas	Importe de hipotecas	2020	184
19 Melilla	Total fincas rústicas	Importe de hipotecas	2019	639
19 Melilla	Total fincas rústicas	Importe de hipotecas	2018	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2017	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2016	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2015	54
19 Melilla	Total fincas rústicas	Importe de hipotecas	2014	1.189
19 Melilla	Total fincas rústicas	Importe de hipotecas	2013	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2012	0
19 Melilla	Total fincas rústicas	Importe de hipotecas	2011	2.313
19 Melilla	Total fincas rústicas	Importe de hipotecas	2010	606
19 Melilla	Total fincas rústicas	Importe de hipotecas	2009	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2008	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2007	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2006	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2005	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2004	""
19 Melilla	Total fincas rústicas	Importe de hipotecas	2003	""
19 Melilla	Viviendas	Número de hipotecas	2025	476
19 Melilla	Viviendas	Número de hipotecas	2024	406
19 Melilla	Viviendas	Número de hipotecas	2023	383
19 Melilla	Viviendas	Número de hipotecas	2022	575
19 Melilla	Viviendas	Número de hipotecas	2021	566
19 Melilla	Viviendas	Número de hipotecas	2020	375
19 Melilla	Viviendas	Número de hipotecas	2019	379
19 Melilla	Viviendas	Número de hipotecas	2018	491
19 Melilla	Viviendas	Número de hipotecas	2017	400
19 Melilla	Viviendas	Número de hipotecas	2016	458
19 Melilla	Viviendas	Número de hipotecas	2015	528
19 Melilla	Viviendas	Número de hipotecas	2014	392
19 Melilla	Viviendas	Número de hipotecas	2013	259
19 Melilla	Viviendas	Número de hipotecas	2012	589
19 Melilla	Viviendas	Número de hipotecas	2011	584
19 Melilla	Viviendas	Número de hipotecas	2010	880
19 Melilla	Viviendas	Número de hipotecas	2009	""
19 Melilla	Viviendas	Número de hipotecas	2008	""
19 Melilla	Viviendas	Número de hipotecas	2007	""
19 Melilla	Viviendas	Número de hipotecas	2006	""
19 Melilla	Viviendas	Número de hipotecas	2005	""
19 Melilla	Viviendas	Número de hipotecas	2004	""
19 Melilla	Viviendas	Número de hipotecas	2003	""
19 Melilla	Viviendas	Importe de hipotecas	2025	69.345
19 Melilla	Viviendas	Importe de hipotecas	2024	57.962
19 Melilla	Viviendas	Importe de hipotecas	2023	51.921
19 Melilla	Viviendas	Importe de hipotecas	2022	81.844
19 Melilla	Viviendas	Importe de hipotecas	2021	75.919
19 Melilla	Viviendas	Importe de hipotecas	2020	50.581
19 Melilla	Viviendas	Importe de hipotecas	2019	45.697
19 Melilla	Viviendas	Importe de hipotecas	2018	63.277
19 Melilla	Viviendas	Importe de hipotecas	2017	49.926
19 Melilla	Viviendas	Importe de hipotecas	2016	54.406
19 Melilla	Viviendas	Importe de hipotecas	2015	74.986
19 Melilla	Viviendas	Importe de hipotecas	2014	40.863
19 Melilla	Viviendas	Importe de hipotecas	2013	32.909
19 Melilla	Viviendas	Importe de hipotecas	2012	110.139
19 Melilla	Viviendas	Importe de hipotecas	2011	71.026
19 Melilla	Viviendas	Importe de hipotecas	2010	102.766
19 Melilla	Viviendas	Importe de hipotecas	2009	""
19 Melilla	Viviendas	Importe de hipotecas	2008	""
19 Melilla	Viviendas	Importe de hipotecas	2007	""
19 Melilla	Viviendas	Importe de hipotecas	2006	""
19 Melilla	Viviendas	Importe de hipotecas	2005	""
19 Melilla	Viviendas	Importe de hipotecas	2004	""
19 Melilla	Viviendas	Importe de hipotecas	2003	""
19 Melilla	Solares	Número de hipotecas	2025	1
19 Melilla	Solares	Número de hipotecas	2024	0
19 Melilla	Solares	Número de hipotecas	2023	2
19 Melilla	Solares	Número de hipotecas	2022	3
19 Melilla	Solares	Número de hipotecas	2021	5
19 Melilla	Solares	Número de hipotecas	2020	3
19 Melilla	Solares	Número de hipotecas	2019	1
19 Melilla	Solares	Número de hipotecas	2018	3
19 Melilla	Solares	Número de hipotecas	2017	5
19 Melilla	Solares	Número de hipotecas	2016	5
19 Melilla	Solares	Número de hipotecas	2015	5
19 Melilla	Solares	Número de hipotecas	2014	2
19 Melilla	Solares	Número de hipotecas	2013	2
19 Melilla	Solares	Número de hipotecas	2012	2
19 Melilla	Solares	Número de hipotecas	2011	10
19 Melilla	Solares	Número de hipotecas	2010	8
19 Melilla	Solares	Número de hipotecas	2009	""
19 Melilla	Solares	Número de hipotecas	2008	""
19 Melilla	Solares	Número de hipotecas	2007	""
19 Melilla	Solares	Número de hipotecas	2006	""
19 Melilla	Solares	Número de hipotecas	2005	""
19 Melilla	Solares	Número de hipotecas	2004	""
19 Melilla	Solares	Número de hipotecas	2003	""
19 Melilla	Solares	Importe de hipotecas	2025	162
19 Melilla	Solares	Importe de hipotecas	2024	0
19 Melilla	Solares	Importe de hipotecas	2023	188
19 Melilla	Solares	Importe de hipotecas	2022	333
19 Melilla	Solares	Importe de hipotecas	2021	1.048
19 Melilla	Solares	Importe de hipotecas	2020	501
19 Melilla	Solares	Importe de hipotecas	2019	38
19 Melilla	Solares	Importe de hipotecas	2018	208
19 Melilla	Solares	Importe de hipotecas	2017	1.202
19 Melilla	Solares	Importe de hipotecas	2016	404
