Secciones de la CNAE-09	Tipo de coste	Periodo	Total
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2005T2	89,5
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2005T1	87,9
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2004T4	85,6
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2004T3	86,4
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2004T2	84,9
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2004T1	86,5
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2003T4	86,2
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2003T3	83,6
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2003T2	83,2
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2003T1	82,2
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2002T4	80,1
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2002T3	80,2
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2002T2	77,6
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2002T1	76,5
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2001T4	78,3
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2001T3	77,5
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2001T2	77
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2001T1	77,3
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2000T4	74,8
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2000T3	73,8
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2000T2	75,1
H Transporte y almacenamiento	Coste salarial total por hora efectiva de trabajo	2000T1	75
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2014T4	107
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2014T3	109,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2014T2	107,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2014T1	106,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2013T4	105,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2013T3	104,6
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2013T2	104,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2013T1	107,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2012T4	107,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2012T3	107,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2012T2	104,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2012T1	107,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2011T4	103,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2011T3	102,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2011T2	106,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2011T1	110,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2010T4	102
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2010T3	102,6
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2010T2	102,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2010T1	100,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2009T4	105,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2009T3	101,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2009T2	102,6
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2009T1	99,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2008T4	98,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2008T3	101,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2008T2	100,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2008T1	100
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2007T4	99,9
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2007T3	99,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2007T2	101,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2007T1	99,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2006T4	99
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2006T3	95,9
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2006T2	96,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2006T1	93,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2005T4	95,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2005T3	92,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2005T2	91,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2005T1	89,1
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2004T4	87,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2004T3	87,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2004T2	86,9
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2004T1	86,8
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2003T4	85,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2003T3	83,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2003T2	82,3
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2003T1	79,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2002T4	83,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2002T3	79,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2002T2	73
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2002T1	75,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2001T4	74,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2001T3	78,9
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2001T2	74,4
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2001T1	71,2
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2000T4	67,5
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2000T3	66,7
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2000T2	66,6
H Transporte y almacenamiento	Otros costes por hora efectiva de trabajo	2000T1	65,9
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T4	106,1
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T3	106,4
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T2	107
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T1	105,6
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T4	106,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T3	105,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T2	104,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T1	107,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T4	108,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T3	107,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T2	106,1
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T1	107,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T4	105,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T3	104,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T2	105,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T1	106,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T4	103,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T3	103,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T2	102,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T1	102,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T4	105,9
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T3	104,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T2	104,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T1	102,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T4	100,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T3	101,4
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T2	100,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T1	98,1
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T4	97,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T3	96,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T2	97,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T1	96
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T4	95,9
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T3	93,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T2	92,9
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T1	91,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T4	91,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T3	90,4
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T2	90
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T1	88,4
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T4	85,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T3	86,1
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T2	85,1
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T1	84,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T4	84,4
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T3	83
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T2	81,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T1	79,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T4	79,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T3	78,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T2	75,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T1	75,7
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T4	76,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T3	76,9
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T2	75,5
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T1	74,2
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2000T4	71,6
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2000T3	70,8
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2000T2	72,3
H Transporte y almacenamiento	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2000T1	71,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2014T4	110
I Hostelería	Coste laboral total por hora efectiva de trabajo	2014T3	111,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2014T2	110,8
I Hostelería	Coste laboral total por hora efectiva de trabajo	2014T1	110,9
I Hostelería	Coste laboral total por hora efectiva de trabajo	2013T4	111,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2013T3	109,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2013T2	108,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2013T1	108,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2012T4	107,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2012T3	107,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2012T2	107,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2012T1	108
I Hostelería	Coste laboral total por hora efectiva de trabajo	2011T4	109
I Hostelería	Coste laboral total por hora efectiva de trabajo	2011T3	108,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2011T2	107,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2011T1	105,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2010T4	104,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2010T3	103,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2010T2	104,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2010T1	103,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2009T4	101,2
I Hostelería	Coste laboral total por hora efectiva de trabajo	2009T3	101,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2009T2	101,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2009T1	101,2
I Hostelería	Coste laboral total por hora efectiva de trabajo	2008T4	101,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2008T3	100,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2008T2	100
I Hostelería	Coste laboral total por hora efectiva de trabajo	2008T1	97,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2007T4	95,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2007T3	95,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2007T2	93,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2007T1	93,2
I Hostelería	Coste laboral total por hora efectiva de trabajo	2006T4	91,8
I Hostelería	Coste laboral total por hora efectiva de trabajo	2006T3	91,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2006T2	89,8
I Hostelería	Coste laboral total por hora efectiva de trabajo	2006T1	89,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2005T4	89,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2005T3	87,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2005T2	87
I Hostelería	Coste laboral total por hora efectiva de trabajo	2005T1	87,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2004T4	86,9
I Hostelería	Coste laboral total por hora efectiva de trabajo	2004T3	85,7
I Hostelería	Coste laboral total por hora efectiva de trabajo	2004T2	85,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2004T1	83,9
I Hostelería	Coste laboral total por hora efectiva de trabajo	2003T4	83,6
I Hostelería	Coste laboral total por hora efectiva de trabajo	2003T3	83,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2003T2	82,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2003T1	80,5
I Hostelería	Coste laboral total por hora efectiva de trabajo	2002T4	80,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2002T3	78,3
I Hostelería	Coste laboral total por hora efectiva de trabajo	2002T2	78,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2002T1	78,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2001T4	77
I Hostelería	Coste laboral total por hora efectiva de trabajo	2001T3	76,9
I Hostelería	Coste laboral total por hora efectiva de trabajo	2001T2	76
I Hostelería	Coste laboral total por hora efectiva de trabajo	2001T1	74,1
I Hostelería	Coste laboral total por hora efectiva de trabajo	2000T4	72,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2000T3	71,8
I Hostelería	Coste laboral total por hora efectiva de trabajo	2000T2	70,4
I Hostelería	Coste laboral total por hora efectiva de trabajo	2000T1	70,4
I Hostelería	Coste salarial total por hora efectiva de trabajo	2014T4	110,2
I Hostelería	Coste salarial total por hora efectiva de trabajo	2014T3	110,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2014T2	110,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2014T1	109,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2013T4	110,2
I Hostelería	Coste salarial total por hora efectiva de trabajo	2013T3	108,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2013T2	108,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2013T1	107,8
I Hostelería	Coste salarial total por hora efectiva de trabajo	2012T4	107,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2012T3	106,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2012T2	106,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2012T1	107,2
I Hostelería	Coste salarial total por hora efectiva de trabajo	2011T4	107,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2011T3	108,2
I Hostelería	Coste salarial total por hora efectiva de trabajo	2011T2	107,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2011T1	105,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2010T4	105
I Hostelería	Coste salarial total por hora efectiva de trabajo	2010T3	103,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2010T2	103,8
I Hostelería	Coste salarial total por hora efectiva de trabajo	2010T1	103,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2009T4	101
I Hostelería	Coste salarial total por hora efectiva de trabajo	2009T3	101,4
I Hostelería	Coste salarial total por hora efectiva de trabajo	2009T2	101,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2009T1	100,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2008T4	101,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2008T3	100,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2008T2	99,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2008T1	98,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2007T4	95,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2007T3	95,4
I Hostelería	Coste salarial total por hora efectiva de trabajo	2007T2	92,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2007T1	93,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2006T4	92
I Hostelería	Coste salarial total por hora efectiva de trabajo	2006T3	91,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2006T2	90,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2006T1	88,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2005T4	89,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2005T3	87,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2005T2	86,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2005T1	87,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2004T4	87,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2004T3	85,9
I Hostelería	Coste salarial total por hora efectiva de trabajo	2004T2	85,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2004T1	84,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2003T4	83,8
I Hostelería	Coste salarial total por hora efectiva de trabajo	2003T3	83,4
I Hostelería	Coste salarial total por hora efectiva de trabajo	2003T2	82,5
I Hostelería	Coste salarial total por hora efectiva de trabajo	2003T1	81,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2002T4	81,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2002T3	79,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2002T2	80,3
I Hostelería	Coste salarial total por hora efectiva de trabajo	2002T1	79,4
I Hostelería	Coste salarial total por hora efectiva de trabajo	2001T4	78,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2001T3	79,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2001T2	77,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2001T1	76,1
I Hostelería	Coste salarial total por hora efectiva de trabajo	2000T4	74,7
I Hostelería	Coste salarial total por hora efectiva de trabajo	2000T3	73,8
I Hostelería	Coste salarial total por hora efectiva de trabajo	2000T2	72,6
I Hostelería	Coste salarial total por hora efectiva de trabajo	2000T1	72,6
I Hostelería	Otros costes por hora efectiva de trabajo	2014T4	109,8
I Hostelería	Otros costes por hora efectiva de trabajo	2014T3	113,7
I Hostelería	Otros costes por hora efectiva de trabajo	2014T2	112,1
I Hostelería	Otros costes por hora efectiva de trabajo	2014T1	113,2
I Hostelería	Otros costes por hora efectiva de trabajo	2013T4	115,3
I Hostelería	Otros costes por hora efectiva de trabajo	2013T3	110,2
I Hostelería	Otros costes por hora efectiva de trabajo	2013T2	107,6
I Hostelería	Otros costes por hora efectiva de trabajo	2013T1	109,6
I Hostelería	Otros costes por hora efectiva de trabajo	2012T4	109,8
I Hostelería	Otros costes por hora efectiva de trabajo	2012T3	108,7
I Hostelería	Otros costes por hora efectiva de trabajo	2012T2	108,5
I Hostelería	Otros costes por hora efectiva de trabajo	2012T1	109,7
I Hostelería	Otros costes por hora efectiva de trabajo	2011T4	115,2
I Hostelería	Otros costes por hora efectiva de trabajo	2011T3	108,8
I Hostelería	Otros costes por hora efectiva de trabajo	2011T2	107,9
I Hostelería	Otros costes por hora efectiva de trabajo	2011T1	104,8
I Hostelería	Otros costes por hora efectiva de trabajo	2010T4	104,7
I Hostelería	Otros costes por hora efectiva de trabajo	2010T3	103,4
I Hostelería	Otros costes por hora efectiva de trabajo	2010T2	104,7
I Hostelería	Otros costes por hora efectiva de trabajo	2010T1	104,4
I Hostelería	Otros costes por hora efectiva de trabajo	2009T4	101,9
I Hostelería	Otros costes por hora efectiva de trabajo	2009T3	100,6
I Hostelería	Otros costes por hora efectiva de trabajo	2009T2	101,8
I Hostelería	Otros costes por hora efectiva de trabajo	2009T1	102,9
I Hostelería	Otros costes por hora efectiva de trabajo	2008T4	102,1
I Hostelería	Otros costes por hora efectiva de trabajo	2008T3	100,8
I Hostelería	Otros costes por hora efectiva de trabajo	2008T2	100,3
I Hostelería	Otros costes por hora efectiva de trabajo	2008T1	96,7
I Hostelería	Otros costes por hora efectiva de trabajo	2007T4	93,4
I Hostelería	Otros costes por hora efectiva de trabajo	2007T3	95,5
I Hostelería	Otros costes por hora efectiva de trabajo	2007T2	95,5
I Hostelería	Otros costes por hora efectiva de trabajo	2007T1	91,5
I Hostelería	Otros costes por hora efectiva de trabajo	2006T4	90,9
I Hostelería	Otros costes por hora efectiva de trabajo	2006T3	91,9
I Hostelería	Otros costes por hora efectiva de trabajo	2006T2	88,6
I Hostelería	Otros costes por hora efectiva de trabajo	2006T1	90
I Hostelería	Otros costes por hora efectiva de trabajo	2005T4	91,3
I Hostelería	Otros costes por hora efectiva de trabajo	2005T3	86,9
I Hostelería	Otros costes por hora efectiva de trabajo	2005T2	86,7
I Hostelería	Otros costes por hora efectiva de trabajo	2005T1	87
I Hostelería	Otros costes por hora efectiva de trabajo	2004T4	86,9
I Hostelería	Otros costes por hora efectiva de trabajo	2004T3	85
I Hostelería	Otros costes por hora efectiva de trabajo	2004T2	84
I Hostelería	Otros costes por hora efectiva de trabajo	2004T1	81,5
I Hostelería	Otros costes por hora efectiva de trabajo	2003T4	83,2
I Hostelería	Otros costes por hora efectiva de trabajo	2003T3	82,7
I Hostelería	Otros costes por hora efectiva de trabajo	2003T2	81,1
I Hostelería	Otros costes por hora efectiva de trabajo	2003T1	77,1
I Hostelería	Otros costes por hora efectiva de trabajo	2002T4	77,7
I Hostelería	Otros costes por hora efectiva de trabajo	2002T3	74,7
I Hostelería	Otros costes por hora efectiva de trabajo	2002T2	73,2
I Hostelería	Otros costes por hora efectiva de trabajo	2002T1	74,8
I Hostelería	Otros costes por hora efectiva de trabajo	2001T4	72,2
I Hostelería	Otros costes por hora efectiva de trabajo	2001T3	71,1
I Hostelería	Otros costes por hora efectiva de trabajo	2001T2	72
I Hostelería	Otros costes por hora efectiva de trabajo	2001T1	68,7
I Hostelería	Otros costes por hora efectiva de trabajo	2000T4	65,8
I Hostelería	Otros costes por hora efectiva de trabajo	2000T3	66,7
I Hostelería	Otros costes por hora efectiva de trabajo	2000T2	64,6
I Hostelería	Otros costes por hora efectiva de trabajo	2000T1	64,7
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T4	111,6
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T3	112,7
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T2	112,2
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T1	111,6
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T4	112,6
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T3	110
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T2	108,9
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T1	109,4
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T4	109,3
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T3	108,4
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T2	108,4
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T1	108,7
I Hostelería	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T4	110,7
