Secciones de la CNAE-09	Tipo de coste	Periodo	Total
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2012T1	115,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2011T4	109
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2011T3	106,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2011T2	108,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2011T1	106,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2010T4	105,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2010T3	104,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2010T2	111,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2010T1	103,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2009T4	103,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2009T3	109,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2009T2	104,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2009T1	100,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2008T4	100,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2008T3	98,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2008T2	103,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2008T1	97,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2007T4	97,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2007T3	94
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2007T2	91,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2007T1	96,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2006T4	94,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2006T3	94
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2006T2	91,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2006T1	93,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2005T4	93,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2005T3	89,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2005T2	88,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2005T1	88,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2004T4	88,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2004T3	85,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2004T2	83,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2004T1	84,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2003T4	81,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2003T3	80,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2003T2	79,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2003T1	74,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2002T4	75,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2002T3	77,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2002T2	72,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2002T1	69
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2001T4	69,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2001T3	67,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2001T2	66
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2001T1	65,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2000T4	67,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2000T3	68,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2000T2	65,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral total por hora efectiva de trabajo	2000T1	64,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2014T4	121
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2014T3	119,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2014T2	119,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2014T1	116,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2013T4	117,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2013T3	117,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2013T2	117,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2013T1	119,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2012T4	118,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2012T3	118,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2012T2	115,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2012T1	116,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2011T4	113,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2011T3	111,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2011T2	110,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2011T1	108,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2010T4	107
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2010T3	105,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2010T2	106,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2010T1	105,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2009T4	105,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2009T3	106,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2009T2	104
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2009T1	102
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2008T4	101,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2008T3	99,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2008T2	99,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2008T1	99
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2007T4	99,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2007T3	97,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2007T2	96,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2007T1	97,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2006T4	95,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2006T3	97,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2006T2	95,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2006T1	95,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2005T4	94,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2005T3	91,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2005T2	91,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2005T1	88,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2004T4	88
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2004T3	86,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2004T2	85
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2004T1	85,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2003T4	82,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2003T3	81,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2003T2	80,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2003T1	77
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2002T4	76,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2002T3	75,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2002T2	72,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2002T1	70,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2001T4	69,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2001T3	66,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2001T2	66,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2001T1	66,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2000T4	66,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2000T3	67,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2000T2	66,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste salarial total por hora efectiva de trabajo	2000T1	65,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2014T4	110,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2014T3	105,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2014T2	107,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2014T1	114,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2013T4	112,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2013T3	114,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2013T2	113,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2013T1	116,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2012T4	121,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2012T3	100,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2012T2	97,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2012T1	97,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2011T4	94,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2011T3	97,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2011T2	102,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2011T1	96,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2010T4	100,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2010T3	103,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2010T2	127,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2010T1	97
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2009T4	96,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2009T3	112,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2009T2	103,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2009T1	99,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2008T4	96,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2008T3	92,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2008T2	123,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2008T1	87,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2007T4	84,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2007T3	85,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2007T2	86,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2007T1	87
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2006T4	86
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2006T3	85,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2006T2	83,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2006T1	82,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2005T4	86
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2005T3	86,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2005T2	84,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2005T1	83,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2004T4	87,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2004T3	87,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2004T2	81,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2004T1	79,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2003T4	77,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2003T3	75,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2003T2	74
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2003T1	75
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2002T4	75,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2002T3	74,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2002T2	72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2002T1	68,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2001T4	67,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2001T3	66
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2001T2	66,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2001T1	67,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2000T4	67,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2000T3	64,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2000T2	65
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Otros costes por hora efectiva de trabajo	2000T1	65,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T4	115,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T3	113
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T2	113,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2014T1	116,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T4	113
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T3	117,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T2	111,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2013T1	114,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T4	116,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T3	113,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T2	107,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2012T1	108,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T4	105
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T3	105,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T2	107,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2011T1	103
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T4	105,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T3	104,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T2	110,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2010T1	102,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T4	103,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T3	106,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T2	103,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2009T1	102,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T4	100,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T3	97,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T2	106
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2008T1	95,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T4	93
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T3	93,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T2	93,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2007T1	93,4
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T4	93
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T3	91,3
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T2	92
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2006T1	90,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T4	91,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T3	89,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T2	87,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2005T1	87,7
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T4	86,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T3	86,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T2	82,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2004T1	83,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T4	82
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T3	81,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T2	79,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2003T1	78,8
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T4	79,1
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T3	77,9
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T2	76
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2002T1	73,5
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T4	72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T3	69,2
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T2	71,6
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2001T1	72
D Suministro de energía eléctrica, gas, vapor y aire acondicionado	Coste laboral excluyendo pagos extraordinarios y atrasos por hora efectiva de trabajo	2000T4	71,5
