Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2011;-6,1
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2010;-8
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2009;-7,7
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2008;1,7
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2007;9,2
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2025;153,836
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2024;137,291
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2023;126,954
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2022;122,427
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2021;113,979
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2020;109,569
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2019;109,4
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2018;106,271
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2017;103,234
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2016;100,817
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2015;100
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2014;100,416
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2013;106,923
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2012;121,342
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2011;143,342
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2010;159,127
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2009;164,117
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2008;189,912
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Media anual;2007;206,548
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2025;12,1
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2024;8,1
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2023;3,7
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2022;7,4
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2021;4
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2020;0,2
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2019;2,9
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2018;2,9
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2017;2,4
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2016;0,8
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2015;-0,4
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2014;-6,1
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2013;-11,9
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2012;-15,3
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2011;-9,9
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2010;-3
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2009;-13,6
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2008;-8,1
15 Navarra, Comunidad Foral de;Vivienda segunda mano;Variación anual;2007;5,3
16 País Vasco;General;Media anual;2025;165,925
16 País Vasco;General;Media anual;2024;147,897
16 País Vasco;General;Media anual;2023;136,316
16 País Vasco;General;Media anual;2022;131,765
16 País Vasco;General;Media anual;2021;123,882
16 País Vasco;General;Media anual;2020;121,362
16 País Vasco;General;Media anual;2019;118,688
16 País Vasco;General;Media anual;2018;113,748
16 País Vasco;General;Media anual;2017;107,89
16 País Vasco;General;Media anual;2016;102,574
16 País Vasco;General;Media anual;2015;100
16 País Vasco;General;Media anual;2014;99,04
16 País Vasco;General;Media anual;2013;99,535
16 País Vasco;General;Media anual;2012;108,614
16 País Vasco;General;Media anual;2011;127,966
16 País Vasco;General;Media anual;2010;138,62
16 País Vasco;General;Media anual;2009;140,915
16 País Vasco;General;Media anual;2008;157,062
16 País Vasco;General;Media anual;2007;162,865
16 País Vasco;General;Variación anual;2025;12,2
16 País Vasco;General;Variación anual;2024;8,5
16 País Vasco;General;Variación anual;2023;3,5
16 País Vasco;General;Variación anual;2022;6,4
16 País Vasco;General;Variación anual;2021;2,1
16 País Vasco;General;Variación anual;2020;2,3
16 País Vasco;General;Variación anual;2019;4,3
16 País Vasco;General;Variación anual;2018;5,4
16 País Vasco;General;Variación anual;2017;5,2
16 País Vasco;General;Variación anual;2016;2,6
16 País Vasco;General;Variación anual;2015;1
16 País Vasco;General;Variación anual;2014;-0,5
16 País Vasco;General;Variación anual;2013;-8,4
16 País Vasco;General;Variación anual;2012;-15,1
16 País Vasco;General;Variación anual;2011;-7,7
16 País Vasco;General;Variación anual;2010;-1,6
16 País Vasco;General;Variación anual;2009;-10,3
16 País Vasco;General;Variación anual;2008;-3,6
16 País Vasco;General;Variación anual;2007;8,2
16 País Vasco;Vivienda nueva;Media anual;2025;201,182
16 País Vasco;Vivienda nueva;Media anual;2024;181,062
16 País Vasco;Vivienda nueva;Media anual;2023;159,408
16 País Vasco;Vivienda nueva;Media anual;2022;150,195
16 País Vasco;Vivienda nueva;Media anual;2021;140,758
16 País Vasco;Vivienda nueva;Media anual;2020;136,589
16 País Vasco;Vivienda nueva;Media anual;2019;127,749
16 País Vasco;Vivienda nueva;Media anual;2018;119,24
16 País Vasco;Vivienda nueva;Media anual;2017;111,409
16 País Vasco;Vivienda nueva;Media anual;2016;104,107
16 País Vasco;Vivienda nueva;Media anual;2015;100
16 País Vasco;Vivienda nueva;Media anual;2014;98,171
16 País Vasco;Vivienda nueva;Media anual;2013;96,711
16 País Vasco;Vivienda nueva;Media anual;2012;100,497
16 País Vasco;Vivienda nueva;Media anual;2011;119,064
16 País Vasco;Vivienda nueva;Media anual;2010;125,46
16 País Vasco;Vivienda nueva;Media anual;2009;130,788
16 País Vasco;Vivienda nueva;Media anual;2008;139,285
16 País Vasco;Vivienda nueva;Media anual;2007;136,962
16 País Vasco;Vivienda nueva;Variación anual;2025;11,1
16 País Vasco;Vivienda nueva;Variación anual;2024;13,6
16 País Vasco;Vivienda nueva;Variación anual;2023;6,1
16 País Vasco;Vivienda nueva;Variación anual;2022;6,7
16 País Vasco;Vivienda nueva;Variación anual;2021;3,1
16 País Vasco;Vivienda nueva;Variación anual;2020;6,9
16 País Vasco;Vivienda nueva;Variación anual;2019;7,1
16 País Vasco;Vivienda nueva;Variación anual;2018;7
16 País Vasco;Vivienda nueva;Variación anual;2017;7
16 País Vasco;Vivienda nueva;Variación anual;2016;4,1
16 País Vasco;Vivienda nueva;Variación anual;2015;1,9
16 País Vasco;Vivienda nueva;Variación anual;2014;1,5
16 País Vasco;Vivienda nueva;Variación anual;2013;-3,8
16 País Vasco;Vivienda nueva;Variación anual;2012;-15,6
16 País Vasco;Vivienda nueva;Variación anual;2011;-5,1
16 País Vasco;Vivienda nueva;Variación anual;2010;-4,1
16 País Vasco;Vivienda nueva;Variación anual;2009;-6,1
16 País Vasco;Vivienda nueva;Variación anual;2008;1,7
16 País Vasco;Vivienda nueva;Variación anual;2007;9,5
16 País Vasco;Vivienda segunda mano;Media anual;2025;158,93
16 País Vasco;Vivienda segunda mano;Media anual;2024;141,302
16 País Vasco;Vivienda segunda mano;Media anual;2023;131,576
16 País Vasco;Vivienda segunda mano;Media anual;2022;127,915
16 País Vasco;Vivienda segunda mano;Media anual;2021;120,384
16 País Vasco;Vivienda segunda mano;Media anual;2020;118,096
16 País Vasco;Vivienda segunda mano;Media anual;2019;116,695
16 País Vasco;Vivienda segunda mano;Media anual;2018;112,403
16 País Vasco;Vivienda segunda mano;Media anual;2017;106,957
16 País Vasco;Vivienda segunda mano;Media anual;2016;102,123
16 País Vasco;Vivienda segunda mano;Media anual;2015;100
16 País Vasco;Vivienda segunda mano;Media anual;2014;99,403
16 País Vasco;Vivienda segunda mano;Media anual;2013;101,709
16 País Vasco;Vivienda segunda mano;Media anual;2012;114,648
16 País Vasco;Vivienda segunda mano;Media anual;2011;134,354
16 País Vasco;Vivienda segunda mano;Media anual;2010;148,685
16 País Vasco;Vivienda segunda mano;Media anual;2009;147,823
16 País Vasco;Vivienda segunda mano;Media anual;2008;169,97
16 País Vasco;Vivienda segunda mano;Media anual;2007;182,026
16 País Vasco;Vivienda segunda mano;Variación anual;2025;12,5
16 País Vasco;Vivienda segunda mano;Variación anual;2024;7,4
16 País Vasco;Vivienda segunda mano;Variación anual;2023;2,9
16 País Vasco;Vivienda segunda mano;Variación anual;2022;6,3
16 País Vasco;Vivienda segunda mano;Variación anual;2021;1,9
16 País Vasco;Vivienda segunda mano;Variación anual;2020;1,2
16 País Vasco;Vivienda segunda mano;Variación anual;2019;3,8
16 País Vasco;Vivienda segunda mano;Variación anual;2018;5,1
16 País Vasco;Vivienda segunda mano;Variación anual;2017;4,7
16 País Vasco;Vivienda segunda mano;Variación anual;2016;2,1
16 País Vasco;Vivienda segunda mano;Variación anual;2015;0,6
16 País Vasco;Vivienda segunda mano;Variación anual;2014;-2,3
16 País Vasco;Vivienda segunda mano;Variación anual;2013;-11,3
16 País Vasco;Vivienda segunda mano;Variación anual;2012;-14,7
16 País Vasco;Vivienda segunda mano;Variación anual;2011;-9,6
16 País Vasco;Vivienda segunda mano;Variación anual;2010;0,6
16 País Vasco;Vivienda segunda mano;Variación anual;2009;-13
16 País Vasco;Vivienda segunda mano;Variación anual;2008;-6,6
16 País Vasco;Vivienda segunda mano;Variación anual;2007;7,5
17 Rioja, La;General;Media anual;2025;166,276
17 Rioja, La;General;Media anual;2024;145,982
17 Rioja, La;General;Media anual;2023;133,66
17 Rioja, La;General;Media anual;2022;130,006
17 Rioja, La;General;Media anual;2021;121,331
17 Rioja, La;General;Media anual;2020;117,18
17 Rioja, La;General;Media anual;2019;115,012
17 Rioja, La;General;Media anual;2018;109,157
17 Rioja, La;General;Media anual;2017;104,037
17 Rioja, La;General;Media anual;2016;101,96
17 Rioja, La;General;Media anual;2015;100
17 Rioja, La;General;Media anual;2014;99,483
17 Rioja, La;General;Media anual;2013;101,723
17 Rioja, La;General;Media anual;2012;117,833
17 Rioja, La;General;Media anual;2011;137,909
17 Rioja, La;General;Media anual;2010;155,023
17 Rioja, La;General;Media anual;2009;161,125
17 Rioja, La;General;Media anual;2008;170,416
17 Rioja, La;General;Media anual;2007;169,38
17 Rioja, La;General;Variación anual;2025;13,9
17 Rioja, La;General;Variación anual;2024;9,2
17 Rioja, La;General;Variación anual;2023;2,8
17 Rioja, La;General;Variación anual;2022;7,1
17 Rioja, La;General;Variación anual;2021;3,5
17 Rioja, La;General;Variación anual;2020;1,9
17 Rioja, La;General;Variación anual;2019;5,4
17 Rioja, La;General;Variación anual;2018;4,9
17 Rioja, La;General;Variación anual;2017;2
17 Rioja, La;General;Variación anual;2016;2
17 Rioja, La;General;Variación anual;2015;0,5
17 Rioja, La;General;Variación anual;2014;-2,2
17 Rioja, La;General;Variación anual;2013;-13,7
17 Rioja, La;General;Variación anual;2012;-14,6
17 Rioja, La;General;Variación anual;2011;-11
17 Rioja, La;General;Variación anual;2010;-3,8
17 Rioja, La;General;Variación anual;2009;-5,5
17 Rioja, La;General;Variación anual;2008;0,6
17 Rioja, La;General;Variación anual;2007;10,8
17 Rioja, La;Vivienda nueva;Media anual;2025;196,009
17 Rioja, La;Vivienda nueva;Media anual;2024;175,85
17 Rioja, La;Vivienda nueva;Media anual;2023;159,515
17 Rioja, La;Vivienda nueva;Media anual;2022;150,197
17 Rioja, La;Vivienda nueva;Media anual;2021;140,242
17 Rioja, La;Vivienda nueva;Media anual;2020;132,943
17 Rioja, La;Vivienda nueva;Media anual;2019;125,66
17 Rioja, La;Vivienda nueva;Media anual;2018;116,167
17 Rioja, La;Vivienda nueva;Media anual;2017;108,183
17 Rioja, La;Vivienda nueva;Media anual;2016;106,045
17 Rioja, La;Vivienda nueva;Media anual;2015;100
17 Rioja, La;Vivienda nueva;Media anual;2014;98,691
17 Rioja, La;Vivienda nueva;Media anual;2013;102,421
17 Rioja, La;Vivienda nueva;Media anual;2012;118,824
17 Rioja, La;Vivienda nueva;Media anual;2011;137,491
17 Rioja, La;Vivienda nueva;Media anual;2010;153,195
17 Rioja, La;Vivienda nueva;Media anual;2009;161,946
17 Rioja, La;Vivienda nueva;Media anual;2008;169,636
17 Rioja, La;Vivienda nueva;Media anual;2007;163,195
17 Rioja, La;Vivienda nueva;Variación anual;2025;11,5
17 Rioja, La;Vivienda nueva;Variación anual;2024;10,2
17 Rioja, La;Vivienda nueva;Variación anual;2023;6,2
17 Rioja, La;Vivienda nueva;Variación anual;2022;7,1
17 Rioja, La;Vivienda nueva;Variación anual;2021;5,5
17 Rioja, La;Vivienda nueva;Variación anual;2020;5,8
17 Rioja, La;Vivienda nueva;Variación anual;2019;8,2
17 Rioja, La;Vivienda nueva;Variación anual;2018;7,4
17 Rioja, La;Vivienda nueva;Variación anual;2017;2
17 Rioja, La;Vivienda nueva;Variación anual;2016;6
17 Rioja, La;Vivienda nueva;Variación anual;2015;1,3
17 Rioja, La;Vivienda nueva;Variación anual;2014;-3,6
17 Rioja, La;Vivienda nueva;Variación anual;2013;-13,8
17 Rioja, La;Vivienda nueva;Variación anual;2012;-13,6
17 Rioja, La;Vivienda nueva;Variación anual;2011;-10,3
17 Rioja, La;Vivienda nueva;Variación anual;2010;-5,4
17 Rioja, La;Vivienda nueva;Variación anual;2009;-4,5
17 Rioja, La;Vivienda nueva;Variación anual;2008;3,9
17 Rioja, La;Vivienda nueva;Variación anual;2007;12,9
17 Rioja, La;Vivienda segunda mano;Media anual;2025;163,348
17 Rioja, La;Vivienda segunda mano;Media anual;2024;142,564
17 Rioja, La;Vivienda segunda mano;Media anual;2023;130,771
17 Rioja, La;Vivienda segunda mano;Media anual;2022;127,709
17 Rioja, La;Vivienda segunda mano;Media anual;2021;119,168
17 Rioja, La;Vivienda segunda mano;Media anual;2020;115,324
17 Rioja, La;Vivienda segunda mano;Media anual;2019;113,63
17 Rioja, La;Vivienda segunda mano;Media anual;2018;108,103
17 Rioja, La;Vivienda segunda mano;Media anual;2017;103,241
17 Rioja, La;Vivienda segunda mano;Media anual;2016;101,132
17 Rioja, La;Vivienda segunda mano;Media anual;2015;100
17 Rioja, La;Vivienda segunda mano;Media anual;2014;99,62
17 Rioja, La;Vivienda segunda mano;Media anual;2013;100,578
17 Rioja, La;Vivienda segunda mano;Media anual;2012;116,55
17 Rioja, La;Vivienda segunda mano;Media anual;2011;138,698
17 Rioja, La;Vivienda segunda mano;Media anual;2010;158,183
17 Rioja, La;Vivienda segunda mano;Media anual;2009;158,191
17 Rioja, La;Vivienda segunda mano;Media anual;2008;169,614
17 Rioja, La;Vivienda segunda mano;Media anual;2007;177,658
17 Rioja, La;Vivienda segunda mano;Variación anual;2025;14,6
17 Rioja, La;Vivienda segunda mano;Variación anual;2024;9
17 Rioja, La;Vivienda segunda mano;Variación anual;2023;2,4
17 Rioja, La;Vivienda segunda mano;Variación anual;2022;7,2
17 Rioja, La;Vivienda segunda mano;Variación anual;2021;3,3
17 Rioja, La;Vivienda segunda mano;Variación anual;2020;1,5
17 Rioja, La;Vivienda segunda mano;Variación anual;2019;5,1
17 Rioja, La;Vivienda segunda mano;Variación anual;2018;4,7
17 Rioja, La;Vivienda segunda mano;Variación anual;2017;2,1
17 Rioja, La;Vivienda segunda mano;Variación anual;2016;1,1
17 Rioja, La;Vivienda segunda mano;Variación anual;2015;0,4
17 Rioja, La;Vivienda segunda mano;Variación anual;2014;-1
17 Rioja, La;Vivienda segunda mano;Variación anual;2013;-13,7
17 Rioja, La;Vivienda segunda mano;Variación anual;2012;-16
17 Rioja, La;Vivienda segunda mano;Variación anual;2011;-12,3
17 Rioja, La;Vivienda segunda mano;Variación anual;2010;0
17 Rioja, La;Vivienda segunda mano;Variación anual;2009;-6,7
17 Rioja, La;Vivienda segunda mano;Variación anual;2008;-4,5
17 Rioja, La;Vivienda segunda mano;Variación anual;2007;7,6
18 Ceuta;General;Media anual;2025;201,357
18 Ceuta;General;Media anual;2024;177,567
18 Ceuta;General;Media anual;2023;162,742
18 Ceuta;General;Media anual;2022;154,237
18 Ceuta;General;Media anual;2021;142,035
18 Ceuta;General;Media anual;2020;136,953
18 Ceuta;General;Media anual;2019;131,165
18 Ceuta;General;Media anual;2018;121,766
18 Ceuta;General;Media anual;2017;112,251
18 Ceuta;General;Media anual;2016;105,155
18 Ceuta;General;Media anual;2015;100
18 Ceuta;General;Media anual;2014;95,132
18 Ceuta;General;Media anual;2013;94,834
18 Ceuta;General;Media anual;2012;101,323
18 Ceuta;General;Media anual;2011;115,555
18 Ceuta;General;Media anual;2010;126,516
18 Ceuta;General;Media anual;2009;131,519
18 Ceuta;General;Media anual;2008;137,436
18 Ceuta;General;Media anual;2007;135,988
18 Ceuta;General;Variación anual;2025;13,4
18 Ceuta;General;Variación anual;2024;9,1
18 Ceuta;General;Variación anual;2023;5,5
18 Ceuta;General;Variación anual;2022;8,6
18 Ceuta;General;Variación anual;2021;3,7
18 Ceuta;General;Variación anual;2020;4,4
18 Ceuta;General;Variación anual;2019;7,7
18 Ceuta;General;Variación anual;2018;8,5
18 Ceuta;General;Variación anual;2017;6,7
18 Ceuta;General;Variación anual;2016;5,2
18 Ceuta;General;Variación anual;2015;5,1
18 Ceuta;General;Variación anual;2014;0,3
18 Ceuta;General;Variación anual;2013;-6,4
18 Ceuta;General;Variación anual;2012;-12,3
18 Ceuta;General;Variación anual;2011;-8,7
18 Ceuta;General;Variación anual;2010;-3,8
18 Ceuta;General;Variación anual;2009;-4,3
18 Ceuta;General;Variación anual;2008;1,1
18 Ceuta;General;Variación anual;2007;14,5
18 Ceuta;Vivienda nueva;Media anual;2025;""
18 Ceuta;Vivienda nueva;Media anual;2024;""
18 Ceuta;Vivienda nueva;Media anual;2023;""
18 Ceuta;Vivienda nueva;Media anual;2022;""
18 Ceuta;Vivienda nueva;Media anual;2021;""
18 Ceuta;Vivienda nueva;Media anual;2020;""
18 Ceuta;Vivienda nueva;Media anual;2019;""
18 Ceuta;Vivienda nueva;Media anual;2018;""
18 Ceuta;Vivienda nueva;Media anual;2017;""
18 Ceuta;Vivienda nueva;Media anual;2016;""
18 Ceuta;Vivienda nueva;Media anual;2015;""
18 Ceuta;Vivienda nueva;Media anual;2014;""
18 Ceuta;Vivienda nueva;Media anual;2013;""
18 Ceuta;Vivienda nueva;Media anual;2012;""
18 Ceuta;Vivienda nueva;Media anual;2011;""
18 Ceuta;Vivienda nueva;Media anual;2010;""
18 Ceuta;Vivienda nueva;Media anual;2009;""
18 Ceuta;Vivienda nueva;Media anual;2008;""
18 Ceuta;Vivienda nueva;Media anual;2007;""
18 Ceuta;Vivienda nueva;Variación anual;2025;""
18 Ceuta;Vivienda nueva;Variación anual;2024;""
18 Ceuta;Vivienda nueva;Variación anual;2023;""
18 Ceuta;Vivienda nueva;Variación anual;2022;""
18 Ceuta;Vivienda nueva;Variación anual;2021;""
18 Ceuta;Vivienda nueva;Variación anual;2020;""
18 Ceuta;Vivienda nueva;Variación anual;2019;""
18 Ceuta;Vivienda nueva;Variación anual;2018;""
18 Ceuta;Vivienda nueva;Variación anual;2017;""
18 Ceuta;Vivienda nueva;Variación anual;2016;""
18 Ceuta;Vivienda nueva;Variación anual;2015;""
18 Ceuta;Vivienda nueva;Variación anual;2014;""
18 Ceuta;Vivienda nueva;Variación anual;2013;""
18 Ceuta;Vivienda nueva;Variación anual;2012;""
18 Ceuta;Vivienda nueva;Variación anual;2011;""
18 Ceuta;Vivienda nueva;Variación anual;2010;""
18 Ceuta;Vivienda nueva;Variación anual;2009;""
18 Ceuta;Vivienda nueva;Variación anual;2008;""
18 Ceuta;Vivienda nueva;Variación anual;2007;""
18 Ceuta;Vivienda segunda mano;Media anual;2025;""
18 Ceuta;Vivienda segunda mano;Media anual;2024;""
18 Ceuta;Vivienda segunda mano;Media anual;2023;""
18 Ceuta;Vivienda segunda mano;Media anual;2022;""
18 Ceuta;Vivienda segunda mano;Media anual;2021;""
18 Ceuta;Vivienda segunda mano;Media anual;2020;""
18 Ceuta;Vivienda segunda mano;Media anual;2019;""
18 Ceuta;Vivienda segunda mano;Media anual;2018;""
18 Ceuta;Vivienda segunda mano;Media anual;2017;""
18 Ceuta;Vivienda segunda mano;Media anual;2016;""
18 Ceuta;Vivienda segunda mano;Media anual;2015;""
18 Ceuta;Vivienda segunda mano;Media anual;2014;""
18 Ceuta;Vivienda segunda mano;Media anual;2013;""
18 Ceuta;Vivienda segunda mano;Media anual;2012;""
18 Ceuta;Vivienda segunda mano;Media anual;2011;""
18 Ceuta;Vivienda segunda mano;Media anual;2010;""
18 Ceuta;Vivienda segunda mano;Media anual;2009;""
18 Ceuta;Vivienda segunda mano;Media anual;2008;""
18 Ceuta;Vivienda segunda mano;Media anual;2007;""
18 Ceuta;Vivienda segunda mano;Variación anual;2025;""
18 Ceuta;Vivienda segunda mano;Variación anual;2024;""
18 Ceuta;Vivienda segunda mano;Variación anual;2023;""
18 Ceuta;Vivienda segunda mano;Variación anual;2022;""
18 Ceuta;Vivienda segunda mano;Variación anual;2021;""
18 Ceuta;Vivienda segunda mano;Variación anual;2020;""
18 Ceuta;Vivienda segunda mano;Variación anual;2019;""
18 Ceuta;Vivienda segunda mano;Variación anual;2018;""
18 Ceuta;Vivienda segunda mano;Variación anual;2017;""
18 Ceuta;Vivienda segunda mano;Variación anual;2016;""
18 Ceuta;Vivienda segunda mano;Variación anual;2015;""
18 Ceuta;Vivienda segunda mano;Variación anual;2014;""
18 Ceuta;Vivienda segunda mano;Variación anual;2013;""
18 Ceuta;Vivienda segunda mano;Variación anual;2012;""
18 Ceuta;Vivienda segunda mano;Variación anual;2011;""
18 Ceuta;Vivienda segunda mano;Variación anual;2010;""
18 Ceuta;Vivienda segunda mano;Variación anual;2009;""
18 Ceuta;Vivienda segunda mano;Variación anual;2008;""
18 Ceuta;Vivienda segunda mano;Variación anual;2007;""
19 Melilla;General;Media anual;2025;195,872
19 Melilla;General;Media anual;2024;172,359
19 Melilla;General;Media anual;2023;159,572
19 Melilla;General;Media anual;2022;151,476
19 Melilla;General;Media anual;2021;139,775
19 Melilla;General;Media anual;2020;131,444
19 Melilla;General;Media anual;2019;125,786
19 Melilla;General;Media anual;2018;119,512
19 Melilla;General;Media anual;2017;110,874
19 Melilla;General;Media anual;2016;105,34
19 Melilla;General;Media anual;2015;100
19 Melilla;General;Media anual;2014;96,6
19 Melilla;General;Media anual;2013;96,169
19 Melilla;General;Media anual;2012;110,05
19 Melilla;General;Media anual;2011;124,837
19 Melilla;General;Media anual;2010;137,679
19 Melilla;General;Media anual;2009;137,01
19 Melilla;General;Media anual;2008;134,165
19 Melilla;General;Media anual;2007;130,089
19 Melilla;General;Variación anual;2025;13,6
19 Melilla;General;Variación anual;2024;8
19 Melilla;General;Variación anual;2023;5,3
19 Melilla;General;Variación anual;2022;8,4
19 Melilla;General;Variación anual;2021;6,3
19 Melilla;General;Variación anual;2020;4,5
19 Melilla;General;Variación anual;2019;5,2
19 Melilla;General;Variación anual;2018;7,8
19 Melilla;General;Variación anual;2017;5,3
19 Melilla;General;Variación anual;2016;5,3
19 Melilla;General;Variación anual;2015;3,5
19 Melilla;General;Variación anual;2014;0,4
19 Melilla;General;Variación anual;2013;-12,6
19 Melilla;General;Variación anual;2012;-11,8
19 Melilla;General;Variación anual;2011;-9,3
19 Melilla;General;Variación anual;2010;0,5
19 Melilla;General;Variación anual;2009;2,1
19 Melilla;General;Variación anual;2008;3,1
19 Melilla;General;Variación anual;2007;15,5
19 Melilla;Vivienda nueva;Media anual;2025;""
19 Melilla;Vivienda nueva;Media anual;2024;""
19 Melilla;Vivienda nueva;Media anual;2023;""
19 Melilla;Vivienda nueva;Media anual;2022;""
19 Melilla;Vivienda nueva;Media anual;2021;""
19 Melilla;Vivienda nueva;Media anual;2020;""
19 Melilla;Vivienda nueva;Media anual;2019;""
19 Melilla;Vivienda nueva;Media anual;2018;""
19 Melilla;Vivienda nueva;Media anual;2017;""
19 Melilla;Vivienda nueva;Media anual;2016;""
19 Melilla;Vivienda nueva;Media anual;2015;""
19 Melilla;Vivienda nueva;Media anual;2014;""
19 Melilla;Vivienda nueva;Media anual;2013;""
19 Melilla;Vivienda nueva;Media anual;2012;""
19 Melilla;Vivienda nueva;Media anual;2011;""
19 Melilla;Vivienda nueva;Media anual;2010;""
19 Melilla;Vivienda nueva;Media anual;2009;""
19 Melilla;Vivienda nueva;Media anual;2008;""
19 Melilla;Vivienda nueva;Media anual;2007;""
19 Melilla;Vivienda nueva;Variación anual;2025;""
19 Melilla;Vivienda nueva;Variación anual;2024;""
19 Melilla;Vivienda nueva;Variación anual;2023;""
19 Melilla;Vivienda nueva;Variación anual;2022;""
19 Melilla;Vivienda nueva;Variación anual;2021;""
19 Melilla;Vivienda nueva;Variación anual;2020;""
19 Melilla;Vivienda nueva;Variación anual;2019;""
19 Melilla;Vivienda nueva;Variación anual;2018;""
19 Melilla;Vivienda nueva;Variación anual;2017;""
19 Melilla;Vivienda nueva;Variación anual;2016;""
19 Melilla;Vivienda nueva;Variación anual;2015;""
19 Melilla;Vivienda nueva;Variación anual;2014;""
19 Melilla;Vivienda nueva;Variación anual;2013;""
19 Melilla;Vivienda nueva;Variación anual;2012;""
19 Melilla;Vivienda nueva;Variación anual;2011;""
19 Melilla;Vivienda nueva;Variación anual;2010;""
19 Melilla;Vivienda nueva;Variación anual;2009;""
19 Melilla;Vivienda nueva;Variación anual;2008;""
19 Melilla;Vivienda nueva;Variación anual;2007;""
19 Melilla;Vivienda segunda mano;Media anual;2025;""
19 Melilla;Vivienda segunda mano;Media anual;2024;""
19 Melilla;Vivienda segunda mano;Media anual;2023;""
19 Melilla;Vivienda segunda mano;Media anual;2022;""
19 Melilla;Vivienda segunda mano;Media anual;2021;""
19 Melilla;Vivienda segunda mano;Media anual;2020;""
19 Melilla;Vivienda segunda mano;Media anual;2019;""
19 Melilla;Vivienda segunda mano;Media anual;2018;""
19 Melilla;Vivienda segunda mano;Media anual;2017;""
19 Melilla;Vivienda segunda mano;Media anual;2016;""
19 Melilla;Vivienda segunda mano;Media anual;2015;""
19 Melilla;Vivienda segunda mano;Media anual;2014;""
19 Melilla;Vivienda segunda mano;Media anual;2013;""
19 Melilla;Vivienda segunda mano;Media anual;2012;""
19 Melilla;Vivienda segunda mano;Media anual;2011;""
19 Melilla;Vivienda segunda mano;Media anual;2010;""
19 Melilla;Vivienda segunda mano;Media anual;2009;""
19 Melilla;Vivienda segunda mano;Media anual;2008;""
19 Melilla;Vivienda segunda mano;Media anual;2007;""
19 Melilla;Vivienda segunda mano;Variación anual;2025;""
19 Melilla;Vivienda segunda mano;Variación anual;2024;""
19 Melilla;Vivienda segunda mano;Variación anual;2023;""
19 Melilla;Vivienda segunda mano;Variación anual;2022;""
19 Melilla;Vivienda segunda mano;Variación anual;2021;""
19 Melilla;Vivienda segunda mano;Variación anual;2020;""
19 Melilla;Vivienda segunda mano;Variación anual;2019;""
19 Melilla;Vivienda segunda mano;Variación anual;2018;""
19 Melilla;Vivienda segunda mano;Variación anual;2017;""
19 Melilla;Vivienda segunda mano;Variación anual;2016;""
19 Melilla;Vivienda segunda mano;Variación anual;2015;""
19 Melilla;Vivienda segunda mano;Variación anual;2014;""
