Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
07 Castilla y León;Vivienda segunda mano;Media anual;2022;123,84
07 Castilla y León;Vivienda segunda mano;Media anual;2021;116,874
07 Castilla y León;Vivienda segunda mano;Media anual;2020;112,904
07 Castilla y León;Vivienda segunda mano;Media anual;2019;110,783
07 Castilla y León;Vivienda segunda mano;Media anual;2018;106,145
07 Castilla y León;Vivienda segunda mano;Media anual;2017;102,354
07 Castilla y León;Vivienda segunda mano;Media anual;2016;100,693
07 Castilla y León;Vivienda segunda mano;Media anual;2015;100
07 Castilla y León;Vivienda segunda mano;Media anual;2014;99,089
07 Castilla y León;Vivienda segunda mano;Media anual;2013;100,611
07 Castilla y León;Vivienda segunda mano;Media anual;2012;117,182
07 Castilla y León;Vivienda segunda mano;Media anual;2011;138,137
07 Castilla y León;Vivienda segunda mano;Media anual;2010;152,036
07 Castilla y León;Vivienda segunda mano;Media anual;2009;154,803
07 Castilla y León;Vivienda segunda mano;Media anual;2008;165,249
07 Castilla y León;Vivienda segunda mano;Media anual;2007;170,894
07 Castilla y León;Vivienda segunda mano;Variación anual;2025;14,1
07 Castilla y León;Vivienda segunda mano;Variación anual;2024;8
07 Castilla y León;Vivienda segunda mano;Variación anual;2023;1,9
07 Castilla y León;Vivienda segunda mano;Variación anual;2022;6
07 Castilla y León;Vivienda segunda mano;Variación anual;2021;3,5
07 Castilla y León;Vivienda segunda mano;Variación anual;2020;1,9
07 Castilla y León;Vivienda segunda mano;Variación anual;2019;4,4
07 Castilla y León;Vivienda segunda mano;Variación anual;2018;3,7
07 Castilla y León;Vivienda segunda mano;Variación anual;2017;1,6
07 Castilla y León;Vivienda segunda mano;Variación anual;2016;0,7
07 Castilla y León;Vivienda segunda mano;Variación anual;2015;0,9
07 Castilla y León;Vivienda segunda mano;Variación anual;2014;-1,5
07 Castilla y León;Vivienda segunda mano;Variación anual;2013;-14,1
07 Castilla y León;Vivienda segunda mano;Variación anual;2012;-15,2
07 Castilla y León;Vivienda segunda mano;Variación anual;2011;-9,1
07 Castilla y León;Vivienda segunda mano;Variación anual;2010;-1,8
07 Castilla y León;Vivienda segunda mano;Variación anual;2009;-6,3
07 Castilla y León;Vivienda segunda mano;Variación anual;2008;-3,3
07 Castilla y León;Vivienda segunda mano;Variación anual;2007;8,7
08 Castilla - La Mancha;General;Media anual;2025;142,802
08 Castilla - La Mancha;General;Media anual;2024;128,032
08 Castilla - La Mancha;General;Media anual;2023;120,268
08 Castilla - La Mancha;General;Media anual;2022;118,284
08 Castilla - La Mancha;General;Media anual;2021;111,669
08 Castilla - La Mancha;General;Media anual;2020;109,029
08 Castilla - La Mancha;General;Media anual;2019;107,643
08 Castilla - La Mancha;General;Media anual;2018;103,975
08 Castilla - La Mancha;General;Media anual;2017;101,582
08 Castilla - La Mancha;General;Media anual;2016;100,838
08 Castilla - La Mancha;General;Media anual;2015;100
08 Castilla - La Mancha;General;Media anual;2014;97,846
08 Castilla - La Mancha;General;Media anual;2013;100,52
08 Castilla - La Mancha;General;Media anual;2012;118,443
08 Castilla - La Mancha;General;Media anual;2011;133,946
08 Castilla - La Mancha;General;Media anual;2010;143,137
08 Castilla - La Mancha;General;Media anual;2009;144,77
08 Castilla - La Mancha;General;Media anual;2008;149,222
08 Castilla - La Mancha;General;Media anual;2007;146,24
08 Castilla - La Mancha;General;Variación anual;2025;11,5
08 Castilla - La Mancha;General;Variación anual;2024;6,5
08 Castilla - La Mancha;General;Variación anual;2023;1,7
08 Castilla - La Mancha;General;Variación anual;2022;5,9
08 Castilla - La Mancha;General;Variación anual;2021;2,4
08 Castilla - La Mancha;General;Variación anual;2020;1,3
08 Castilla - La Mancha;General;Variación anual;2019;3,5
08 Castilla - La Mancha;General;Variación anual;2018;2,4
08 Castilla - La Mancha;General;Variación anual;2017;0,7
08 Castilla - La Mancha;General;Variación anual;2016;0,8
08 Castilla - La Mancha;General;Variación anual;2015;2,2
08 Castilla - La Mancha;General;Variación anual;2014;-2,7
08 Castilla - La Mancha;General;Variación anual;2013;-15,1
08 Castilla - La Mancha;General;Variación anual;2012;-11,6
08 Castilla - La Mancha;General;Variación anual;2011;-6,4
08 Castilla - La Mancha;General;Variación anual;2010;-1,1
08 Castilla - La Mancha;General;Variación anual;2009;-3
08 Castilla - La Mancha;General;Variación anual;2008;2
08 Castilla - La Mancha;General;Variación anual;2007;13,4
08 Castilla - La Mancha;Vivienda nueva;Media anual;2025;174,161
08 Castilla - La Mancha;Vivienda nueva;Media anual;2024;154,378
08 Castilla - La Mancha;Vivienda nueva;Media anual;2023;144,62
08 Castilla - La Mancha;Vivienda nueva;Media anual;2022;138,199
08 Castilla - La Mancha;Vivienda nueva;Media anual;2021;130,011
08 Castilla - La Mancha;Vivienda nueva;Media anual;2020;128,408
08 Castilla - La Mancha;Vivienda nueva;Media anual;2019;125,868
08 Castilla - La Mancha;Vivienda nueva;Media anual;2018;114,088
08 Castilla - La Mancha;Vivienda nueva;Media anual;2017;106,787
08 Castilla - La Mancha;Vivienda nueva;Media anual;2016;105,128
08 Castilla - La Mancha;Vivienda nueva;Media anual;2015;100
08 Castilla - La Mancha;Vivienda nueva;Media anual;2014;95,63
08 Castilla - La Mancha;Vivienda nueva;Media anual;2013;100,502
08 Castilla - La Mancha;Vivienda nueva;Media anual;2012;120,531
08 Castilla - La Mancha;Vivienda nueva;Media anual;2011;135,194
08 Castilla - La Mancha;Vivienda nueva;Media anual;2010;142,71
08 Castilla - La Mancha;Vivienda nueva;Media anual;2009;145,155
08 Castilla - La Mancha;Vivienda nueva;Media anual;2008;147,267
08 Castilla - La Mancha;Vivienda nueva;Media anual;2007;140,441
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2025;12,8
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2024;6,7
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2023;4,6
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2022;6,3
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2021;1,2
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2020;2
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2019;10,3
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2018;6,8
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2017;1,6
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2016;5,1
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2015;4,6
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2014;-4,8
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2013;-16,6
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2012;-10,8
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2011;-5,3
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2010;-1,7
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2009;-1,4
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2008;4,9
08 Castilla - La Mancha;Vivienda nueva;Variación anual;2007;14,7
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2025;137,248
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2024;123,309
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2023;115,869
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2022;114,599
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2021;108,262
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2020;105,484
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2019;104,291
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2018;101,947
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2017;100,363
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2016;99,746
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2015;100
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2014;98,455
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2013;99,854
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2012;115,526
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2011;133,266
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2010;146,908
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2009;146,188
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2008;155,95
08 Castilla - La Mancha;Vivienda segunda mano;Media anual;2007;161,174
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2025;11,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2024;6,4
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2023;1,1
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2022;5,9
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2021;2,6
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2020;1,1
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2019;2,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2018;1,6
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2017;0,6
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2016;-0,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2015;1,6
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2014;-1,4
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2013;-13,6
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2012;-13,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2011;-9,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2010;0,5
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2009;-6,3
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2008;-3,2
08 Castilla - La Mancha;Vivienda segunda mano;Variación anual;2007;11,1
09 Cataluña;General;Media anual;2025;187,707
09 Cataluña;General;Media anual;2024;168,592
09 Cataluña;General;Media anual;2023;157,01
09 Cataluña;General;Media anual;2022;151,701
09 Cataluña;General;Media anual;2021;141,623
09 Cataluña;General;Media anual;2020;136,892
09 Cataluña;General;Media anual;2019;134,144
09 Cataluña;General;Media anual;2018;127,548
09 Cataluña;General;Media anual;2017;117,26
09 Cataluña;General;Media anual;2016;107,02
09 Cataluña;General;Media anual;2015;100
09 Cataluña;General;Media anual;2014;95,396
09 Cataluña;General;Media anual;2013;94,337
09 Cataluña;General;Media anual;2012;106,514
09 Cataluña;General;Media anual;2011;126,522
09 Cataluña;General;Media anual;2010;139,892
09 Cataluña;General;Media anual;2009;143,716
09 Cataluña;General;Media anual;2008;162,199
09 Cataluña;General;Media anual;2007;172,999
09 Cataluña;General;Variación anual;2025;11,3
09 Cataluña;General;Variación anual;2024;7,4
09 Cataluña;General;Variación anual;2023;3,5
09 Cataluña;General;Variación anual;2022;7,1
09 Cataluña;General;Variación anual;2021;3,5
09 Cataluña;General;Variación anual;2020;2
09 Cataluña;General;Variación anual;2019;5,2
09 Cataluña;General;Variación anual;2018;8,8
09 Cataluña;General;Variación anual;2017;9,6
09 Cataluña;General;Variación anual;2016;7
09 Cataluña;General;Variación anual;2015;4,8
09 Cataluña;General;Variación anual;2014;1,1
09 Cataluña;General;Variación anual;2013;-11,4
09 Cataluña;General;Variación anual;2012;-15,8
09 Cataluña;General;Variación anual;2011;-9,6
09 Cataluña;General;Variación anual;2010;-2,7
09 Cataluña;General;Variación anual;2009;-11,4
09 Cataluña;General;Variación anual;2008;-6,2
09 Cataluña;General;Variación anual;2007;7,3
09 Cataluña;Vivienda nueva;Media anual;2025;215,956
09 Cataluña;Vivienda nueva;Media anual;2024;195,871
09 Cataluña;Vivienda nueva;Media anual;2023;178,701
09 Cataluña;Vivienda nueva;Media anual;2022;165,094
09 Cataluña;Vivienda nueva;Media anual;2021;153,446
09 Cataluña;Vivienda nueva;Media anual;2020;147,712
09 Cataluña;Vivienda nueva;Media anual;2019;136,048
09 Cataluña;Vivienda nueva;Media anual;2018;127,169
09 Cataluña;Vivienda nueva;Media anual;2017;117,109
09 Cataluña;Vivienda nueva;Media anual;2016;107,917
09 Cataluña;Vivienda nueva;Media anual;2015;100
09 Cataluña;Vivienda nueva;Media anual;2014;94,061
09 Cataluña;Vivienda nueva;Media anual;2013;89,873
09 Cataluña;Vivienda nueva;Media anual;2012;100,032
09 Cataluña;Vivienda nueva;Media anual;2011;118,85
09 Cataluña;Vivienda nueva;Media anual;2010;128,038
09 Cataluña;Vivienda nueva;Media anual;2009;132,969
09 Cataluña;Vivienda nueva;Media anual;2008;147,729
09 Cataluña;Vivienda nueva;Media anual;2007;146,414
09 Cataluña;Vivienda nueva;Variación anual;2025;10,3
09 Cataluña;Vivienda nueva;Variación anual;2024;9,6
09 Cataluña;Vivienda nueva;Variación anual;2023;8,2
09 Cataluña;Vivienda nueva;Variación anual;2022;7,6
09 Cataluña;Vivienda nueva;Variación anual;2021;3,9
09 Cataluña;Vivienda nueva;Variación anual;2020;8,6
09 Cataluña;Vivienda nueva;Variación anual;2019;7
09 Cataluña;Vivienda nueva;Variación anual;2018;8,6
09 Cataluña;Vivienda nueva;Variación anual;2017;8,5
09 Cataluña;Vivienda nueva;Variación anual;2016;7,9
09 Cataluña;Vivienda nueva;Variación anual;2015;6,3
09 Cataluña;Vivienda nueva;Variación anual;2014;4,7
09 Cataluña;Vivienda nueva;Variación anual;2013;-10,2
09 Cataluña;Vivienda nueva;Variación anual;2012;-15,8
09 Cataluña;Vivienda nueva;Variación anual;2011;-7,2
09 Cataluña;Vivienda nueva;Variación anual;2010;-3,7
09 Cataluña;Vivienda nueva;Variación anual;2009;-10
09 Cataluña;Vivienda nueva;Variación anual;2008;0,9
09 Cataluña;Vivienda nueva;Variación anual;2007;9,8
09 Cataluña;Vivienda segunda mano;Media anual;2025;184,856
09 Cataluña;Vivienda segunda mano;Media anual;2024;165,855
09 Cataluña;Vivienda segunda mano;Media anual;2023;154,824
09 Cataluña;Vivienda segunda mano;Media anual;2022;150,395
09 Cataluña;Vivienda segunda mano;Media anual;2021;140,49
09 Cataluña;Vivienda segunda mano;Media anual;2020;135,791
09 Cataluña;Vivienda segunda mano;Media anual;2019;133,985
09 Cataluña;Vivienda segunda mano;Media anual;2018;127,598
09 Cataluña;Vivienda segunda mano;Media anual;2017;117,281
09 Cataluña;Vivienda segunda mano;Media anual;2016;106,925
09 Cataluña;Vivienda segunda mano;Media anual;2015;100
09 Cataluña;Vivienda segunda mano;Media anual;2014;95,534
09 Cataluña;Vivienda segunda mano;Media anual;2013;95,156
09 Cataluña;Vivienda segunda mano;Media anual;2012;108,134
09 Cataluña;Vivienda segunda mano;Media anual;2011;128,285
09 Cataluña;Vivienda segunda mano;Media anual;2010;143,667
09 Cataluña;Vivienda segunda mano;Media anual;2009;146,634
09 Cataluña;Vivienda segunda mano;Media anual;2008;166,659
09 Cataluña;Vivienda segunda mano;Media anual;2007;184,516
09 Cataluña;Vivienda segunda mano;Variación anual;2025;11,5
09 Cataluña;Vivienda segunda mano;Variación anual;2024;7,1
09 Cataluña;Vivienda segunda mano;Variación anual;2023;2,9
09 Cataluña;Vivienda segunda mano;Variación anual;2022;7
09 Cataluña;Vivienda segunda mano;Variación anual;2021;3,5
09 Cataluña;Vivienda segunda mano;Variación anual;2020;1,3
09 Cataluña;Vivienda segunda mano;Variación anual;2019;5
09 Cataluña;Vivienda segunda mano;Variación anual;2018;8,8
09 Cataluña;Vivienda segunda mano;Variación anual;2017;9,7
09 Cataluña;Vivienda segunda mano;Variación anual;2016;6,9
09 Cataluña;Vivienda segunda mano;Variación anual;2015;4,7
09 Cataluña;Vivienda segunda mano;Variación anual;2014;0,4
09 Cataluña;Vivienda segunda mano;Variación anual;2013;-12
09 Cataluña;Vivienda segunda mano;Variación anual;2012;-15,7
09 Cataluña;Vivienda segunda mano;Variación anual;2011;-10,7
09 Cataluña;Vivienda segunda mano;Variación anual;2010;-2
09 Cataluña;Vivienda segunda mano;Variación anual;2009;-12
09 Cataluña;Vivienda segunda mano;Variación anual;2008;-9,7
09 Cataluña;Vivienda segunda mano;Variación anual;2007;6,1
10 Comunitat Valenciana;General;Media anual;2025;167,39
10 Comunitat Valenciana;General;Media anual;2024;148,233
10 Comunitat Valenciana;General;Media anual;2023;135,921
10 Comunitat Valenciana;General;Media anual;2022;130,636
10 Comunitat Valenciana;General;Media anual;2021;121,866
10 Comunitat Valenciana;General;Media anual;2020;116,814
10 Comunitat Valenciana;General;Media anual;2019;114,306
10 Comunitat Valenciana;General;Media anual;2018;109,676
10 Comunitat Valenciana;General;Media anual;2017;105,385
10 Comunitat Valenciana;General;Media anual;2016;102,612
10 Comunitat Valenciana;General;Media anual;2015;100
10 Comunitat Valenciana;General;Media anual;2014;97,659
10 Comunitat Valenciana;General;Media anual;2013;96,84
10 Comunitat Valenciana;General;Media anual;2012;106,444
10 Comunitat Valenciana;General;Media anual;2011;123,154
10 Comunitat Valenciana;General;Media anual;2010;133,02
10 Comunitat Valenciana;General;Media anual;2009;137,298
10 Comunitat Valenciana;General;Media anual;2008;145,206
10 Comunitat Valenciana;General;Media anual;2007;142,264
10 Comunitat Valenciana;General;Variación anual;2025;12,9
10 Comunitat Valenciana;General;Variación anual;2024;9,1
10 Comunitat Valenciana;General;Variación anual;2023;4
10 Comunitat Valenciana;General;Variación anual;2022;7,2
10 Comunitat Valenciana;General;Variación anual;2021;4,3
10 Comunitat Valenciana;General;Variación anual;2020;2,2
10 Comunitat Valenciana;General;Variación anual;2019;4,2
10 Comunitat Valenciana;General;Variación anual;2018;4,1
10 Comunitat Valenciana;General;Variación anual;2017;2,7
10 Comunitat Valenciana;General;Variación anual;2016;2,6
10 Comunitat Valenciana;General;Variación anual;2015;2,4
10 Comunitat Valenciana;General;Variación anual;2014;0,8
10 Comunitat Valenciana;General;Variación anual;2013;-9
10 Comunitat Valenciana;General;Variación anual;2012;-13,6
10 Comunitat Valenciana;General;Variación anual;2011;-7,4
10 Comunitat Valenciana;General;Variación anual;2010;-3,1
10 Comunitat Valenciana;General;Variación anual;2009;-5,4
10 Comunitat Valenciana;General;Variación anual;2008;2,1
10 Comunitat Valenciana;General;Variación anual;2007;12,1
10 Comunitat Valenciana;Vivienda nueva;Media anual;2025;192,892
10 Comunitat Valenciana;Vivienda nueva;Media anual;2024;176,539
10 Comunitat Valenciana;Vivienda nueva;Media anual;2023;159,9
10 Comunitat Valenciana;Vivienda nueva;Media anual;2022;146,76
10 Comunitat Valenciana;Vivienda nueva;Media anual;2021;135,769
10 Comunitat Valenciana;Vivienda nueva;Media anual;2020;130,573
10 Comunitat Valenciana;Vivienda nueva;Media anual;2019;123,934
10 Comunitat Valenciana;Vivienda nueva;Media anual;2018;115,903
10 Comunitat Valenciana;Vivienda nueva;Media anual;2017;109,544
10 Comunitat Valenciana;Vivienda nueva;Media anual;2016;106,134
10 Comunitat Valenciana;Vivienda nueva;Media anual;2015;100
10 Comunitat Valenciana;Vivienda nueva;Media anual;2014;95,821
10 Comunitat Valenciana;Vivienda nueva;Media anual;2013;95,801
10 Comunitat Valenciana;Vivienda nueva;Media anual;2012;104,666
10 Comunitat Valenciana;Vivienda nueva;Media anual;2011;118,821
10 Comunitat Valenciana;Vivienda nueva;Media anual;2010;126,265
10 Comunitat Valenciana;Vivienda nueva;Media anual;2009;131,69
10 Comunitat Valenciana;Vivienda nueva;Media anual;2008;136,01
10 Comunitat Valenciana;Vivienda nueva;Media anual;2007;127,557
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2025;9,3
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2024;10,4
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2023;9
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2022;8,1
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2021;4
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2020;5,4
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2019;6,9
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2018;5,8
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2017;3,2
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2016;6,1
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2015;4,4
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2014;0
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2013;-8,5
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2012;-11,9
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2011;-5,9
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2010;-4,1
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2009;-3,2
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2008;6,6
10 Comunitat Valenciana;Vivienda nueva;Variación anual;2007;13
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2025;163,38
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2024;143,848
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2023;132,181
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2022;128,21
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2021;119,815
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2020;114,761
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2019;112,895
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2018;108,778
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2017;104,792
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2016;102,098
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2015;100
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2014;97,942
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2013;96,626
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2012;106,374
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2011;124,839
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2010;137,101
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2009;139,401
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2008;151,532
10 Comunitat Valenciana;Vivienda segunda mano;Media anual;2007;155,598
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2025;13,6
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2024;8,8
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2023;3,1
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2022;7
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2021;4,4
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2020;1,7
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2019;3,8
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2018;3,8
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2017;2,6
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2016;2,1
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2015;2,1
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2014;1,4
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2013;-9,2
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2012;-14,8
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2011;-8,9
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2010;-1,6
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2009;-8
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2008;-2,6
10 Comunitat Valenciana;Vivienda segunda mano;Variación anual;2007;11,2
11 Extremadura;General;Media anual;2025;140,222
11 Extremadura;General;Media anual;2024;124,857
11 Extremadura;General;Media anual;2023;116,364
11 Extremadura;General;Media anual;2022;114,612
11 Extremadura;General;Media anual;2021;108,771
11 Extremadura;General;Media anual;2020;106,309
11 Extremadura;General;Media anual;2019;105,765
11 Extremadura;General;Media anual;2018;103,737
11 Extremadura;General;Media anual;2017;101,85
11 Extremadura;General;Media anual;2016;101,43
11 Extremadura;General;Media anual;2015;100
11 Extremadura;General;Media anual;2014;98,126
11 Extremadura;General;Media anual;2013;102,356
11 Extremadura;General;Media anual;2012;120,066
11 Extremadura;General;Media anual;2011;130,763
11 Extremadura;General;Media anual;2010;139,248
11 Extremadura;General;Media anual;2009;137,26
11 Extremadura;General;Media anual;2008;137,785
11 Extremadura;General;Media anual;2007;133,573
11 Extremadura;General;Variación anual;2025;12,3
11 Extremadura;General;Variación anual;2024;7,3
11 Extremadura;General;Variación anual;2023;1,5
11 Extremadura;General;Variación anual;2022;5,4
11 Extremadura;General;Variación anual;2021;2,3
11 Extremadura;General;Variación anual;2020;0,5
11 Extremadura;General;Variación anual;2019;2
11 Extremadura;General;Variación anual;2018;1,9
11 Extremadura;General;Variación anual;2017;0,4
11 Extremadura;General;Variación anual;2016;1,4
11 Extremadura;General;Variación anual;2015;1,9
11 Extremadura;General;Variación anual;2014;-4,1
11 Extremadura;General;Variación anual;2013;-14,7
11 Extremadura;General;Variación anual;2012;-8,2
11 Extremadura;General;Variación anual;2011;-6,1
11 Extremadura;General;Variación anual;2010;1,4
11 Extremadura;General;Variación anual;2009;-0,4
11 Extremadura;General;Variación anual;2008;3,2
11 Extremadura;General;Variación anual;2007;14,2
11 Extremadura;Vivienda nueva;Media anual;2025;173,101
11 Extremadura;Vivienda nueva;Media anual;2024;154,309
11 Extremadura;Vivienda nueva;Media anual;2023;147,36
11 Extremadura;Vivienda nueva;Media anual;2022;143,78
11 Extremadura;Vivienda nueva;Media anual;2021;133,709
11 Extremadura;Vivienda nueva;Media anual;2020;130,794
11 Extremadura;Vivienda nueva;Media anual;2019;130,589
11 Extremadura;Vivienda nueva;Media anual;2018;118,593
11 Extremadura;Vivienda nueva;Media anual;2017;109,692
11 Extremadura;Vivienda nueva;Media anual;2016;107,47
11 Extremadura;Vivienda nueva;Media anual;2015;100
11 Extremadura;Vivienda nueva;Media anual;2014;95,468
11 Extremadura;Vivienda nueva;Media anual;2013;101,747
11 Extremadura;Vivienda nueva;Media anual;2012;122,518
11 Extremadura;Vivienda nueva;Media anual;2011;132,273
11 Extremadura;Vivienda nueva;Media anual;2010;137,475
11 Extremadura;Vivienda nueva;Media anual;2009;134,286
11 Extremadura;Vivienda nueva;Media anual;2008;132,377
11 Extremadura;Vivienda nueva;Media anual;2007;123,696
11 Extremadura;Vivienda nueva;Variación anual;2025;12,2
11 Extremadura;Vivienda nueva;Variación anual;2024;4,7
11 Extremadura;Vivienda nueva;Variación anual;2023;2,5
11 Extremadura;Vivienda nueva;Variación anual;2022;7,5
11 Extremadura;Vivienda nueva;Variación anual;2021;2,2
11 Extremadura;Vivienda nueva;Variación anual;2020;0,2
11 Extremadura;Vivienda nueva;Variación anual;2019;10,1
11 Extremadura;Vivienda nueva;Variación anual;2018;8,1
11 Extremadura;Vivienda nueva;Variación anual;2017;2,1
11 Extremadura;Vivienda nueva;Variación anual;2016;7,5
11 Extremadura;Vivienda nueva;Variación anual;2015;4,7
11 Extremadura;Vivienda nueva;Variación anual;2014;-6,2
11 Extremadura;Vivienda nueva;Variación anual;2013;-17
11 Extremadura;Vivienda nueva;Variación anual;2012;-7,4
11 Extremadura;Vivienda nueva;Variación anual;2011;-3,8
11 Extremadura;Vivienda nueva;Variación anual;2010;2,4
11 Extremadura;Vivienda nueva;Variación anual;2009;1,4
11 Extremadura;Vivienda nueva;Variación anual;2008;7
11 Extremadura;Vivienda nueva;Variación anual;2007;18,4
11 Extremadura;Vivienda segunda mano;Media anual;2025;137,761
11 Extremadura;Vivienda segunda mano;Media anual;2024;122,668
11 Extremadura;Vivienda segunda mano;Media anual;2023;114,126
11 Extremadura;Vivienda segunda mano;Media anual;2022;112,473
11 Extremadura;Vivienda segunda mano;Media anual;2021;106,888
