Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;14 Córdoba;>150;Índice;2020;100,787
Total Nacional;14 Córdoba;>150;Índice;2019;100,364
Total Nacional;14 Córdoba;>150;Índice;2018;98,995
Total Nacional;14 Córdoba;>150;Índice;2017;99,645
Total Nacional;14 Córdoba;>150;Índice;2016;99,363
Total Nacional;14 Córdoba;>150;Índice;2015;100
Total Nacional;14 Córdoba;>150;Índice;2014;99,151
Total Nacional;14 Córdoba;>150;Índice;2013;97,386
Total Nacional;14 Córdoba;>150;Índice;2012;99,681
Total Nacional;14 Córdoba;>150;Índice;2011;98,855
Total Nacional;14 Córdoba;>150;Variación anual;2023;0,7
Total Nacional;14 Córdoba;>150;Variación anual;2022;1,8
Total Nacional;14 Córdoba;>150;Variación anual;2021;1,2
Total Nacional;14 Córdoba;>150;Variación anual;2020;0,4
Total Nacional;14 Córdoba;>150;Variación anual;2019;1,4
Total Nacional;14 Córdoba;>150;Variación anual;2018;-0,7
Total Nacional;14 Córdoba;>150;Variación anual;2017;0,3
Total Nacional;14 Córdoba;>150;Variación anual;2016;-0,6
Total Nacional;14 Córdoba;>150;Variación anual;2015;0,9
Total Nacional;14 Córdoba;>150;Variación anual;2014;1,8
Total Nacional;14 Córdoba;>150;Variación anual;2013;-2,3
Total Nacional;14 Córdoba;>150;Variación anual;2012;0,8
Total Nacional;14 Córdoba;>150;Variación anual;2011;..
Total Nacional;15 Coruña, A;Total;Índice;2023;114,443
Total Nacional;15 Coruña, A;Total;Índice;2022;111,594
Total Nacional;15 Coruña, A;Total;Índice;2021;108,809
Total Nacional;15 Coruña, A;Total;Índice;2020;106,754
Total Nacional;15 Coruña, A;Total;Índice;2019;105,478
Total Nacional;15 Coruña, A;Total;Índice;2018;102,727
Total Nacional;15 Coruña, A;Total;Índice;2017;101,56
Total Nacional;15 Coruña, A;Total;Índice;2016;100,698
Total Nacional;15 Coruña, A;Total;Índice;2015;100
Total Nacional;15 Coruña, A;Total;Índice;2014;100,449
Total Nacional;15 Coruña, A;Total;Índice;2013;101,055
Total Nacional;15 Coruña, A;Total;Índice;2012;102,89
Total Nacional;15 Coruña, A;Total;Índice;2011;103,422
Total Nacional;15 Coruña, A;Total;Variación anual;2023;2,6
Total Nacional;15 Coruña, A;Total;Variación anual;2022;2,6
Total Nacional;15 Coruña, A;Total;Variación anual;2021;1,9
Total Nacional;15 Coruña, A;Total;Variación anual;2020;1,2
Total Nacional;15 Coruña, A;Total;Variación anual;2019;2,7
Total Nacional;15 Coruña, A;Total;Variación anual;2018;1,1
Total Nacional;15 Coruña, A;Total;Variación anual;2017;0,9
Total Nacional;15 Coruña, A;Total;Variación anual;2016;0,7
Total Nacional;15 Coruña, A;Total;Variación anual;2015;-0,4
Total Nacional;15 Coruña, A;Total;Variación anual;2014;-0,6
Total Nacional;15 Coruña, A;Total;Variación anual;2013;-1,8
Total Nacional;15 Coruña, A;Total;Variación anual;2012;-0,5
Total Nacional;15 Coruña, A;Total;Variación anual;2011;..
Total Nacional;15 Coruña, A;<=60;Índice;2023;117,36
Total Nacional;15 Coruña, A;<=60;Índice;2022;114,137
Total Nacional;15 Coruña, A;<=60;Índice;2021;110,989
Total Nacional;15 Coruña, A;<=60;Índice;2020;108,452
Total Nacional;15 Coruña, A;<=60;Índice;2019;106,797
Total Nacional;15 Coruña, A;<=60;Índice;2018;103,261
Total Nacional;15 Coruña, A;<=60;Índice;2017;101,97
Total Nacional;15 Coruña, A;<=60;Índice;2016;100,784
Total Nacional;15 Coruña, A;<=60;Índice;2015;100
Total Nacional;15 Coruña, A;<=60;Índice;2014;99,927
Total Nacional;15 Coruña, A;<=60;Índice;2013;100,97
Total Nacional;15 Coruña, A;<=60;Índice;2012;103,526
Total Nacional;15 Coruña, A;<=60;Índice;2011;104,309
Total Nacional;15 Coruña, A;<=60;Variación anual;2023;2,8
Total Nacional;15 Coruña, A;<=60;Variación anual;2022;2,8
Total Nacional;15 Coruña, A;<=60;Variación anual;2021;2,3
Total Nacional;15 Coruña, A;<=60;Variación anual;2020;1,5
Total Nacional;15 Coruña, A;<=60;Variación anual;2019;3,4
Total Nacional;15 Coruña, A;<=60;Variación anual;2018;1,3
Total Nacional;15 Coruña, A;<=60;Variación anual;2017;1,2
Total Nacional;15 Coruña, A;<=60;Variación anual;2016;0,8
Total Nacional;15 Coruña, A;<=60;Variación anual;2015;0,1
Total Nacional;15 Coruña, A;<=60;Variación anual;2014;-1
Total Nacional;15 Coruña, A;<=60;Variación anual;2013;-2,5
Total Nacional;15 Coruña, A;<=60;Variación anual;2012;-0,8
Total Nacional;15 Coruña, A;<=60;Variación anual;2011;..
Total Nacional;15 Coruña, A;(60-75];Índice;2023;115,172
Total Nacional;15 Coruña, A;(60-75];Índice;2022;112,217
Total Nacional;15 Coruña, A;(60-75];Índice;2021;109,287
Total Nacional;15 Coruña, A;(60-75];Índice;2020;107,117
Total Nacional;15 Coruña, A;(60-75];Índice;2019;105,726
Total Nacional;15 Coruña, A;(60-75];Índice;2018;102,688
Total Nacional;15 Coruña, A;(60-75];Índice;2017;101,222
Total Nacional;15 Coruña, A;(60-75];Índice;2016;100,528
Total Nacional;15 Coruña, A;(60-75];Índice;2015;100
Total Nacional;15 Coruña, A;(60-75];Índice;2014;100,441
Total Nacional;15 Coruña, A;(60-75];Índice;2013;101,432
Total Nacional;15 Coruña, A;(60-75];Índice;2012;103,737
Total Nacional;15 Coruña, A;(60-75];Índice;2011;104,502
Total Nacional;15 Coruña, A;(60-75];Variación anual;2023;2,6
Total Nacional;15 Coruña, A;(60-75];Variación anual;2022;2,7
Total Nacional;15 Coruña, A;(60-75];Variación anual;2021;2
Total Nacional;15 Coruña, A;(60-75];Variación anual;2020;1,3
Total Nacional;15 Coruña, A;(60-75];Variación anual;2019;3
Total Nacional;15 Coruña, A;(60-75];Variación anual;2018;1,4
Total Nacional;15 Coruña, A;(60-75];Variación anual;2017;0,7
Total Nacional;15 Coruña, A;(60-75];Variación anual;2016;0,5
Total Nacional;15 Coruña, A;(60-75];Variación anual;2015;-0,4
Total Nacional;15 Coruña, A;(60-75];Variación anual;2014;-1
Total Nacional;15 Coruña, A;(60-75];Variación anual;2013;-2,2
Total Nacional;15 Coruña, A;(60-75];Variación anual;2012;-0,7
Total Nacional;15 Coruña, A;(60-75];Variación anual;2011;..
Total Nacional;15 Coruña, A;(75-90];Índice;2023;114,559
Total Nacional;15 Coruña, A;(75-90];Índice;2022;111,621
Total Nacional;15 Coruña, A;(75-90];Índice;2021;108,862
Total Nacional;15 Coruña, A;(75-90];Índice;2020;106,773
Total Nacional;15 Coruña, A;(75-90];Índice;2019;105,548
Total Nacional;15 Coruña, A;(75-90];Índice;2018;102,647
Total Nacional;15 Coruña, A;(75-90];Índice;2017;101,662
Total Nacional;15 Coruña, A;(75-90];Índice;2016;101,007
Total Nacional;15 Coruña, A;(75-90];Índice;2015;100
Total Nacional;15 Coruña, A;(75-90];Índice;2014;100,562
Total Nacional;15 Coruña, A;(75-90];Índice;2013;101,081
Total Nacional;15 Coruña, A;(75-90];Índice;2012;103,061
Total Nacional;15 Coruña, A;(75-90];Índice;2011;103,38
Total Nacional;15 Coruña, A;(75-90];Variación anual;2023;2,6
Total Nacional;15 Coruña, A;(75-90];Variación anual;2022;2,5
Total Nacional;15 Coruña, A;(75-90];Variación anual;2021;2
Total Nacional;15 Coruña, A;(75-90];Variación anual;2020;1,2
Total Nacional;15 Coruña, A;(75-90];Variación anual;2019;2,8
Total Nacional;15 Coruña, A;(75-90];Variación anual;2018;1
Total Nacional;15 Coruña, A;(75-90];Variación anual;2017;0,6
Total Nacional;15 Coruña, A;(75-90];Variación anual;2016;1
Total Nacional;15 Coruña, A;(75-90];Variación anual;2015;-0,6
Total Nacional;15 Coruña, A;(75-90];Variación anual;2014;-0,5
Total Nacional;15 Coruña, A;(75-90];Variación anual;2013;-1,9
Total Nacional;15 Coruña, A;(75-90];Variación anual;2012;-0,3
Total Nacional;15 Coruña, A;(75-90];Variación anual;2011;..
Total Nacional;15 Coruña, A;(90-120];Índice;2023;113,468
Total Nacional;15 Coruña, A;(90-120];Índice;2022;110,733
Total Nacional;15 Coruña, A;(90-120];Índice;2021;108,108
Total Nacional;15 Coruña, A;(90-120];Índice;2020;106,315
Total Nacional;15 Coruña, A;(90-120];Índice;2019;105,244
Total Nacional;15 Coruña, A;(90-120];Índice;2018;102,82
Total Nacional;15 Coruña, A;(90-120];Índice;2017;101,682
Total Nacional;15 Coruña, A;(90-120];Índice;2016;100,682
Total Nacional;15 Coruña, A;(90-120];Índice;2015;100
Total Nacional;15 Coruña, A;(90-120];Índice;2014;100,904
Total Nacional;15 Coruña, A;(90-120];Índice;2013;101,273
Total Nacional;15 Coruña, A;(90-120];Índice;2012;102,778
Total Nacional;15 Coruña, A;(90-120];Índice;2011;103,247
Total Nacional;15 Coruña, A;(90-120];Variación anual;2023;2,5
Total Nacional;15 Coruña, A;(90-120];Variación anual;2022;2,4
Total Nacional;15 Coruña, A;(90-120];Variación anual;2021;1,7
Total Nacional;15 Coruña, A;(90-120];Variación anual;2020;1
Total Nacional;15 Coruña, A;(90-120];Variación anual;2019;2,4
Total Nacional;15 Coruña, A;(90-120];Variación anual;2018;1,1
Total Nacional;15 Coruña, A;(90-120];Variación anual;2017;1
Total Nacional;15 Coruña, A;(90-120];Variación anual;2016;0,7
Total Nacional;15 Coruña, A;(90-120];Variación anual;2015;-0,9
Total Nacional;15 Coruña, A;(90-120];Variación anual;2014;-0,4
Total Nacional;15 Coruña, A;(90-120];Variación anual;2013;-1,5
Total Nacional;15 Coruña, A;(90-120];Variación anual;2012;-0,5
Total Nacional;15 Coruña, A;(90-120];Variación anual;2011;..
Total Nacional;15 Coruña, A;(120-150];Índice;2023;112,058
Total Nacional;15 Coruña, A;(120-150];Índice;2022;109,533
Total Nacional;15 Coruña, A;(120-150];Índice;2021;107,144
Total Nacional;15 Coruña, A;(120-150];Índice;2020;104,954
Total Nacional;15 Coruña, A;(120-150];Índice;2019;103,957
Total Nacional;15 Coruña, A;(120-150];Índice;2018;101,408
Total Nacional;15 Coruña, A;(120-150];Índice;2017;100,247
Total Nacional;15 Coruña, A;(120-150];Índice;2016;100,011
Total Nacional;15 Coruña, A;(120-150];Índice;2015;100
Total Nacional;15 Coruña, A;(120-150];Índice;2014;100,27
Total Nacional;15 Coruña, A;(120-150];Índice;2013;100,074
Total Nacional;15 Coruña, A;(120-150];Índice;2012;100,431
Total Nacional;15 Coruña, A;(120-150];Índice;2011;100,589
Total Nacional;15 Coruña, A;(120-150];Variación anual;2023;2,3
Total Nacional;15 Coruña, A;(120-150];Variación anual;2022;2,2
Total Nacional;15 Coruña, A;(120-150];Variación anual;2021;2,1
Total Nacional;15 Coruña, A;(120-150];Variación anual;2020;1
Total Nacional;15 Coruña, A;(120-150];Variación anual;2019;2,5
Total Nacional;15 Coruña, A;(120-150];Variación anual;2018;1,2
Total Nacional;15 Coruña, A;(120-150];Variación anual;2017;0,2
Total Nacional;15 Coruña, A;(120-150];Variación anual;2016;0
Total Nacional;15 Coruña, A;(120-150];Variación anual;2015;-0,3
Total Nacional;15 Coruña, A;(120-150];Variación anual;2014;0,2
Total Nacional;15 Coruña, A;(120-150];Variación anual;2013;-0,4
Total Nacional;15 Coruña, A;(120-150];Variación anual;2012;-0,2
Total Nacional;15 Coruña, A;(120-150];Variación anual;2011;..
Total Nacional;15 Coruña, A;>150;Índice;2023;110,419
Total Nacional;15 Coruña, A;>150;Índice;2022;108,469
Total Nacional;15 Coruña, A;>150;Índice;2021;105,934
Total Nacional;15 Coruña, A;>150;Índice;2020;104,667
Total Nacional;15 Coruña, A;>150;Índice;2019;103,381
Total Nacional;15 Coruña, A;>150;Índice;2018;102,736
Total Nacional;15 Coruña, A;>150;Índice;2017;102,176
Total Nacional;15 Coruña, A;>150;Índice;2016;100,791
Total Nacional;15 Coruña, A;>150;Índice;2015;100
Total Nacional;15 Coruña, A;>150;Índice;2014;99,427
Total Nacional;15 Coruña, A;>150;Índice;2013;99,88
Total Nacional;15 Coruña, A;>150;Índice;2012;100,74
Total Nacional;15 Coruña, A;>150;Índice;2011;101,281
Total Nacional;15 Coruña, A;>150;Variación anual;2023;1,8
Total Nacional;15 Coruña, A;>150;Variación anual;2022;2,4
Total Nacional;15 Coruña, A;>150;Variación anual;2021;1,2
Total Nacional;15 Coruña, A;>150;Variación anual;2020;1,2
Total Nacional;15 Coruña, A;>150;Variación anual;2019;0,6
Total Nacional;15 Coruña, A;>150;Variación anual;2018;0,5
Total Nacional;15 Coruña, A;>150;Variación anual;2017;1,4
Total Nacional;15 Coruña, A;>150;Variación anual;2016;0,8
Total Nacional;15 Coruña, A;>150;Variación anual;2015;0,6
Total Nacional;15 Coruña, A;>150;Variación anual;2014;-0,5
Total Nacional;15 Coruña, A;>150;Variación anual;2013;-0,9
Total Nacional;15 Coruña, A;>150;Variación anual;2012;-0,5
Total Nacional;15 Coruña, A;>150;Variación anual;2011;..
Total Nacional;16 Cuenca;Total;Índice;2023;117,754
Total Nacional;16 Cuenca;Total;Índice;2022;114,335
Total Nacional;16 Cuenca;Total;Índice;2021;110,829
Total Nacional;16 Cuenca;Total;Índice;2020;107,837
Total Nacional;16 Cuenca;Total;Índice;2019;106,78
Total Nacional;16 Cuenca;Total;Índice;2018;104,242
Total Nacional;16 Cuenca;Total;Índice;2017;102,355
Total Nacional;16 Cuenca;Total;Índice;2016;101,679
Total Nacional;16 Cuenca;Total;Índice;2015;100
Total Nacional;16 Cuenca;Total;Índice;2014;101,767
Total Nacional;16 Cuenca;Total;Índice;2013;104,203
Total Nacional;16 Cuenca;Total;Índice;2012;109,745
Total Nacional;16 Cuenca;Total;Índice;2011;113,109
Total Nacional;16 Cuenca;Total;Variación anual;2023;3
Total Nacional;16 Cuenca;Total;Variación anual;2022;3,2
Total Nacional;16 Cuenca;Total;Variación anual;2021;2,8
Total Nacional;16 Cuenca;Total;Variación anual;2020;1
Total Nacional;16 Cuenca;Total;Variación anual;2019;2,4
Total Nacional;16 Cuenca;Total;Variación anual;2018;1,8
Total Nacional;16 Cuenca;Total;Variación anual;2017;0,7
Total Nacional;16 Cuenca;Total;Variación anual;2016;1,7
Total Nacional;16 Cuenca;Total;Variación anual;2015;-1,7
Total Nacional;16 Cuenca;Total;Variación anual;2014;-2,3
Total Nacional;16 Cuenca;Total;Variación anual;2013;-5,1
Total Nacional;16 Cuenca;Total;Variación anual;2012;-3
Total Nacional;16 Cuenca;Total;Variación anual;2011;..
Total Nacional;16 Cuenca;<=60;Índice;2023;123,421
Total Nacional;16 Cuenca;<=60;Índice;2022;118,809
Total Nacional;16 Cuenca;<=60;Índice;2021;114,78
Total Nacional;16 Cuenca;<=60;Índice;2020;112,512
Total Nacional;16 Cuenca;<=60;Índice;2019;110,81
Total Nacional;16 Cuenca;<=60;Índice;2018;105,349
Total Nacional;16 Cuenca;<=60;Índice;2017;102,622
Total Nacional;16 Cuenca;<=60;Índice;2016;102,017
Total Nacional;16 Cuenca;<=60;Índice;2015;100
Total Nacional;16 Cuenca;<=60;Índice;2014;100,474
Total Nacional;16 Cuenca;<=60;Índice;2013;103,973
Total Nacional;16 Cuenca;<=60;Índice;2012;111,726
Total Nacional;16 Cuenca;<=60;Índice;2011;113,722
Total Nacional;16 Cuenca;<=60;Variación anual;2023;3,9
Total Nacional;16 Cuenca;<=60;Variación anual;2022;3,5
Total Nacional;16 Cuenca;<=60;Variación anual;2021;2
Total Nacional;16 Cuenca;<=60;Variación anual;2020;1,5
Total Nacional;16 Cuenca;<=60;Variación anual;2019;5,2
Total Nacional;16 Cuenca;<=60;Variación anual;2018;2,7
Total Nacional;16 Cuenca;<=60;Variación anual;2017;0,6
Total Nacional;16 Cuenca;<=60;Variación anual;2016;2
Total Nacional;16 Cuenca;<=60;Variación anual;2015;-0,5
Total Nacional;16 Cuenca;<=60;Variación anual;2014;-3,4
Total Nacional;16 Cuenca;<=60;Variación anual;2013;-6,9
Total Nacional;16 Cuenca;<=60;Variación anual;2012;-1,8
Total Nacional;16 Cuenca;<=60;Variación anual;2011;..
Total Nacional;16 Cuenca;(60-75];Índice;2023;122,28
Total Nacional;16 Cuenca;(60-75];Índice;2022;119,653
Total Nacional;16 Cuenca;(60-75];Índice;2021;115,673
Total Nacional;16 Cuenca;(60-75];Índice;2020;112,801
Total Nacional;16 Cuenca;(60-75];Índice;2019;112,036
Total Nacional;16 Cuenca;(60-75];Índice;2018;107,382
Total Nacional;16 Cuenca;(60-75];Índice;2017;103,654
Total Nacional;16 Cuenca;(60-75];Índice;2016;102,683
Total Nacional;16 Cuenca;(60-75];Índice;2015;100
Total Nacional;16 Cuenca;(60-75];Índice;2014;101,957
Total Nacional;16 Cuenca;(60-75];Índice;2013;102,472
Total Nacional;16 Cuenca;(60-75];Índice;2012;105,29
Total Nacional;16 Cuenca;(60-75];Índice;2011;111,994
Total Nacional;16 Cuenca;(60-75];Variación anual;2023;2,2
Total Nacional;16 Cuenca;(60-75];Variación anual;2022;3,4
Total Nacional;16 Cuenca;(60-75];Variación anual;2021;2,5
Total Nacional;16 Cuenca;(60-75];Variación anual;2020;0,7
Total Nacional;16 Cuenca;(60-75];Variación anual;2019;4,3
Total Nacional;16 Cuenca;(60-75];Variación anual;2018;3,6
Total Nacional;16 Cuenca;(60-75];Variación anual;2017;0,9
Total Nacional;16 Cuenca;(60-75];Variación anual;2016;2,7
Total Nacional;16 Cuenca;(60-75];Variación anual;2015;-1,9
Total Nacional;16 Cuenca;(60-75];Variación anual;2014;-0,5
Total Nacional;16 Cuenca;(60-75];Variación anual;2013;-2,7
Total Nacional;16 Cuenca;(60-75];Variación anual;2012;-6
Total Nacional;16 Cuenca;(60-75];Variación anual;2011;..
Total Nacional;16 Cuenca;(75-90];Índice;2023;119,326
Total Nacional;16 Cuenca;(75-90];Índice;2022;114,762
Total Nacional;16 Cuenca;(75-90];Índice;2021;110,702
Total Nacional;16 Cuenca;(75-90];Índice;2020;107,27
Total Nacional;16 Cuenca;(75-90];Índice;2019;106,103
Total Nacional;16 Cuenca;(75-90];Índice;2018;104,32
Total Nacional;16 Cuenca;(75-90];Índice;2017;102,772
Total Nacional;16 Cuenca;(75-90];Índice;2016;102,986
Total Nacional;16 Cuenca;(75-90];Índice;2015;100
Total Nacional;16 Cuenca;(75-90];Índice;2014;102,524
Total Nacional;16 Cuenca;(75-90];Índice;2013;105,4
Total Nacional;16 Cuenca;(75-90];Índice;2012;114,732
Total Nacional;16 Cuenca;(75-90];Índice;2011;118,449
Total Nacional;16 Cuenca;(75-90];Variación anual;2023;4
Total Nacional;16 Cuenca;(75-90];Variación anual;2022;3,7
Total Nacional;16 Cuenca;(75-90];Variación anual;2021;3,2
Total Nacional;16 Cuenca;(75-90];Variación anual;2020;1,1
Total Nacional;16 Cuenca;(75-90];Variación anual;2019;1,7
Total Nacional;16 Cuenca;(75-90];Variación anual;2018;1,5
Total Nacional;16 Cuenca;(75-90];Variación anual;2017;-0,2
Total Nacional;16 Cuenca;(75-90];Variación anual;2016;3
Total Nacional;16 Cuenca;(75-90];Variación anual;2015;-2,5
Total Nacional;16 Cuenca;(75-90];Variación anual;2014;-2,7
Total Nacional;16 Cuenca;(75-90];Variación anual;2013;-8,1
Total Nacional;16 Cuenca;(75-90];Variación anual;2012;-3,1
Total Nacional;16 Cuenca;(75-90];Variación anual;2011;..
Total Nacional;16 Cuenca;(90-120];Índice;2023;118,703
Total Nacional;16 Cuenca;(90-120];Índice;2022;115,122
Total Nacional;16 Cuenca;(90-120];Índice;2021;111,631
Total Nacional;16 Cuenca;(90-120];Índice;2020;108,682
Total Nacional;16 Cuenca;(90-120];Índice;2019;108,022
Total Nacional;16 Cuenca;(90-120];Índice;2018;104,787
Total Nacional;16 Cuenca;(90-120];Índice;2017;102,525
Total Nacional;16 Cuenca;(90-120];Índice;2016;101,703
Total Nacional;16 Cuenca;(90-120];Índice;2015;100
Total Nacional;16 Cuenca;(90-120];Índice;2014;101,98
Total Nacional;16 Cuenca;(90-120];Índice;2013;105,336
Total Nacional;16 Cuenca;(90-120];Índice;2012;110,361
Total Nacional;16 Cuenca;(90-120];Índice;2011;113,509
Total Nacional;16 Cuenca;(90-120];Variación anual;2023;3,1
Total Nacional;16 Cuenca;(90-120];Variación anual;2022;3,1
Total Nacional;16 Cuenca;(90-120];Variación anual;2021;2,7
Total Nacional;16 Cuenca;(90-120];Variación anual;2020;0,6
Total Nacional;16 Cuenca;(90-120];Variación anual;2019;3,1
Total Nacional;16 Cuenca;(90-120];Variación anual;2018;2,2
Total Nacional;16 Cuenca;(90-120];Variación anual;2017;0,8
