Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T3;2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T2;4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T1;2,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T4;-0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T3;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T1;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T4;-2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T3;2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T1;3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T3;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T2;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T1;1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T4;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T3;-1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T2;0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T1;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T4;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T3;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T2;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T3;2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T2;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T1;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T4;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T3;-0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T2;0,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T4;-0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T3;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T2;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T1;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T4;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T3;-1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T2;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T1;-2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T4;0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T3;-0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T2;1,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T1;-1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T4;-1,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T3;1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T2;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T1;-8,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T4;-1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T3;-4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T2;-5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T1;-4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T4;-4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T3;-4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T2;-1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T1;-7,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T4;0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T3;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T2;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T1;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T4;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T3;1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T2;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T1;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T4;-1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T3;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T2;-4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T1;-0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T2;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T1;-0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T4;14,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T3;14,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T2;14,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T1;14,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T4;11,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T3;9,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T2;8,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T1;6,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T4;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T3;1,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T1;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T4;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T3;8,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T2;7,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T1;7,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T4;5,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T3;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T2;2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T1;1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T2;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T1;3,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T4;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T3;4,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T2;5,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T1;6,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T4;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T3;6,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T2;4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T1;2,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T4;3,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T3;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T2;1,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T3;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T2;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T1;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T4;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T2;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T1;-1,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T4;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T3;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T2;-0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T1;-2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T4;-10,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T3;-10,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T2;-15,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T1;-18,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T4;-15,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T3;-17,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T2;-17,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T1;-14
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T4;-16,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T3;-12,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T2;-11,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T1;-9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T4;-2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T3;-1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T2;3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T1;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T4;-0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T3;-4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T2;-8,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T1;-12,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T4;-9,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T3;-8,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T2;-4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T1;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T4;3,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T3;7,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T2;10,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T1;9,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T4;14,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T3;12,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T2;9,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T1;4,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T4;11,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T3;9,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T2;7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T1;2,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T4;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T3;4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T2;2,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T1;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T4;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T3;7,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T2;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T1;3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T4;5,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T3;4,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T2;2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T1;1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T3;0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T2;1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T1;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T4;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T3;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T2;3,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T4;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T3;4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T2;2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T1;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T4;3,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T3;2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T2;2,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T3;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T2;0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T1;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T4;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T3;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T2;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T1;-2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T4;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T3;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T2;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T1;-1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T4;-10,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T3;-8,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T2;-9,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T1;-8,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T4;-15,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T2;-9,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T1;-4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T4;-16,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T3;-12,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T2;-8,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T1;-7,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2010T4;-2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2010T3;-3,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2010T2;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2010T1;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2009T4;-0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2009T3;-2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2009T2;-3,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2009T1;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2008T4;-9,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2008T3;-7,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2008T2;-4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2008T1;-0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2007T4;3,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2007T3;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2007T2;3,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2007T1;-0,5
Nacional;18 Ceuta;General;Índice;2025T4;209,084
Nacional;18 Ceuta;General;Índice;2025T3;204,6
Nacional;18 Ceuta;General;Índice;2025T2;199,398
Nacional;18 Ceuta;General;Índice;2025T1;192,344
Nacional;18 Ceuta;General;Índice;2024T4;184,569
Nacional;18 Ceuta;General;Índice;2024T3;178,624
Nacional;18 Ceuta;General;Índice;2024T2;176,973
Nacional;18 Ceuta;General;Índice;2024T1;170,101
Nacional;18 Ceuta;General;Índice;2023T4;165,638
Nacional;18 Ceuta;General;Índice;2023T3;164,611
Nacional;18 Ceuta;General;Índice;2023T2;161,66
Nacional;18 Ceuta;General;Índice;2023T1;159,058
Nacional;18 Ceuta;General;Índice;2022T4;158,378
Nacional;18 Ceuta;General;Índice;2022T3;155,619
Nacional;18 Ceuta;General;Índice;2022T2;152,246
Nacional;18 Ceuta;General;Índice;2022T1;150,704
Nacional;18 Ceuta;General;Índice;2021T4;146,641
Nacional;18 Ceuta;General;Índice;2021T3;144,209
Nacional;18 Ceuta;General;Índice;2021T2;139,038
Nacional;18 Ceuta;General;Índice;2021T1;138,25
Nacional;18 Ceuta;General;Índice;2020T4;138,288
Nacional;18 Ceuta;General;Índice;2020T3;139,489
Nacional;18 Ceuta;General;Índice;2020T2;135,216
Nacional;18 Ceuta;General;Índice;2020T1;134,821
Nacional;18 Ceuta;General;Índice;2019T4;131,854
Nacional;18 Ceuta;General;Índice;2019T3;133,637
Nacional;18 Ceuta;General;Índice;2019T2;130,592
Nacional;18 Ceuta;General;Índice;2019T1;128,575
Nacional;18 Ceuta;General;Índice;2018T4;125,311
Nacional;18 Ceuta;General;Índice;2018T3;122,94
Nacional;18 Ceuta;General;Índice;2018T2;121,003
Nacional;18 Ceuta;General;Índice;2018T1;117,811
Nacional;18 Ceuta;General;Índice;2017T4;114,842
Nacional;18 Ceuta;General;Índice;2017T3;112,918
Nacional;18 Ceuta;General;Índice;2017T2;111,457
Nacional;18 Ceuta;General;Índice;2017T1;109,787
Nacional;18 Ceuta;General;Índice;2016T4;106,354
Nacional;18 Ceuta;General;Índice;2016T3;105,811
Nacional;18 Ceuta;General;Índice;2016T2;105,497
Nacional;18 Ceuta;General;Índice;2016T1;102,958
Nacional;18 Ceuta;General;Índice;2015T4;101,215
Nacional;18 Ceuta;General;Índice;2015T3;101,799
Nacional;18 Ceuta;General;Índice;2015T2;101,252
Nacional;18 Ceuta;General;Índice;2015T1;95,735
Nacional;18 Ceuta;General;Índice;2014T4;95,173
Nacional;18 Ceuta;General;Índice;2014T3;96,096
Nacional;18 Ceuta;General;Índice;2014T2;95,46
Nacional;18 Ceuta;General;Índice;2014T1;93,798
Nacional;18 Ceuta;General;Índice;2013T4;94,231
Nacional;18 Ceuta;General;Índice;2013T3;94,759
Nacional;18 Ceuta;General;Índice;2013T2;95,791
Nacional;18 Ceuta;General;Índice;2013T1;94,555
Nacional;18 Ceuta;General;Índice;2012T4;100,115
Nacional;18 Ceuta;General;Índice;2012T3;98,552
Nacional;18 Ceuta;General;Índice;2012T2;103,63
Nacional;18 Ceuta;General;Índice;2012T1;102,994
Nacional;18 Ceuta;General;Índice;2011T4;110,13
Nacional;18 Ceuta;General;Índice;2011T3;114,146
Nacional;18 Ceuta;General;Índice;2011T2;118,168
Nacional;18 Ceuta;General;Índice;2011T1;119,777
Nacional;18 Ceuta;General;Índice;2010T4;126,418
Nacional;18 Ceuta;General;Índice;2010T3;123,554
Nacional;18 Ceuta;General;Índice;2010T2;127,833
Nacional;18 Ceuta;General;Índice;2010T1;128,259
Nacional;18 Ceuta;General;Índice;2009T4;129,859
Nacional;18 Ceuta;General;Índice;2009T3;128,981
Nacional;18 Ceuta;General;Índice;2009T2;133,36
Nacional;18 Ceuta;General;Índice;2009T1;133,875
Nacional;18 Ceuta;General;Índice;2008T4;132,167
Nacional;18 Ceuta;General;Índice;2008T3;135,607
Nacional;18 Ceuta;General;Índice;2008T2;139,932
Nacional;18 Ceuta;General;Índice;2008T1;142,038
Nacional;18 Ceuta;General;Índice;2007T4;140,135
Nacional;18 Ceuta;General;Índice;2007T3;136,696
Nacional;18 Ceuta;General;Índice;2007T2;134,757
Nacional;18 Ceuta;General;Índice;2007T1;132,362
Nacional;18 Ceuta;General;Variación trimestral;2025T4;2,2
Nacional;18 Ceuta;General;Variación trimestral;2025T3;2,6
Nacional;18 Ceuta;General;Variación trimestral;2025T2;3,7
Nacional;18 Ceuta;General;Variación trimestral;2025T1;4,2
Nacional;18 Ceuta;General;Variación trimestral;2024T4;3,3
Nacional;18 Ceuta;General;Variación trimestral;2024T3;0,9
Nacional;18 Ceuta;General;Variación trimestral;2024T2;4
Nacional;18 Ceuta;General;Variación trimestral;2024T1;2,7
Nacional;18 Ceuta;General;Variación trimestral;2023T4;0,6
Nacional;18 Ceuta;General;Variación trimestral;2023T3;1,8
Nacional;18 Ceuta;General;Variación trimestral;2023T2;1,6
Nacional;18 Ceuta;General;Variación trimestral;2023T1;0,4
Nacional;18 Ceuta;General;Variación trimestral;2022T4;1,8
Nacional;18 Ceuta;General;Variación trimestral;2022T3;2,2
Nacional;18 Ceuta;General;Variación trimestral;2022T2;1
Nacional;18 Ceuta;General;Variación trimestral;2022T1;2,8
Nacional;18 Ceuta;General;Variación trimestral;2021T4;1,7
Nacional;18 Ceuta;General;Variación trimestral;2021T3;3,7
Nacional;18 Ceuta;General;Variación trimestral;2021T2;0,6
Nacional;18 Ceuta;General;Variación trimestral;2021T1;0
Nacional;18 Ceuta;General;Variación trimestral;2020T4;-0,9
Nacional;18 Ceuta;General;Variación trimestral;2020T3;3,2
Nacional;18 Ceuta;General;Variación trimestral;2020T2;0,3
Nacional;18 Ceuta;General;Variación trimestral;2020T1;2,2
Nacional;18 Ceuta;General;Variación trimestral;2019T4;-1,3
Nacional;18 Ceuta;General;Variación trimestral;2019T3;2,3
Nacional;18 Ceuta;General;Variación trimestral;2019T2;1,6
Nacional;18 Ceuta;General;Variación trimestral;2019T1;2,6
Nacional;18 Ceuta;General;Variación trimestral;2018T4;1,9
Nacional;18 Ceuta;General;Variación trimestral;2018T3;1,6
Nacional;18 Ceuta;General;Variación trimestral;2018T2;2,7
Nacional;18 Ceuta;General;Variación trimestral;2018T1;2,6
Nacional;18 Ceuta;General;Variación trimestral;2017T4;1,7
Nacional;18 Ceuta;General;Variación trimestral;2017T3;1,3
Nacional;18 Ceuta;General;Variación trimestral;2017T2;1,5
Nacional;18 Ceuta;General;Variación trimestral;2017T1;3,2
Nacional;18 Ceuta;General;Variación trimestral;2016T4;0,5
Nacional;18 Ceuta;General;Variación trimestral;2016T3;0,3
Nacional;18 Ceuta;General;Variación trimestral;2016T2;2,5
Nacional;18 Ceuta;General;Variación trimestral;2016T1;1,7
Nacional;18 Ceuta;General;Variación trimestral;2015T4;-0,6
Nacional;18 Ceuta;General;Variación trimestral;2015T3;0,5
Nacional;18 Ceuta;General;Variación trimestral;2015T2;5,8
Nacional;18 Ceuta;General;Variación trimestral;2015T1;0,6
Nacional;18 Ceuta;General;Variación trimestral;2014T4;-1
Nacional;18 Ceuta;General;Variación trimestral;2014T3;0,7
Nacional;18 Ceuta;General;Variación trimestral;2014T2;1,8
Nacional;18 Ceuta;General;Variación trimestral;2014T1;-0,5
Nacional;18 Ceuta;General;Variación trimestral;2013T4;-0,6
Nacional;18 Ceuta;General;Variación trimestral;2013T3;-1,1
Nacional;18 Ceuta;General;Variación trimestral;2013T2;1,3
Nacional;18 Ceuta;General;Variación trimestral;2013T1;-5,6
Nacional;18 Ceuta;General;Variación trimestral;2012T4;1,6
Nacional;18 Ceuta;General;Variación trimestral;2012T3;-4,9
Nacional;18 Ceuta;General;Variación trimestral;2012T2;0,6
Nacional;18 Ceuta;General;Variación trimestral;2012T1;-6,5
Nacional;18 Ceuta;General;Variación trimestral;2011T4;-3,5
Nacional;18 Ceuta;General;Variación trimestral;2011T3;-3,4
Nacional;18 Ceuta;General;Variación trimestral;2011T2;-1,3
Nacional;18 Ceuta;General;Variación trimestral;2011T1;-5,3
Nacional;18 Ceuta;General;Variación trimestral;2010T4;2,3
Nacional;18 Ceuta;General;Variación trimestral;2010T3;-3,3
Nacional;18 Ceuta;General;Variación trimestral;2010T2;-0,3
Nacional;18 Ceuta;General;Variación trimestral;2010T1;-1,2
Nacional;18 Ceuta;General;Variación trimestral;2009T4;0,7
Nacional;18 Ceuta;General;Variación trimestral;2009T3;-3,3
Nacional;18 Ceuta;General;Variación trimestral;2009T2;-0,4
Nacional;18 Ceuta;General;Variación trimestral;2009T1;1,3
Nacional;18 Ceuta;General;Variación trimestral;2008T4;-2,5
Nacional;18 Ceuta;General;Variación trimestral;2008T3;-3,1
Nacional;18 Ceuta;General;Variación trimestral;2008T2;-1,5
Nacional;18 Ceuta;General;Variación trimestral;2008T1;1,4
