Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;;General;Índice;2025T4;186,75
Nacional;;General;Índice;2025T3;183,389
Nacional;;General;Índice;2025T2;178,184
Nacional;;General;Índice;2025T1;171,296
Nacional;;General;Índice;2024T4;165,433
Nacional;;General;Índice;2024T3;162,521
Nacional;;General;Índice;2024T2;158,083
Nacional;;General;Índice;2024T1;152,618
Nacional;;General;Índice;2023T4;148,69
Nacional;;General;Índice;2023T3;150,273
Nacional;;General;Índice;2023T2;146,583
Nacional;;General;Índice;2023T1;143,58
Nacional;;General;Índice;2022T4;142,666
Nacional;;General;Índice;2022T3;143,86
Nacional;;General;Índice;2022T2;141,433
Nacional;;General;Índice;2022T1;138,742
Nacional;;General;Índice;2021T4;135,291
Nacional;;General;Índice;2021T3;133,652
Nacional;;General;Índice;2021T2;130,937
Nacional;;General;Índice;2021T1;127,831
Nacional;;General;Índice;2020T4;127,179
Nacional;;General;Índice;2020T3;128,255
Nacional;;General;Índice;2020T2;126,799
Nacional;;General;Índice;2020T1;126,695
Nacional;;General;Índice;2019T4;125,32
Nacional;;General;Índice;2019T3;126,135
Nacional;;General;Índice;2019T2;124,175
Nacional;;General;Índice;2019T1;122,758
Nacional;;General;Índice;2018T4;120,954
Nacional;;General;Índice;2018T3;120,491
Nacional;;General;Índice;2018T2;117,941
Nacional;;General;Índice;2018T1;114,994
Nacional;;General;Índice;2017T4;113,457
Nacional;;General;Índice;2017T3;112,442
Nacional;;General;Índice;2017T2;110,41
Nacional;;General;Índice;2017T1;108,239
Nacional;;General;Índice;2016T4;105,848
Nacional;;General;Índice;2016T3;105,431
Nacional;;General;Índice;2016T2;104,601
Nacional;;General;Índice;2016T1;102,775
Nacional;;General;Índice;2015T4;101,305
Nacional;;General;Índice;2015T3;101,358
Nacional;;General;Índice;2015T2;100,687
Nacional;;General;Índice;2015T1;96,651
Nacional;;General;Índice;2014T4;97,194
Nacional;;General;Índice;2014T3;97,002
Nacional;;General;Índice;2014T2;96,805
Nacional;;General;Índice;2014T1;95,208
Nacional;;General;Índice;2013T4;95,512
Nacional;;General;Índice;2013T3;96,742
Nacional;;General;Índice;2013T2;96,041
Nacional;;General;Índice;2013T1;96,768
Nacional;;General;Índice;2012T4;103,593
Nacional;;General;Índice;2012T3;105,073
Nacional;;General;Índice;2012T2;109,187
Nacional;;General;Índice;2012T1;112,861
Nacional;;General;Índice;2011T4;118,782
Nacional;;General;Índice;2011T3;123,948
Nacional;;General;Índice;2011T2;127,528
Nacional;;General;Índice;2011T1;129,059
Nacional;;General;Índice;2010T4;133,718
Nacional;;General;Índice;2010T3;133,846
Nacional;;General;Índice;2010T2;136,79
Nacional;;General;Índice;2010T1;134,626
Nacional;;General;Índice;2009T4;136,313
Nacional;;General;Índice;2009T3;136,845
Nacional;;General;Índice;2009T2;138,082
Nacional;;General;Índice;2009T1;138,693
Nacional;;General;Índice;2008T4;142,511
Nacional;;General;Índice;2008T3;147,134
Nacional;;General;Índice;2008T2;149,618
Nacional;;General;Índice;2008T1;150,082
Nacional;;General;Índice;2007T4;150,64
Nacional;;General;Índice;2007T3;151,719
Nacional;;General;Índice;2007T2;150,103
Nacional;;General;Índice;2007T1;145,935
Nacional;;General;Variación trimestral;2025T4;1,8
Nacional;;General;Variación trimestral;2025T3;2,9
Nacional;;General;Variación trimestral;2025T2;4
Nacional;;General;Variación trimestral;2025T1;3,5
Nacional;;General;Variación trimestral;2024T4;1,8
Nacional;;General;Variación trimestral;2024T3;2,8
Nacional;;General;Variación trimestral;2024T2;3,6
Nacional;;General;Variación trimestral;2024T1;2,6
Nacional;;General;Variación trimestral;2023T4;-1,1
Nacional;;General;Variación trimestral;2023T3;2,5
Nacional;;General;Variación trimestral;2023T2;2,1
Nacional;;General;Variación trimestral;2023T1;0,6
Nacional;;General;Variación trimestral;2022T4;-0,8
Nacional;;General;Variación trimestral;2022T3;1,7
Nacional;;General;Variación trimestral;2022T2;1,9
Nacional;;General;Variación trimestral;2022T1;2,6
Nacional;;General;Variación trimestral;2021T4;1,2
Nacional;;General;Variación trimestral;2021T3;2,1
Nacional;;General;Variación trimestral;2021T2;2,4
Nacional;;General;Variación trimestral;2021T1;0,5
Nacional;;General;Variación trimestral;2020T4;-0,8
Nacional;;General;Variación trimestral;2020T3;1,1
Nacional;;General;Variación trimestral;2020T2;0,1
Nacional;;General;Variación trimestral;2020T1;1,1
Nacional;;General;Variación trimestral;2019T4;-0,6
Nacional;;General;Variación trimestral;2019T3;1,6
Nacional;;General;Variación trimestral;2019T2;1,2
Nacional;;General;Variación trimestral;2019T1;1,5
Nacional;;General;Variación trimestral;2018T4;0,4
Nacional;;General;Variación trimestral;2018T3;2,2
Nacional;;General;Variación trimestral;2018T2;2,6
Nacional;;General;Variación trimestral;2018T1;1,4
Nacional;;General;Variación trimestral;2017T4;0,9
Nacional;;General;Variación trimestral;2017T3;1,8
Nacional;;General;Variación trimestral;2017T2;2
Nacional;;General;Variación trimestral;2017T1;2,3
Nacional;;General;Variación trimestral;2016T4;0,4
Nacional;;General;Variación trimestral;2016T3;0,8
Nacional;;General;Variación trimestral;2016T2;1,8
Nacional;;General;Variación trimestral;2016T1;1,5
Nacional;;General;Variación trimestral;2015T4;-0,1
Nacional;;General;Variación trimestral;2015T3;0,7
Nacional;;General;Variación trimestral;2015T2;4,2
Nacional;;General;Variación trimestral;2015T1;-0,6
Nacional;;General;Variación trimestral;2014T4;0,2
Nacional;;General;Variación trimestral;2014T3;0,2
Nacional;;General;Variación trimestral;2014T2;1,7
Nacional;;General;Variación trimestral;2014T1;-0,3
Nacional;;General;Variación trimestral;2013T4;-1,3
Nacional;;General;Variación trimestral;2013T3;0,7
Nacional;;General;Variación trimestral;2013T2;-0,8
Nacional;;General;Variación trimestral;2013T1;-6,6
Nacional;;General;Variación trimestral;2012T4;-1,4
Nacional;;General;Variación trimestral;2012T3;-3,8
Nacional;;General;Variación trimestral;2012T2;-3,3
Nacional;;General;Variación trimestral;2012T1;-5
Nacional;;General;Variación trimestral;2011T4;-4,2
Nacional;;General;Variación trimestral;2011T3;-2,8
Nacional;;General;Variación trimestral;2011T2;-1,2
Nacional;;General;Variación trimestral;2011T1;-3,5
Nacional;;General;Variación trimestral;2010T4;-0,1
Nacional;;General;Variación trimestral;2010T3;-2,2
Nacional;;General;Variación trimestral;2010T2;1,6
Nacional;;General;Variación trimestral;2010T1;-1,2
Nacional;;General;Variación trimestral;2009T4;-0,4
Nacional;;General;Variación trimestral;2009T3;-0,9
Nacional;;General;Variación trimestral;2009T2;-0,4
Nacional;;General;Variación trimestral;2009T1;-2,7
Nacional;;General;Variación trimestral;2008T4;-3,1
Nacional;;General;Variación trimestral;2008T3;-1,7
Nacional;;General;Variación trimestral;2008T2;-0,3
Nacional;;General;Variación trimestral;2008T1;-0,4
Nacional;;General;Variación trimestral;2007T4;-0,7
Nacional;;General;Variación trimestral;2007T3;1,1
Nacional;;General;Variación trimestral;2007T2;2,9
Nacional;;General;Variación trimestral;2007T1;2,4
Nacional;;General;Variación anual;2025T4;12,9
Nacional;;General;Variación anual;2025T3;12,8
Nacional;;General;Variación anual;2025T2;12,7
Nacional;;General;Variación anual;2025T1;12,2
Nacional;;General;Variación anual;2024T4;11,3
Nacional;;General;Variación anual;2024T3;8,1
Nacional;;General;Variación anual;2024T2;7,8
Nacional;;General;Variación anual;2024T1;6,3
Nacional;;General;Variación anual;2023T4;4,2
Nacional;;General;Variación anual;2023T3;4,5
Nacional;;General;Variación anual;2023T2;3,6
Nacional;;General;Variación anual;2023T1;3,5
Nacional;;General;Variación anual;2022T4;5,5
Nacional;;General;Variación anual;2022T3;7,6
Nacional;;General;Variación anual;2022T2;8
Nacional;;General;Variación anual;2022T1;8,5
Nacional;;General;Variación anual;2021T4;6,4
Nacional;;General;Variación anual;2021T3;4,2
Nacional;;General;Variación anual;2021T2;3,3
Nacional;;General;Variación anual;2021T1;0,9
Nacional;;General;Variación anual;2020T4;1,5
Nacional;;General;Variación anual;2020T3;1,7
Nacional;;General;Variación anual;2020T2;2,1
Nacional;;General;Variación anual;2020T1;3,2
Nacional;;General;Variación anual;2019T4;3,6
Nacional;;General;Variación anual;2019T3;4,7
Nacional;;General;Variación anual;2019T2;5,3
Nacional;;General;Variación anual;2019T1;6,8
Nacional;;General;Variación anual;2018T4;6,6
Nacional;;General;Variación anual;2018T3;7,2
Nacional;;General;Variación anual;2018T2;6,8
Nacional;;General;Variación anual;2018T1;6,2
Nacional;;General;Variación anual;2017T4;7,2
Nacional;;General;Variación anual;2017T3;6,7
Nacional;;General;Variación anual;2017T2;5,6
Nacional;;General;Variación anual;2017T1;5,3
Nacional;;General;Variación anual;2016T4;4,5
Nacional;;General;Variación anual;2016T3;4
Nacional;;General;Variación anual;2016T2;3,9
Nacional;;General;Variación anual;2016T1;6,3
Nacional;;General;Variación anual;2015T4;4,2
Nacional;;General;Variación anual;2015T3;4,5
Nacional;;General;Variación anual;2015T2;4
Nacional;;General;Variación anual;2015T1;1,5
Nacional;;General;Variación anual;2014T4;1,8
Nacional;;General;Variación anual;2014T3;0,3
Nacional;;General;Variación anual;2014T2;0,8
Nacional;;General;Variación anual;2014T1;-1,6
Nacional;;General;Variación anual;2013T4;-7,8
Nacional;;General;Variación anual;2013T3;-7,9
Nacional;;General;Variación anual;2013T2;-12
Nacional;;General;Variación anual;2013T1;-14,3
Nacional;;General;Variación anual;2012T4;-12,8
Nacional;;General;Variación anual;2012T3;-15,2
Nacional;;General;Variación anual;2012T2;-14,4
Nacional;;General;Variación anual;2012T1;-12,6
Nacional;;General;Variación anual;2011T4;-11,2
Nacional;;General;Variación anual;2011T3;-7,4
Nacional;;General;Variación anual;2011T2;-6,8
Nacional;;General;Variación anual;2011T1;-4,1
Nacional;;General;Variación anual;2010T4;-1,9
Nacional;;General;Variación anual;2010T3;-2,2
Nacional;;General;Variación anual;2010T2;-0,9
Nacional;;General;Variación anual;2010T1;-2,9
Nacional;;General;Variación anual;2009T4;-4,3
Nacional;;General;Variación anual;2009T3;-7
Nacional;;General;Variación anual;2009T2;-7,7
Nacional;;General;Variación anual;2009T1;-7,6
Nacional;;General;Variación anual;2008T4;-5,4
Nacional;;General;Variación anual;2008T3;-3
Nacional;;General;Variación anual;2008T2;-0,3
Nacional;;General;Variación anual;2008T1;2,8
Nacional;;General;Variación anual;2007T4;5,7
Nacional;;General;Variación anual;2007T3;9,2
Nacional;;General;Variación anual;2007T2;11,6
Nacional;;General;Variación anual;2007T1;13,1
Nacional;;General;Variación en lo que va de año;2025T4;12,9
Nacional;;General;Variación en lo que va de año;2025T3;10,9
Nacional;;General;Variación en lo que va de año;2025T2;7,7
Nacional;;General;Variación en lo que va de año;2025T1;3,5
Nacional;;General;Variación en lo que va de año;2024T4;11,3
Nacional;;General;Variación en lo que va de año;2024T3;9,3
Nacional;;General;Variación en lo que va de año;2024T2;6,3
Nacional;;General;Variación en lo que va de año;2024T1;2,6
Nacional;;General;Variación en lo que va de año;2023T4;4,2
Nacional;;General;Variación en lo que va de año;2023T3;5,3
Nacional;;General;Variación en lo que va de año;2023T2;2,7
Nacional;;General;Variación en lo que va de año;2023T1;0,6
Nacional;;General;Variación en lo que va de año;2022T4;5,5
Nacional;;General;Variación en lo que va de año;2022T3;6,3
Nacional;;General;Variación en lo que va de año;2022T2;4,5
Nacional;;General;Variación en lo que va de año;2022T1;2,6
Nacional;;General;Variación en lo que va de año;2021T4;6,4
Nacional;;General;Variación en lo que va de año;2021T3;5,1
Nacional;;General;Variación en lo que va de año;2021T2;3
Nacional;;General;Variación en lo que va de año;2021T1;0,5
Nacional;;General;Variación en lo que va de año;2020T4;1,5
Nacional;;General;Variación en lo que va de año;2020T3;2,3
Nacional;;General;Variación en lo que va de año;2020T2;1,2
Nacional;;General;Variación en lo que va de año;2020T1;1,1
Nacional;;General;Variación en lo que va de año;2019T4;3,6
Nacional;;General;Variación en lo que va de año;2019T3;4,3
Nacional;;General;Variación en lo que va de año;2019T2;2,7
Nacional;;General;Variación en lo que va de año;2019T1;1,5
Nacional;;General;Variación en lo que va de año;2018T4;6,6
Nacional;;General;Variación en lo que va de año;2018T3;6,2
Nacional;;General;Variación en lo que va de año;2018T2;4
Nacional;;General;Variación en lo que va de año;2018T1;1,4
Nacional;;General;Variación en lo que va de año;2017T4;7,2
Nacional;;General;Variación en lo que va de año;2017T3;6,2
Nacional;;General;Variación en lo que va de año;2017T2;4,3
Nacional;;General;Variación en lo que va de año;2017T1;2,3
Nacional;;General;Variación en lo que va de año;2016T4;4,5
Nacional;;General;Variación en lo que va de año;2016T3;4,1
Nacional;;General;Variación en lo que va de año;2016T2;3,3
Nacional;;General;Variación en lo que va de año;2016T1;1,5
Nacional;;General;Variación en lo que va de año;2015T4;4,2
Nacional;;General;Variación en lo que va de año;2015T3;4,3
Nacional;;General;Variación en lo que va de año;2015T2;3,6
Nacional;;General;Variación en lo que va de año;2015T1;-0,6
Nacional;;General;Variación en lo que va de año;2014T4;1,8
Nacional;;General;Variación en lo que va de año;2014T3;1,6
Nacional;;General;Variación en lo que va de año;2014T2;1,4
Nacional;;General;Variación en lo que va de año;2014T1;-0,3
Nacional;;General;Variación en lo que va de año;2013T4;-7,8
Nacional;;General;Variación en lo que va de año;2013T3;-6,6
Nacional;;General;Variación en lo que va de año;2013T2;-7,3
Nacional;;General;Variación en lo que va de año;2013T1;-6,6
Nacional;;General;Variación en lo que va de año;2012T4;-12,8
Nacional;;General;Variación en lo que va de año;2012T3;-11,5
Nacional;;General;Variación en lo que va de año;2012T2;-8,1
Nacional;;General;Variación en lo que va de año;2012T1;-5
Nacional;;General;Variación en lo que va de año;2011T4;-11,2
Nacional;;General;Variación en lo que va de año;2011T3;-7,3
Nacional;;General;Variación en lo que va de año;2011T2;-4,6
Nacional;;General;Variación en lo que va de año;2011T1;-3,5
Nacional;;General;Variación en lo que va de año;2010T4;-1,9
Nacional;;General;Variación en lo que va de año;2010T3;-1,8
Nacional;;General;Variación en lo que va de año;2010T2;0,4
Nacional;;General;Variación en lo que va de año;2010T1;-1,2
Nacional;;General;Variación en lo que va de año;2009T4;-4,3
Nacional;;General;Variación en lo que va de año;2009T3;-4
Nacional;;General;Variación en lo que va de año;2009T2;-3,1
Nacional;;General;Variación en lo que va de año;2009T1;-2,7
Nacional;;General;Variación en lo que va de año;2008T4;-5,4
Nacional;;General;Variación en lo que va de año;2008T3;-2,3
Nacional;;General;Variación en lo que va de año;2008T2;-0,7
Nacional;;General;Variación en lo que va de año;2008T1;-0,4
Nacional;;General;Variación en lo que va de año;2007T4;5,7
Nacional;;General;Variación en lo que va de año;2007T3;6,5
Nacional;;General;Variación en lo que va de año;2007T2;5,3
Nacional;;General;Variación en lo que va de año;2007T1;2,4
Nacional;;Vivienda nueva;Índice;2025T4;211,73
Nacional;;Vivienda nueva;Índice;2025T3;207,214
Nacional;;Vivienda nueva;Índice;2025T2;206,055
Nacional;;Vivienda nueva;Índice;2025T1;200,792
Nacional;;Vivienda nueva;Índice;2024T4;190,368
Nacional;;Vivienda nueva;Índice;2024T3;188,899
Nacional;;Vivienda nueva;Índice;2024T2;183,813
Nacional;;Vivienda nueva;Índice;2024T1;178,899
Nacional;;Vivienda nueva;Índice;2023T4;169,581
Nacional;;Vivienda nueva;Índice;2023T3;171,973
Nacional;;Vivienda nueva;Índice;2023T2;165,263
Nacional;;Vivienda nueva;Índice;2023T1;162,514
Nacional;;Vivienda nueva;Índice;2022T4;157,801
Nacional;;Vivienda nueva;Índice;2022T3;154,931
Nacional;;Vivienda nueva;Índice;2022T2;153,51
Nacional;;Vivienda nueva;Índice;2022T1;153,365
Nacional;;Vivienda nueva;Índice;2021T4;148,64
Nacional;;Vivienda nueva;Índice;2021T3;145,073
Nacional;;Vivienda nueva;Índice;2021T2;141,088
Nacional;;Vivienda nueva;Índice;2021T1;139,321
Nacional;;Vivienda nueva;Índice;2020T4;140,144
Nacional;;Vivienda nueva;Índice;2020T3;139,4
Nacional;;Vivienda nueva;Índice;2020T2;133,093
Nacional;;Vivienda nueva;Índice;2020T1;136,156
Nacional;;Vivienda nueva;Índice;2019T4;129,523
Nacional;;Vivienda nueva;Índice;2019T3;129,72
Nacional;;Vivienda nueva;Índice;2019T2;127,787
Nacional;;Vivienda nueva;Índice;2019T1;128,285
Nacional;;Vivienda nueva;Índice;2018T4;123,044
Nacional;;Vivienda nueva;Índice;2018T3;121,645
Nacional;;Vivienda nueva;Índice;2018T2;119,235
Nacional;;Vivienda nueva;Índice;2018T1;116,249
Nacional;;Vivienda nueva;Índice;2017T4;113,902
Nacional;;Vivienda nueva;Índice;2017T3;114,619
Nacional;;Vivienda nueva;Índice;2017T2;112,835
Nacional;;Vivienda nueva;Índice;2017T1;110,016
Nacional;;Vivienda nueva;Índice;2016T4;106,098
Nacional;;Vivienda nueva;Índice;2016T3;107,605
Nacional;;Vivienda nueva;Índice;2016T2;108,105
Nacional;;Vivienda nueva;Índice;2016T1;104,284
Nacional;;Vivienda nueva;Índice;2015T4;101,678
Nacional;;Vivienda nueva;Índice;2015T3;100,328
Nacional;;Vivienda nueva;Índice;2015T2;99,726
Nacional;;Vivienda nueva;Índice;2015T1;98,268
Nacional;;Vivienda nueva;Índice;2014T4;96,12
Nacional;;Vivienda nueva;Índice;2014T3;96,21
Nacional;;Vivienda nueva;Índice;2014T2;95,083
Nacional;;Vivienda nueva;Índice;2014T1;94,496
Nacional;;Vivienda nueva;Índice;2013T4;94,356
Nacional;;Vivienda nueva;Índice;2013T3;95,459
Nacional;;Vivienda nueva;Índice;2013T2;93,275
Nacional;;Vivienda nueva;Índice;2013T1;95,538
Nacional;;Vivienda nueva;Índice;2012T4;102,554
Nacional;;Vivienda nueva;Índice;2012T3;103,702
Nacional;;Vivienda nueva;Índice;2012T2;106,796
Nacional;;Vivienda nueva;Índice;2012T1;109,595
Nacional;;Vivienda nueva;Índice;2011T4;115,139
Nacional;;Vivienda nueva;Índice;2011T3;120,016
Nacional;;Vivienda nueva;Índice;2011T2;122,445
Nacional;;Vivienda nueva;Índice;2011T1;124,259
Nacional;;Vivienda nueva;Índice;2010T4;125,903
Nacional;;Vivienda nueva;Índice;2010T3;126,395
Nacional;;Vivienda nueva;Índice;2010T2;129,118
Nacional;;Vivienda nueva;Índice;2010T1;126,703
Nacional;;Vivienda nueva;Índice;2009T4;128,647
Nacional;;Vivienda nueva;Índice;2009T3;129,71
Nacional;;Vivienda nueva;Índice;2009T2;131,365
Nacional;;Vivienda nueva;Índice;2009T1;132,281
Nacional;;Vivienda nueva;Índice;2008T4;135,526
Nacional;;Vivienda nueva;Índice;2008T3;137,382
Nacional;;Vivienda nueva;Índice;2008T2;136,652
Nacional;;Vivienda nueva;Índice;2008T1;134,966
Nacional;;Vivienda nueva;Índice;2007T4;134,449
Nacional;;Vivienda nueva;Índice;2007T3;132,475
Nacional;;Vivienda nueva;Índice;2007T2;129,748
Nacional;;Vivienda nueva;Índice;2007T1;125,956
Nacional;;Vivienda nueva;Variación trimestral;2025T4;2,2
Nacional;;Vivienda nueva;Variación trimestral;2025T3;0,6
Nacional;;Vivienda nueva;Variación trimestral;2025T2;2,6
Nacional;;Vivienda nueva;Variación trimestral;2025T1;5,5
Nacional;;Vivienda nueva;Variación trimestral;2024T4;0,8
Nacional;;Vivienda nueva;Variación trimestral;2024T3;2,8
Nacional;;Vivienda nueva;Variación trimestral;2024T2;2,7
Nacional;;Vivienda nueva;Variación trimestral;2024T1;5,5
Nacional;;Vivienda nueva;Variación trimestral;2023T4;-1,4
Nacional;;Vivienda nueva;Variación trimestral;2023T3;4,1
Nacional;;Vivienda nueva;Variación trimestral;2023T2;1,7
Nacional;;Vivienda nueva;Variación trimestral;2023T1;3
Nacional;;Vivienda nueva;Variación trimestral;2022T4;1,9
Nacional;;Vivienda nueva;Variación trimestral;2022T3;0,9
Nacional;;Vivienda nueva;Variación trimestral;2022T2;0,1
Nacional;;Vivienda nueva;Variación trimestral;2022T1;3,2
Nacional;;Vivienda nueva;Variación trimestral;2021T4;2,5
Nacional;;Vivienda nueva;Variación trimestral;2021T3;2,8
Nacional;;Vivienda nueva;Variación trimestral;2021T2;1,3
Nacional;;Vivienda nueva;Variación trimestral;2021T1;-0,6
Nacional;;Vivienda nueva;Variación trimestral;2020T4;0,5
Nacional;;Vivienda nueva;Variación trimestral;2020T3;4,7
Nacional;;Vivienda nueva;Variación trimestral;2020T2;-2,2
Nacional;;Vivienda nueva;Variación trimestral;2020T1;5,1
Nacional;;Vivienda nueva;Variación trimestral;2019T4;-0,2
Nacional;;Vivienda nueva;Variación trimestral;2019T3;1,5
Nacional;;Vivienda nueva;Variación trimestral;2019T2;-0,4
Nacional;;Vivienda nueva;Variación trimestral;2019T1;4,3
Nacional;;Vivienda nueva;Variación trimestral;2018T4;1,2
Nacional;;Vivienda nueva;Variación trimestral;2018T3;2
Nacional;;Vivienda nueva;Variación trimestral;2018T2;2,6
Nacional;;Vivienda nueva;Variación trimestral;2018T1;2,1
Nacional;;Vivienda nueva;Variación trimestral;2017T4;-0,6
Nacional;;Vivienda nueva;Variación trimestral;2017T3;1,6
Nacional;;Vivienda nueva;Variación trimestral;2017T2;2,6
Nacional;;Vivienda nueva;Variación trimestral;2017T1;3,7
Nacional;;Vivienda nueva;Variación trimestral;2016T4;-1,4
Nacional;;Vivienda nueva;Variación trimestral;2016T3;-0,5
Nacional;;Vivienda nueva;Variación trimestral;2016T2;3,7
Nacional;;Vivienda nueva;Variación trimestral;2016T1;2,6
Nacional;;Vivienda nueva;Variación trimestral;2015T4;1,3
Nacional;;Vivienda nueva;Variación trimestral;2015T3;0,6
Nacional;;Vivienda nueva;Variación trimestral;2015T2;1,5
Nacional;;Vivienda nueva;Variación trimestral;2015T1;2,2
Nacional;;Vivienda nueva;Variación trimestral;2014T4;-0,1
Nacional;;Vivienda nueva;Variación trimestral;2014T3;1,2
Nacional;;Vivienda nueva;Variación trimestral;2014T2;0,6
Nacional;;Vivienda nueva;Variación trimestral;2014T1;0,1
Nacional;;Vivienda nueva;Variación trimestral;2013T4;-1,2
Nacional;;Vivienda nueva;Variación trimestral;2013T3;2,3
Nacional;;Vivienda nueva;Variación trimestral;2013T2;-2,4
Nacional;;Vivienda nueva;Variación trimestral;2013T1;-6,8
Nacional;;Vivienda nueva;Variación trimestral;2012T4;-1,1
Nacional;;Vivienda nueva;Variación trimestral;2012T3;-2,9
Nacional;;Vivienda nueva;Variación trimestral;2012T2;-2,6
Nacional;;Vivienda nueva;Variación trimestral;2012T1;-4,8
Nacional;;Vivienda nueva;Variación trimestral;2011T4;-4,1
Nacional;;Vivienda nueva;Variación trimestral;2011T3;-2
Nacional;;Vivienda nueva;Variación trimestral;2011T2;-1,5
Nacional;;Vivienda nueva;Variación trimestral;2011T1;-1,3
Nacional;;Vivienda nueva;Variación trimestral;2010T4;-0,4
Nacional;;Vivienda nueva;Variación trimestral;2010T3;-2,1
Nacional;;Vivienda nueva;Variación trimestral;2010T2;1,9
Nacional;;Vivienda nueva;Variación trimestral;2010T1;-1,5
Nacional;;Vivienda nueva;Variación trimestral;2009T4;-0,8
Nacional;;Vivienda nueva;Variación trimestral;2009T3;-1,3
Nacional;;Vivienda nueva;Variación trimestral;2009T2;-0,7
Nacional;;Vivienda nueva;Variación trimestral;2009T1;-2,4
Nacional;;Vivienda nueva;Variación trimestral;2008T4;-1,4
Nacional;;Vivienda nueva;Variación trimestral;2008T3;0,5
Nacional;;Vivienda nueva;Variación trimestral;2008T2;1,2
Nacional;;Vivienda nueva;Variación trimestral;2008T1;0,4
Nacional;;Vivienda nueva;Variación trimestral;2007T4;1,5
Nacional;;Vivienda nueva;Variación trimestral;2007T3;2,1
Nacional;;Vivienda nueva;Variación trimestral;2007T2;3
Nacional;;Vivienda nueva;Variación trimestral;2007T1;2,9
Nacional;;Vivienda nueva;Variación anual;2025T4;11,2
Nacional;;Vivienda nueva;Variación anual;2025T3;9,7
Nacional;;Vivienda nueva;Variación anual;2025T2;12,1
Nacional;;Vivienda nueva;Variación anual;2025T1;12,2
Nacional;;Vivienda nueva;Variación anual;2024T4;12,3
Nacional;;Vivienda nueva;Variación anual;2024T3;9,8
Nacional;;Vivienda nueva;Variación anual;2024T2;11,2
Nacional;;Vivienda nueva;Variación anual;2024T1;10,1
Nacional;;Vivienda nueva;Variación anual;2023T4;7,5
Nacional;;Vivienda nueva;Variación anual;2023T3;11
Nacional;;Vivienda nueva;Variación anual;2023T2;7,7
Nacional;;Vivienda nueva;Variación anual;2023T1;6
Nacional;;Vivienda nueva;Variación anual;2022T4;6,2
Nacional;;Vivienda nueva;Variación anual;2022T3;6,8
Nacional;;Vivienda nueva;Variación anual;2022T2;8,8
Nacional;;Vivienda nueva;Variación anual;2022T1;10,1
Nacional;;Vivienda nueva;Variación anual;2021T4;6,1
Nacional;;Vivienda nueva;Variación anual;2021T3;4,1
Nacional;;Vivienda nueva;Variación anual;2021T2;6
Nacional;;Vivienda nueva;Variación anual;2021T1;2,3
Nacional;;Vivienda nueva;Variación anual;2020T4;8,2
Nacional;;Vivienda nueva;Variación anual;2020T3;7,5
Nacional;;Vivienda nueva;Variación anual;2020T2;4,2
Nacional;;Vivienda nueva;Variación anual;2020T1;6,1
Nacional;;Vivienda nueva;Variación anual;2019T4;5,3
Nacional;;Vivienda nueva;Variación anual;2019T3;6,6
Nacional;;Vivienda nueva;Variación anual;2019T2;7,2
Nacional;;Vivienda nueva;Variación anual;2019T1;10,4
Nacional;;Vivienda nueva;Variación anual;2018T4;8
Nacional;;Vivienda nueva;Variación anual;2018T3;6,1
Nacional;;Vivienda nueva;Variación anual;2018T2;5,7
Nacional;;Vivienda nueva;Variación anual;2018T1;5,7
Nacional;;Vivienda nueva;Variación anual;2017T4;7,4
Nacional;;Vivienda nueva;Variación anual;2017T3;6,5
Nacional;;Vivienda nueva;Variación anual;2017T2;4,4
Nacional;;Vivienda nueva;Variación anual;2017T1;5,5
Nacional;;Vivienda nueva;Variación anual;2016T4;4,3
Nacional;;Vivienda nueva;Variación anual;2016T3;7,3
Nacional;;Vivienda nueva;Variación anual;2016T2;8,4
Nacional;;Vivienda nueva;Variación anual;2016T1;6,1
Nacional;;Vivienda nueva;Variación anual;2015T4;5,8
Nacional;;Vivienda nueva;Variación anual;2015T3;4,3
Nacional;;Vivienda nueva;Variación anual;2015T2;4,9
Nacional;;Vivienda nueva;Variación anual;2015T1;4
Nacional;;Vivienda nueva;Variación anual;2014T4;1,9
Nacional;;Vivienda nueva;Variación anual;2014T3;0,8
Nacional;;Vivienda nueva;Variación anual;2014T2;1,9
Nacional;;Vivienda nueva;Variación anual;2014T1;-1,1
Nacional;;Vivienda nueva;Variación anual;2013T4;-8
Nacional;;Vivienda nueva;Variación anual;2013T3;-7,9
Nacional;;Vivienda nueva;Variación anual;2013T2;-12,7
Nacional;;Vivienda nueva;Variación anual;2013T1;-12,8
Nacional;;Vivienda nueva;Variación anual;2012T4;-10,9
Nacional;;Vivienda nueva;Variación anual;2012T3;-13,6
Nacional;;Vivienda nueva;Variación anual;2012T2;-12,8
Nacional;;Vivienda nueva;Variación anual;2012T1;-11,8
Nacional;;Vivienda nueva;Variación anual;2011T4;-8,5
Nacional;;Vivienda nueva;Variación anual;2011T3;-5
Nacional;;Vivienda nueva;Variación anual;2011T2;-5,2
Nacional;;Vivienda nueva;Variación anual;2011T1;-1,9
Nacional;;Vivienda nueva;Variación anual;2010T4;-2,1
Nacional;;Vivienda nueva;Variación anual;2010T3;-2,6
Nacional;;Vivienda nueva;Variación anual;2010T2;-1,7
Nacional;;Vivienda nueva;Variación anual;2010T1;-4,2
