Municipio;Tipo de dato;Periodo;Total
46110 Xirivella;Variación anual;2012;-1,6
46110 Xirivella;Variación anual;2011;..
46111 Chiva;Índice;2023;113,879
46111 Chiva;Índice;2022;109,631
46111 Chiva;Índice;2021;105,948
46111 Chiva;Índice;2020;101,962
46111 Chiva;Índice;2019;101,489
46111 Chiva;Índice;2018;99,989
46111 Chiva;Índice;2017;98,919
46111 Chiva;Índice;2016;97,706
46111 Chiva;Índice;2015;100
46111 Chiva;Índice;2014;98,531
46111 Chiva;Índice;2013;100
46111 Chiva;Índice;2012;104,925
46111 Chiva;Índice;2011;107,168
46111 Chiva;Variación anual;2023;3,9
46111 Chiva;Variación anual;2022;3,5
46111 Chiva;Variación anual;2021;3,9
46111 Chiva;Variación anual;2020;0,5
46111 Chiva;Variación anual;2019;1,5
46111 Chiva;Variación anual;2018;1,1
46111 Chiva;Variación anual;2017;1,2
46111 Chiva;Variación anual;2016;-2,3
46111 Chiva;Variación anual;2015;1,5
46111 Chiva;Variación anual;2014;-1,5
46111 Chiva;Variación anual;2013;-4,7
46111 Chiva;Variación anual;2012;-2,1
46111 Chiva;Variación anual;2011;..
46116 Eliana, l';Índice;2023;124,882
46116 Eliana, l';Índice;2022;120,519
46116 Eliana, l';Índice;2021;116,458
46116 Eliana, l';Índice;2020;112,54
46116 Eliana, l';Índice;2019;110,354
46116 Eliana, l';Índice;2018;104,534
46116 Eliana, l';Índice;2017;102,975
46116 Eliana, l';Índice;2016;101,926
46116 Eliana, l';Índice;2015;100
46116 Eliana, l';Índice;2014;99,979
46116 Eliana, l';Índice;2013;100,76
46116 Eliana, l';Índice;2012;103,551
46116 Eliana, l';Índice;2011;103,077
46116 Eliana, l';Variación anual;2023;3,6
46116 Eliana, l';Variación anual;2022;3,5
46116 Eliana, l';Variación anual;2021;3,5
46116 Eliana, l';Variación anual;2020;2
46116 Eliana, l';Variación anual;2019;5,6
46116 Eliana, l';Variación anual;2018;1,5
46116 Eliana, l';Variación anual;2017;1
46116 Eliana, l';Variación anual;2016;1,9
46116 Eliana, l';Variación anual;2015;0
46116 Eliana, l';Variación anual;2014;-0,8
46116 Eliana, l';Variación anual;2013;-2,7
46116 Eliana, l';Variación anual;2012;0,5
46116 Eliana, l';Variación anual;2011;..
46131 Gandia;Índice;2023;118,675
46131 Gandia;Índice;2022;115,09
46131 Gandia;Índice;2021;111,495
46131 Gandia;Índice;2020;108,36
46131 Gandia;Índice;2019;106,159
46131 Gandia;Índice;2018;103,168
46131 Gandia;Índice;2017;101,484
46131 Gandia;Índice;2016;100,74
46131 Gandia;Índice;2015;100
46131 Gandia;Índice;2014;99,969
46131 Gandia;Índice;2013;101,298
46131 Gandia;Índice;2012;104,16
46131 Gandia;Índice;2011;106,881
46131 Gandia;Variación anual;2023;3,1
46131 Gandia;Variación anual;2022;3,2
46131 Gandia;Variación anual;2021;2,9
46131 Gandia;Variación anual;2020;2,1
46131 Gandia;Variación anual;2019;2,9
46131 Gandia;Variación anual;2018;1,7
46131 Gandia;Variación anual;2017;0,7
46131 Gandia;Variación anual;2016;0,7
46131 Gandia;Variación anual;2015;0
46131 Gandia;Variación anual;2014;-1,3
46131 Gandia;Variación anual;2013;-2,7
46131 Gandia;Variación anual;2012;-2,5
46131 Gandia;Variación anual;2011;..
46135 Godella;Índice;2023;124,179
46135 Godella;Índice;2022;119,945
46135 Godella;Índice;2021;115,505
46135 Godella;Índice;2020;113,101
46135 Godella;Índice;2019;109,646
46135 Godella;Índice;2018;106,269
46135 Godella;Índice;2017;101,385
46135 Godella;Índice;2016;101,566
46135 Godella;Índice;2015;100
46135 Godella;Índice;2014;100,847
46135 Godella;Índice;2013;100,338
46135 Godella;Índice;2012;102,401
46135 Godella;Índice;2011;106,3
46135 Godella;Variación anual;2023;3,5
46135 Godella;Variación anual;2022;3,8
46135 Godella;Variación anual;2021;2,1
46135 Godella;Variación anual;2020;3,2
46135 Godella;Variación anual;2019;3,2
46135 Godella;Variación anual;2018;4,8
46135 Godella;Variación anual;2017;-0,2
46135 Godella;Variación anual;2016;1,6
46135 Godella;Variación anual;2015;-0,8
46135 Godella;Variación anual;2014;0,5
46135 Godella;Variación anual;2013;-2
46135 Godella;Variación anual;2012;-3,7
46135 Godella;Variación anual;2011;..
46145 Xàtiva;Índice;2023;120,05
46145 Xàtiva;Índice;2022;117
46145 Xàtiva;Índice;2021;113,214
46145 Xàtiva;Índice;2020;111,046
46145 Xàtiva;Índice;2019;108,747
46145 Xàtiva;Índice;2018;105,362
46145 Xàtiva;Índice;2017;103,648
46145 Xàtiva;Índice;2016;103,174
46145 Xàtiva;Índice;2015;100
46145 Xàtiva;Índice;2014;100,034
46145 Xàtiva;Índice;2013;100,014
46145 Xàtiva;Índice;2012;105,096
46145 Xàtiva;Índice;2011;105,319
46145 Xàtiva;Variación anual;2023;2,6
46145 Xàtiva;Variación anual;2022;3,3
46145 Xàtiva;Variación anual;2021;2
46145 Xàtiva;Variación anual;2020;2,1
46145 Xàtiva;Variación anual;2019;3,2
46145 Xàtiva;Variación anual;2018;1,7
46145 Xàtiva;Variación anual;2017;0,5
46145 Xàtiva;Variación anual;2016;3,2
46145 Xàtiva;Variación anual;2015;0
46145 Xàtiva;Variación anual;2014;0
46145 Xàtiva;Variación anual;2013;-4,8
46145 Xàtiva;Variación anual;2012;-0,2
46145 Xàtiva;Variación anual;2011;..
46147 Llíria;Índice;2023;115,416
46147 Llíria;Índice;2022;112,867
46147 Llíria;Índice;2021;109,862
46147 Llíria;Índice;2020;106,697
46147 Llíria;Índice;2019;105,883
46147 Llíria;Índice;2018;103,942
46147 Llíria;Índice;2017;102,475
46147 Llíria;Índice;2016;101,155
46147 Llíria;Índice;2015;100
46147 Llíria;Índice;2014;100,16
46147 Llíria;Índice;2013;101,539
46147 Llíria;Índice;2012;105,358
46147 Llíria;Índice;2011;105,806
46147 Llíria;Variación anual;2023;2,3
46147 Llíria;Variación anual;2022;2,7
46147 Llíria;Variación anual;2021;3
46147 Llíria;Variación anual;2020;0,8
46147 Llíria;Variación anual;2019;1,9
46147 Llíria;Variación anual;2018;1,4
46147 Llíria;Variación anual;2017;1,3
46147 Llíria;Variación anual;2016;1,2
46147 Llíria;Variación anual;2015;-0,2
46147 Llíria;Variación anual;2014;-1,4
46147 Llíria;Variación anual;2013;-3,6
46147 Llíria;Variación anual;2012;-0,4
46147 Llíria;Variación anual;2011;..
46159 Manises;Índice;2023;122,883
46159 Manises;Índice;2022;119,178
46159 Manises;Índice;2021;115,623
46159 Manises;Índice;2020;112,699
46159 Manises;Índice;2019;110,796
46159 Manises;Índice;2018;105,546
46159 Manises;Índice;2017;102,834
46159 Manises;Índice;2016;101,303
46159 Manises;Índice;2015;100
46159 Manises;Índice;2014;102,188
46159 Manises;Índice;2013;103,309
46159 Manises;Índice;2012;107,183
46159 Manises;Índice;2011;109,222
46159 Manises;Variación anual;2023;3,1
46159 Manises;Variación anual;2022;3,1
46159 Manises;Variación anual;2021;2,6
46159 Manises;Variación anual;2020;1,7
46159 Manises;Variación anual;2019;5
46159 Manises;Variación anual;2018;2,6
46159 Manises;Variación anual;2017;1,5
46159 Manises;Variación anual;2016;1,3
46159 Manises;Variación anual;2015;-2,1
46159 Manises;Variación anual;2014;-1,1
46159 Manises;Variación anual;2013;-3,6
46159 Manises;Variación anual;2012;-1,9
46159 Manises;Variación anual;2011;..
46164 Massamagrell;Índice;2023;125,369
46164 Massamagrell;Índice;2022;121,531
46164 Massamagrell;Índice;2021;118,133
46164 Massamagrell;Índice;2020;113,373
46164 Massamagrell;Índice;2019;111,553
46164 Massamagrell;Índice;2018;107,258
46164 Massamagrell;Índice;2017;104,701
46164 Massamagrell;Índice;2016;102,698
46164 Massamagrell;Índice;2015;100
46164 Massamagrell;Índice;2014;101,678
46164 Massamagrell;Índice;2013;105,009
46164 Massamagrell;Índice;2012;108,476
46164 Massamagrell;Índice;2011;111,727
46164 Massamagrell;Variación anual;2023;3,2
46164 Massamagrell;Variación anual;2022;2,9
46164 Massamagrell;Variación anual;2021;4,2
46164 Massamagrell;Variación anual;2020;1,6
46164 Massamagrell;Variación anual;2019;4
46164 Massamagrell;Variación anual;2018;2,4
46164 Massamagrell;Variación anual;2017;1,9
46164 Massamagrell;Variación anual;2016;2,7
46164 Massamagrell;Variación anual;2015;-1,7
46164 Massamagrell;Variación anual;2014;-3,2
46164 Massamagrell;Variación anual;2013;-3,2
46164 Massamagrell;Variación anual;2012;-2,9
46164 Massamagrell;Variación anual;2011;..
46166 Meliana;Índice;2023;123,773
46166 Meliana;Índice;2022;119,094
46166 Meliana;Índice;2021;115,564
46166 Meliana;Índice;2020;112,56
46166 Meliana;Índice;2019;110,18
46166 Meliana;Índice;2018;106,525
46166 Meliana;Índice;2017;104,723
46166 Meliana;Índice;2016;102,66
46166 Meliana;Índice;2015;100
46166 Meliana;Índice;2014;101,856
46166 Meliana;Índice;2013;101,346
46166 Meliana;Índice;2012;102,047
46166 Meliana;Índice;2011;104,414
46166 Meliana;Variación anual;2023;3,9
46166 Meliana;Variación anual;2022;3,1
46166 Meliana;Variación anual;2021;2,7
46166 Meliana;Variación anual;2020;2,2
46166 Meliana;Variación anual;2019;3,4
46166 Meliana;Variación anual;2018;1,7
46166 Meliana;Variación anual;2017;2
46166 Meliana;Variación anual;2016;2,7
46166 Meliana;Variación anual;2015;-1,8
46166 Meliana;Variación anual;2014;0,5
46166 Meliana;Variación anual;2013;-0,7
46166 Meliana;Variación anual;2012;-2,3
46166 Meliana;Variación anual;2011;..
46169 Mislata;Índice;2023;126,612
46169 Mislata;Índice;2022;122,225
46169 Mislata;Índice;2021;117,422
46169 Mislata;Índice;2020;114,912
46169 Mislata;Índice;2019;111,878
46169 Mislata;Índice;2018;106,571
46169 Mislata;Índice;2017;103,773
46169 Mislata;Índice;2016;101,467
46169 Mislata;Índice;2015;100
46169 Mislata;Índice;2014;100,877
46169 Mislata;Índice;2013;102,614
46169 Mislata;Índice;2012;105,295
46169 Mislata;Índice;2011;108,112
46169 Mislata;Variación anual;2023;3,6
46169 Mislata;Variación anual;2022;4,1
46169 Mislata;Variación anual;2021;2,2
46169 Mislata;Variación anual;2020;2,7
46169 Mislata;Variación anual;2019;5
46169 Mislata;Variación anual;2018;2,7
46169 Mislata;Variación anual;2017;2,3
46169 Mislata;Variación anual;2016;1,5
46169 Mislata;Variación anual;2015;-0,9
46169 Mislata;Variación anual;2014;-1,7
46169 Mislata;Variación anual;2013;-2,5
46169 Mislata;Variación anual;2012;-2,6
46169 Mislata;Variación anual;2011;..
46171 Montcada/Moncada;Índice;2023;128,901
46171 Montcada/Moncada;Índice;2022;125,242
46171 Montcada/Moncada;Índice;2021;120,633
46171 Montcada/Moncada;Índice;2020;116,28
46171 Montcada/Moncada;Índice;2019;112,949
46171 Montcada/Moncada;Índice;2018;109,325
46171 Montcada/Moncada;Índice;2017;105,369
46171 Montcada/Moncada;Índice;2016;101,661
46171 Montcada/Moncada;Índice;2015;100
46171 Montcada/Moncada;Índice;2014;100,743
46171 Montcada/Moncada;Índice;2013;103,69
46171 Montcada/Moncada;Índice;2012;106,229
46171 Montcada/Moncada;Índice;2011;106,685
46171 Montcada/Moncada;Variación anual;2023;2,9
46171 Montcada/Moncada;Variación anual;2022;3,8
46171 Montcada/Moncada;Variación anual;2021;3,7
46171 Montcada/Moncada;Variación anual;2020;2,9
46171 Montcada/Moncada;Variación anual;2019;3,3
46171 Montcada/Moncada;Variación anual;2018;3,8
46171 Montcada/Moncada;Variación anual;2017;3,6
46171 Montcada/Moncada;Variación anual;2016;1,7
46171 Montcada/Moncada;Variación anual;2015;-0,7
46171 Montcada/Moncada;Variación anual;2014;-2,8
46171 Montcada/Moncada;Variación anual;2013;-2,4
46171 Montcada/Moncada;Variación anual;2012;-0,4
46171 Montcada/Moncada;Variación anual;2011;..
46181 Oliva;Índice;2023;117,658
46181 Oliva;Índice;2022;113,678
46181 Oliva;Índice;2021;110,211
46181 Oliva;Índice;2020;108,251
46181 Oliva;Índice;2019;106,863
46181 Oliva;Índice;2018;105,119
46181 Oliva;Índice;2017;104,718
46181 Oliva;Índice;2016;102,565
46181 Oliva;Índice;2015;100
46181 Oliva;Índice;2014;100,174
46181 Oliva;Índice;2013;102,522
46181 Oliva;Índice;2012;108,183
46181 Oliva;Índice;2011;113,575
46181 Oliva;Variación anual;2023;3,5
46181 Oliva;Variación anual;2022;3,1
46181 Oliva;Variación anual;2021;1,8
46181 Oliva;Variación anual;2020;1,3
46181 Oliva;Variación anual;2019;1,7
46181 Oliva;Variación anual;2018;0,4
46181 Oliva;Variación anual;2017;2,1
46181 Oliva;Variación anual;2016;2,6
46181 Oliva;Variación anual;2015;-0,2
46181 Oliva;Variación anual;2014;-2,3
46181 Oliva;Variación anual;2013;-5,2
46181 Oliva;Variación anual;2012;-4,7
46181 Oliva;Variación anual;2011;..
46184 Ontinyent;Índice;2023;124,703
46184 Ontinyent;Índice;2022;120,744
46184 Ontinyent;Índice;2021;116,882
46184 Ontinyent;Índice;2020;113,499
46184 Ontinyent;Índice;2019;111,396
46184 Ontinyent;Índice;2018;106,924
46184 Ontinyent;Índice;2017;105,372
46184 Ontinyent;Índice;2016;102,234
46184 Ontinyent;Índice;2015;100
46184 Ontinyent;Índice;2014;100,567
46184 Ontinyent;Índice;2013;101,197
46184 Ontinyent;Índice;2012;106,171
46184 Ontinyent;Índice;2011;108,957
46184 Ontinyent;Variación anual;2023;3,3
46184 Ontinyent;Variación anual;2022;3,3
46184 Ontinyent;Variación anual;2021;3
46184 Ontinyent;Variación anual;2020;1,9
46184 Ontinyent;Variación anual;2019;4,2
46184 Ontinyent;Variación anual;2018;1,5
46184 Ontinyent;Variación anual;2017;3,1
46184 Ontinyent;Variación anual;2016;2,2
46184 Ontinyent;Variación anual;2015;-0,6
46184 Ontinyent;Variación anual;2014;-0,6
46184 Ontinyent;Variación anual;2013;-4,7
46184 Ontinyent;Variación anual;2012;-2,6
46184 Ontinyent;Variación anual;2011;..
46186 Paiporta;Índice;2023;124,968
46186 Paiporta;Índice;2022;119,891
46186 Paiporta;Índice;2021;116,618
46186 Paiporta;Índice;2020;113,094
46186 Paiporta;Índice;2019;111,339
46186 Paiporta;Índice;2018;105,768
46186 Paiporta;Índice;2017;102,631
46186 Paiporta;Índice;2016;102,225
46186 Paiporta;Índice;2015;100
46186 Paiporta;Índice;2014;100,258
46186 Paiporta;Índice;2013;101,544
46186 Paiporta;Índice;2012;108,186
46186 Paiporta;Índice;2011;111,933
46186 Paiporta;Variación anual;2023;4,2
46186 Paiporta;Variación anual;2022;2,8
46186 Paiporta;Variación anual;2021;3,1
46186 Paiporta;Variación anual;2020;1,6
46186 Paiporta;Variación anual;2019;5,3
46186 Paiporta;Variación anual;2018;3,1
46186 Paiporta;Variación anual;2017;0,4
46186 Paiporta;Variación anual;2016;2,2
46186 Paiporta;Variación anual;2015;-0,3
46186 Paiporta;Variación anual;2014;-1,3
46186 Paiporta;Variación anual;2013;-6,1
46186 Paiporta;Variación anual;2012;-3,3
46186 Paiporta;Variación anual;2011;..
46190 Paterna;Índice;2023;123,227
46190 Paterna;Índice;2022;118,558
46190 Paterna;Índice;2021;114,524
46190 Paterna;Índice;2020;111,922
46190 Paterna;Índice;2019;109,914
46190 Paterna;Índice;2018;105,795
46190 Paterna;Índice;2017;102,988
46190 Paterna;Índice;2016;101,985
46190 Paterna;Índice;2015;100
46190 Paterna;Índice;2014;99,208
46190 Paterna;Índice;2013;101,753
46190 Paterna;Índice;2012;106,749
46190 Paterna;Índice;2011;110,414
46190 Paterna;Variación anual;2023;3,9
46190 Paterna;Variación anual;2022;3,5
46190 Paterna;Variación anual;2021;2,3
46190 Paterna;Variación anual;2020;1,8
46190 Paterna;Variación anual;2019;3,9
46190 Paterna;Variación anual;2018;2,7
46190 Paterna;Variación anual;2017;1
46190 Paterna;Variación anual;2016;2
46190 Paterna;Variación anual;2015;0,8
46190 Paterna;Variación anual;2014;-2,5
46190 Paterna;Variación anual;2013;-4,7
46190 Paterna;Variación anual;2012;-3,3
46190 Paterna;Variación anual;2011;..
46193 Picanya;Índice;2023;126,019
46193 Picanya;Índice;2022;122,417
46193 Picanya;Índice;2021;117,853
46193 Picanya;Índice;2020;114,897
46193 Picanya;Índice;2019;111,579
46193 Picanya;Índice;2018;107,024
46193 Picanya;Índice;2017;105,005
46193 Picanya;Índice;2016;103,369
46193 Picanya;Índice;2015;100
46193 Picanya;Índice;2014;100,634
46193 Picanya;Índice;2013;101,936
46193 Picanya;Índice;2012;106,321
46193 Picanya;Índice;2011;108,394
46193 Picanya;Variación anual;2023;2,9
46193 Picanya;Variación anual;2022;3,9
46193 Picanya;Variación anual;2021;2,6
46193 Picanya;Variación anual;2020;3
46193 Picanya;Variación anual;2019;4,3
46193 Picanya;Variación anual;2018;1,9
46193 Picanya;Variación anual;2017;1,6
46193 Picanya;Variación anual;2016;3,4
46193 Picanya;Variación anual;2015;-0,6
46193 Picanya;Variación anual;2014;-1,3
46193 Picanya;Variación anual;2013;-4,1
46193 Picanya;Variación anual;2012;-1,9
46193 Picanya;Variación anual;2011;..
46194 Picassent;Índice;2023;125,326
46194 Picassent;Índice;2022;119,979
46194 Picassent;Índice;2021;116,09
46194 Picassent;Índice;2020;113,241
46194 Picassent;Índice;2019;111,864
46194 Picassent;Índice;2018;107
46194 Picassent;Índice;2017;104,315
46194 Picassent;Índice;2016;101,618
46194 Picassent;Índice;2015;100
46194 Picassent;Índice;2014;99,193
46194 Picassent;Índice;2013;101,575
46194 Picassent;Índice;2012;102,413
46194 Picassent;Índice;2011;103,295
46194 Picassent;Variación anual;2023;4,5
46194 Picassent;Variación anual;2022;3,4
46194 Picassent;Variación anual;2021;2,5
46194 Picassent;Variación anual;2020;1,2
46194 Picassent;Variación anual;2019;4,5
46194 Picassent;Variación anual;2018;2,6
46194 Picassent;Variación anual;2017;2,7
46194 Picassent;Variación anual;2016;1,6
46194 Picassent;Variación anual;2015;0,8
46194 Picassent;Variación anual;2014;-2,3
46194 Picassent;Variación anual;2013;-0,8
46194 Picassent;Variación anual;2012;-0,9
46194 Picassent;Variación anual;2011;..
46202 Pobla de Vallbona, la;Índice;2023;128,52
46202 Pobla de Vallbona, la;Índice;2022;123,062
46202 Pobla de Vallbona, la;Índice;2021;118,733
46202 Pobla de Vallbona, la;Índice;2020;115,759
46202 Pobla de Vallbona, la;Índice;2019;111,62
46202 Pobla de Vallbona, la;Índice;2018;107,875
46202 Pobla de Vallbona, la;Índice;2017;104,872
46202 Pobla de Vallbona, la;Índice;2016;102,127
46202 Pobla de Vallbona, la;Índice;2015;100
46202 Pobla de Vallbona, la;Índice;2014;100,154
46202 Pobla de Vallbona, la;Índice;2013;100,263
46202 Pobla de Vallbona, la;Índice;2012;108,125
46202 Pobla de Vallbona, la;Índice;2011;111,763
46202 Pobla de Vallbona, la;Variación anual;2023;4,4
46202 Pobla de Vallbona, la;Variación anual;2022;3,6
46202 Pobla de Vallbona, la;Variación anual;2021;2,6
46202 Pobla de Vallbona, la;Variación anual;2020;3,7
46202 Pobla de Vallbona, la;Variación anual;2019;3,5
46202 Pobla de Vallbona, la;Variación anual;2018;2,9
46202 Pobla de Vallbona, la;Variación anual;2017;2,7
46202 Pobla de Vallbona, la;Variación anual;2016;2,1
46202 Pobla de Vallbona, la;Variación anual;2015;-0,2
46202 Pobla de Vallbona, la;Variación anual;2014;-0,1
46202 Pobla de Vallbona, la;Variación anual;2013;-7,3
46202 Pobla de Vallbona, la;Variación anual;2012;-3,3
46202 Pobla de Vallbona, la;Variación anual;2011;..
46205 Puçol;Índice;2023;126,388
46205 Puçol;Índice;2022;120,446
46205 Puçol;Índice;2021;114,657
46205 Puçol;Índice;2020;111,562
46205 Puçol;Índice;2019;107,74
46205 Puçol;Índice;2018;104,424
46205 Puçol;Índice;2017;101,927
46205 Puçol;Índice;2016;100,022
46205 Puçol;Índice;2015;100
46205 Puçol;Índice;2014;100,672
46205 Puçol;Índice;2013;103,387
46205 Puçol;Índice;2012;107,772
46205 Puçol;Índice;2011;112,215
46205 Puçol;Variación anual;2023;4,9
46205 Puçol;Variación anual;2022;5
46205 Puçol;Variación anual;2021;2,8
46205 Puçol;Variación anual;2020;3,5
46205 Puçol;Variación anual;2019;3,2
46205 Puçol;Variación anual;2018;2,5
46205 Puçol;Variación anual;2017;1,9
46205 Puçol;Variación anual;2016;0
46205 Puçol;Variación anual;2015;-0,7
46205 Puçol;Variación anual;2014;-2,6
46205 Puçol;Variación anual;2013;-4,1
46205 Puçol;Variación anual;2012;-4
46205 Puçol;Variación anual;2011;..
46213 Requena;Índice;2023;115,691
46213 Requena;Índice;2022;112,287
46213 Requena;Índice;2021;110,13
46213 Requena;Índice;2020;107,604
46213 Requena;Índice;2019;105,944
46213 Requena;Índice;2018;102,285
46213 Requena;Índice;2017;101,601
46213 Requena;Índice;2016;100,031
46213 Requena;Índice;2015;100
46213 Requena;Índice;2014;102,771
46213 Requena;Índice;2013;105,049
46213 Requena;Índice;2012;108,113
46213 Requena;Índice;2011;110,612
46213 Requena;Variación anual;2023;3
46213 Requena;Variación anual;2022;2
46213 Requena;Variación anual;2021;2,3
46213 Requena;Variación anual;2020;1,6
46213 Requena;Variación anual;2019;3,6
46213 Requena;Variación anual;2018;0,7
46213 Requena;Variación anual;2017;1,6
46213 Requena;Variación anual;2016;0
46213 Requena;Variación anual;2015;-2,7
46213 Requena;Variación anual;2014;-2,2
46213 Requena;Variación anual;2013;-2,8
46213 Requena;Variación anual;2012;-2,3
46213 Requena;Variación anual;2011;..
46214 Riba-roja de Túria;Índice;2023;132,723
46214 Riba-roja de Túria;Índice;2022;127,034
46214 Riba-roja de Túria;Índice;2021;123,463
46214 Riba-roja de Túria;Índice;2020;118,297
46214 Riba-roja de Túria;Índice;2019;114,188
46214 Riba-roja de Túria;Índice;2018;110,411
46214 Riba-roja de Túria;Índice;2017;107,085
46214 Riba-roja de Túria;Índice;2016;104,89
46214 Riba-roja de Túria;Índice;2015;100
46214 Riba-roja de Túria;Índice;2014;99,802
46214 Riba-roja de Túria;Índice;2013;100,29
46214 Riba-roja de Túria;Índice;2012;101,98
46214 Riba-roja de Túria;Índice;2011;107,38
46214 Riba-roja de Túria;Variación anual;2023;4,5
46214 Riba-roja de Túria;Variación anual;2022;2,9
46214 Riba-roja de Túria;Variación anual;2021;4,4
46214 Riba-roja de Túria;Variación anual;2020;3,6
46214 Riba-roja de Túria;Variación anual;2019;3,4
46214 Riba-roja de Túria;Variación anual;2018;3,1
46214 Riba-roja de Túria;Variación anual;2017;2,1
46214 Riba-roja de Túria;Variación anual;2016;4,9
46214 Riba-roja de Túria;Variación anual;2015;0,2
46214 Riba-roja de Túria;Variación anual;2014;-0,5
46214 Riba-roja de Túria;Variación anual;2013;-1,7
46214 Riba-roja de Túria;Variación anual;2012;-5
46214 Riba-roja de Túria;Variación anual;2011;..
46220 Sagunt/Sagunto;Índice;2023;124,961
46220 Sagunt/Sagunto;Índice;2022;120,116
46220 Sagunt/Sagunto;Índice;2021;115,426
46220 Sagunt/Sagunto;Índice;2020;112,311
46220 Sagunt/Sagunto;Índice;2019;109,732
46220 Sagunt/Sagunto;Índice;2018;105,867
46220 Sagunt/Sagunto;Índice;2017;104,057
46220 Sagunt/Sagunto;Índice;2016;102,232
46220 Sagunt/Sagunto;Índice;2015;100
46220 Sagunt/Sagunto;Índice;2014;100,766
46220 Sagunt/Sagunto;Índice;2013;100,628
46220 Sagunt/Sagunto;Índice;2012;104,12
46220 Sagunt/Sagunto;Índice;2011;105,623
46220 Sagunt/Sagunto;Variación anual;2023;4
46220 Sagunt/Sagunto;Variación anual;2022;4,1
46220 Sagunt/Sagunto;Variación anual;2021;2,8
46220 Sagunt/Sagunto;Variación anual;2020;2,4
46220 Sagunt/Sagunto;Variación anual;2019;3,7
46220 Sagunt/Sagunto;Variación anual;2018;1,7
46220 Sagunt/Sagunto;Variación anual;2017;1,8
46220 Sagunt/Sagunto;Variación anual;2016;2,2
46220 Sagunt/Sagunto;Variación anual;2015;-0,8
46220 Sagunt/Sagunto;Variación anual;2014;0,1
46220 Sagunt/Sagunto;Variación anual;2013;-3,4
46220 Sagunt/Sagunto;Variación anual;2012;-1,4
46220 Sagunt/Sagunto;Variación anual;2011;..
46223 Sedaví;Índice;2023;123,434
46223 Sedaví;Índice;2022;118,078
46223 Sedaví;Índice;2021;115,524
46223 Sedaví;Índice;2020;111,931
46223 Sedaví;Índice;2019;108,873
46223 Sedaví;Índice;2018;104,923
46223 Sedaví;Índice;2017;102,667
46223 Sedaví;Índice;2016;103,204
46223 Sedaví;Índice;2015;100
46223 Sedaví;Índice;2014;101,031
46223 Sedaví;Índice;2013;104,667
46223 Sedaví;Índice;2012;105,287
46223 Sedaví;Índice;2011;108,535
46223 Sedaví;Variación anual;2023;4,5
46223 Sedaví;Variación anual;2022;2,2
46223 Sedaví;Variación anual;2021;3,2
46223 Sedaví;Variación anual;2020;2,8
46223 Sedaví;Variación anual;2019;3,8
46223 Sedaví;Variación anual;2018;2,2
46223 Sedaví;Variación anual;2017;-0,5
46223 Sedaví;Variación anual;2016;3,2
46223 Sedaví;Variación anual;2015;-1
46223 Sedaví;Variación anual;2014;-3,5
46223 Sedaví;Variación anual;2013;-0,6
46223 Sedaví;Variación anual;2012;-3
46223 Sedaví;Variación anual;2011;..
46230 Silla;Índice;2023;123,082
46230 Silla;Índice;2022;118,563
46230 Silla;Índice;2021;114,814
46230 Silla;Índice;2020;111,866
46230 Silla;Índice;2019;108,47
46230 Silla;Índice;2018;105,084
46230 Silla;Índice;2017;103,33
46230 Silla;Índice;2016;102,337
46230 Silla;Índice;2015;100
46230 Silla;Índice;2014;98,92
46230 Silla;Índice;2013;98,221
46230 Silla;Índice;2012;99,937
46230 Silla;Índice;2011;103,204
46230 Silla;Variación anual;2023;3,8
46230 Silla;Variación anual;2022;3,3
46230 Silla;Variación anual;2021;2,6
46230 Silla;Variación anual;2020;3,1
46230 Silla;Variación anual;2019;3,2
46230 Silla;Variación anual;2018;1,7
46230 Silla;Variación anual;2017;1
46230 Silla;Variación anual;2016;2,3
46230 Silla;Variación anual;2015;1,1
46230 Silla;Variación anual;2014;0,7
46230 Silla;Variación anual;2013;-1,7
46230 Silla;Variación anual;2012;-3,2
46230 Silla;Variación anual;2011;..
46235 Sueca;Índice;2023;115,362
46235 Sueca;Índice;2022;111,617
46235 Sueca;Índice;2021;108,607
46235 Sueca;Índice;2020;106,546
46235 Sueca;Índice;2019;105,668
46235 Sueca;Índice;2018;103,97
46235 Sueca;Índice;2017;101,047
46235 Sueca;Índice;2016;100,643
46235 Sueca;Índice;2015;100
46235 Sueca;Índice;2014;100,602
46235 Sueca;Índice;2013;101,512
46235 Sueca;Índice;2012;105,6
46235 Sueca;Índice;2011;108,603
46235 Sueca;Variación anual;2023;3,4
46235 Sueca;Variación anual;2022;2,8
46235 Sueca;Variación anual;2021;1,9
46235 Sueca;Variación anual;2020;0,8
46235 Sueca;Variación anual;2019;1,6
46235 Sueca;Variación anual;2018;2,9
46235 Sueca;Variación anual;2017;0,4
46235 Sueca;Variación anual;2016;0,6
46235 Sueca;Variación anual;2015;-0,6
46235 Sueca;Variación anual;2014;-0,9
46235 Sueca;Variación anual;2013;-3,9
46235 Sueca;Variación anual;2012;-2,8
46235 Sueca;Variación anual;2011;..
46238 Tavernes de la Valldigna;Índice;2023;113,94
46238 Tavernes de la Valldigna;Índice;2022;110,902
46238 Tavernes de la Valldigna;Índice;2021;108,764
46238 Tavernes de la Valldigna;Índice;2020;107,145
46238 Tavernes de la Valldigna;Índice;2019;105,349
46238 Tavernes de la Valldigna;Índice;2018;100,676
