Total Nacional;Comunidades y Ciudades Autónomas;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;17 Rioja, La;(75-90];Variación anual;2015;-0,6
Total Nacional;17 Rioja, La;(75-90];Variación anual;2014;-2,2
Total Nacional;17 Rioja, La;(75-90];Variación anual;2013;-2,9
Total Nacional;17 Rioja, La;(75-90];Variación anual;2012;-3
Total Nacional;17 Rioja, La;(75-90];Variación anual;2011;..
Total Nacional;17 Rioja, La;(90-120];Índice;2023;114,573
Total Nacional;17 Rioja, La;(90-120];Índice;2022;112,4
Total Nacional;17 Rioja, La;(90-120];Índice;2021;109,601
Total Nacional;17 Rioja, La;(90-120];Índice;2020;107,811
Total Nacional;17 Rioja, La;(90-120];Índice;2019;106,867
Total Nacional;17 Rioja, La;(90-120];Índice;2018;104,702
Total Nacional;17 Rioja, La;(90-120];Índice;2017;103,322
Total Nacional;17 Rioja, La;(90-120];Índice;2016;101,75
Total Nacional;17 Rioja, La;(90-120];Índice;2015;100
Total Nacional;17 Rioja, La;(90-120];Índice;2014;100,443
Total Nacional;17 Rioja, La;(90-120];Índice;2013;101,812
Total Nacional;17 Rioja, La;(90-120];Índice;2012;104,825
Total Nacional;17 Rioja, La;(90-120];Índice;2011;107,12
Total Nacional;17 Rioja, La;(90-120];Variación anual;2023;1,9
Total Nacional;17 Rioja, La;(90-120];Variación anual;2022;2,6
Total Nacional;17 Rioja, La;(90-120];Variación anual;2021;1,7
Total Nacional;17 Rioja, La;(90-120];Variación anual;2020;0,9
Total Nacional;17 Rioja, La;(90-120];Variación anual;2019;2,1
Total Nacional;17 Rioja, La;(90-120];Variación anual;2018;1,3
Total Nacional;17 Rioja, La;(90-120];Variación anual;2017;1,5
Total Nacional;17 Rioja, La;(90-120];Variación anual;2016;1,7
Total Nacional;17 Rioja, La;(90-120];Variación anual;2015;-0,4
Total Nacional;17 Rioja, La;(90-120];Variación anual;2014;-1,3
Total Nacional;17 Rioja, La;(90-120];Variación anual;2013;-2,9
Total Nacional;17 Rioja, La;(90-120];Variación anual;2012;-2,1
Total Nacional;17 Rioja, La;(90-120];Variación anual;2011;..
Total Nacional;17 Rioja, La;(120-150];Índice;2023;113,259
Total Nacional;17 Rioja, La;(120-150];Índice;2022;112,113
Total Nacional;17 Rioja, La;(120-150];Índice;2021;108,968
Total Nacional;17 Rioja, La;(120-150];Índice;2020;107,108
Total Nacional;17 Rioja, La;(120-150];Índice;2019;106,384
Total Nacional;17 Rioja, La;(120-150];Índice;2018;103,83
Total Nacional;17 Rioja, La;(120-150];Índice;2017;103,279
Total Nacional;17 Rioja, La;(120-150];Índice;2016;101,614
Total Nacional;17 Rioja, La;(120-150];Índice;2015;100
Total Nacional;17 Rioja, La;(120-150];Índice;2014;98,845
Total Nacional;17 Rioja, La;(120-150];Índice;2013;98,763
Total Nacional;17 Rioja, La;(120-150];Índice;2012;99,547
Total Nacional;17 Rioja, La;(120-150];Índice;2011;101,171
Total Nacional;17 Rioja, La;(120-150];Variación anual;2023;1
Total Nacional;17 Rioja, La;(120-150];Variación anual;2022;2,9
Total Nacional;17 Rioja, La;(120-150];Variación anual;2021;1,7
Total Nacional;17 Rioja, La;(120-150];Variación anual;2020;0,7
Total Nacional;17 Rioja, La;(120-150];Variación anual;2019;2,5
Total Nacional;17 Rioja, La;(120-150];Variación anual;2018;0,5
Total Nacional;17 Rioja, La;(120-150];Variación anual;2017;1,6
Total Nacional;17 Rioja, La;(120-150];Variación anual;2016;1,6
Total Nacional;17 Rioja, La;(120-150];Variación anual;2015;1,2
Total Nacional;17 Rioja, La;(120-150];Variación anual;2014;0,1
Total Nacional;17 Rioja, La;(120-150];Variación anual;2013;-0,8
Total Nacional;17 Rioja, La;(120-150];Variación anual;2012;-1,6
Total Nacional;17 Rioja, La;(120-150];Variación anual;2011;..
Total Nacional;17 Rioja, La;>150;Índice;2023;109,191
Total Nacional;17 Rioja, La;>150;Índice;2022;107,45
Total Nacional;17 Rioja, La;>150;Índice;2021;106,887
Total Nacional;17 Rioja, La;>150;Índice;2020;105,426
Total Nacional;17 Rioja, La;>150;Índice;2019;104,387
Total Nacional;17 Rioja, La;>150;Índice;2018;101,42
Total Nacional;17 Rioja, La;>150;Índice;2017;100,65
Total Nacional;17 Rioja, La;>150;Índice;2016;99,215
Total Nacional;17 Rioja, La;>150;Índice;2015;100
Total Nacional;17 Rioja, La;>150;Índice;2014;98,964
Total Nacional;17 Rioja, La;>150;Índice;2013;101,848
Total Nacional;17 Rioja, La;>150;Índice;2012;102,457
Total Nacional;17 Rioja, La;>150;Índice;2011;103,893
Total Nacional;17 Rioja, La;>150;Variación anual;2023;1,6
Total Nacional;17 Rioja, La;>150;Variación anual;2022;0,5
Total Nacional;17 Rioja, La;>150;Variación anual;2021;1,4
Total Nacional;17 Rioja, La;>150;Variación anual;2020;1
Total Nacional;17 Rioja, La;>150;Variación anual;2019;2,9
Total Nacional;17 Rioja, La;>150;Variación anual;2018;0,8
Total Nacional;17 Rioja, La;>150;Variación anual;2017;1,4
Total Nacional;17 Rioja, La;>150;Variación anual;2016;-0,8
Total Nacional;17 Rioja, La;>150;Variación anual;2015;1
Total Nacional;17 Rioja, La;>150;Variación anual;2014;-2,8
Total Nacional;17 Rioja, La;>150;Variación anual;2013;-0,6
Total Nacional;17 Rioja, La;>150;Variación anual;2012;-1,4
Total Nacional;17 Rioja, La;>150;Variación anual;2011;..
Total Nacional;18 Ceuta;Total;Índice;2023;108,542
Total Nacional;18 Ceuta;Total;Índice;2022;107,679
Total Nacional;18 Ceuta;Total;Índice;2021;106,884
Total Nacional;18 Ceuta;Total;Índice;2020;105,383
Total Nacional;18 Ceuta;Total;Índice;2019;105,424
Total Nacional;18 Ceuta;Total;Índice;2018;103,849
Total Nacional;18 Ceuta;Total;Índice;2017;102,59
Total Nacional;18 Ceuta;Total;Índice;2016;102,235
Total Nacional;18 Ceuta;Total;Índice;2015;100
Total Nacional;18 Ceuta;Total;Índice;2014;99,539
Total Nacional;18 Ceuta;Total;Índice;2013;99,741
Total Nacional;18 Ceuta;Total;Índice;2012;99,913
Total Nacional;18 Ceuta;Total;Índice;2011;99,348
Total Nacional;18 Ceuta;Total;Variación anual;2023;0,8
Total Nacional;18 Ceuta;Total;Variación anual;2022;0,7
Total Nacional;18 Ceuta;Total;Variación anual;2021;1,4
Total Nacional;18 Ceuta;Total;Variación anual;2020;0
Total Nacional;18 Ceuta;Total;Variación anual;2019;1,5
Total Nacional;18 Ceuta;Total;Variación anual;2018;1,2
Total Nacional;18 Ceuta;Total;Variación anual;2017;0,3
Total Nacional;18 Ceuta;Total;Variación anual;2016;2,2
Total Nacional;18 Ceuta;Total;Variación anual;2015;0,5
Total Nacional;18 Ceuta;Total;Variación anual;2014;-0,2
Total Nacional;18 Ceuta;Total;Variación anual;2013;-0,2
Total Nacional;18 Ceuta;Total;Variación anual;2012;0,6
Total Nacional;18 Ceuta;Total;Variación anual;2011;..
Total Nacional;18 Ceuta;<=60;Índice;2023;109,377
Total Nacional;18 Ceuta;<=60;Índice;2022;108,782
Total Nacional;18 Ceuta;<=60;Índice;2021;107,821
Total Nacional;18 Ceuta;<=60;Índice;2020;105,835
Total Nacional;18 Ceuta;<=60;Índice;2019;103,801
Total Nacional;18 Ceuta;<=60;Índice;2018;101,678
Total Nacional;18 Ceuta;<=60;Índice;2017;101,241
Total Nacional;18 Ceuta;<=60;Índice;2016;101,951
Total Nacional;18 Ceuta;<=60;Índice;2015;100
Total Nacional;18 Ceuta;<=60;Índice;2014;98,977
Total Nacional;18 Ceuta;<=60;Índice;2013;97,589
Total Nacional;18 Ceuta;<=60;Índice;2012;99,894
Total Nacional;18 Ceuta;<=60;Índice;2011;99,914
Total Nacional;18 Ceuta;<=60;Variación anual;2023;0,5
Total Nacional;18 Ceuta;<=60;Variación anual;2022;0,9
Total Nacional;18 Ceuta;<=60;Variación anual;2021;1,9
Total Nacional;18 Ceuta;<=60;Variación anual;2020;2
Total Nacional;18 Ceuta;<=60;Variación anual;2019;2,1
Total Nacional;18 Ceuta;<=60;Variación anual;2018;0,4
Total Nacional;18 Ceuta;<=60;Variación anual;2017;-0,7
Total Nacional;18 Ceuta;<=60;Variación anual;2016;2
Total Nacional;18 Ceuta;<=60;Variación anual;2015;1
Total Nacional;18 Ceuta;<=60;Variación anual;2014;1,4
Total Nacional;18 Ceuta;<=60;Variación anual;2013;-2,3
Total Nacional;18 Ceuta;<=60;Variación anual;2012;0
Total Nacional;18 Ceuta;<=60;Variación anual;2011;..
Total Nacional;18 Ceuta;(60-75];Índice;2023;108,204
Total Nacional;18 Ceuta;(60-75];Índice;2022;107,303
Total Nacional;18 Ceuta;(60-75];Índice;2021;107,083
Total Nacional;18 Ceuta;(60-75];Índice;2020;105,524
Total Nacional;18 Ceuta;(60-75];Índice;2019;106,581
Total Nacional;18 Ceuta;(60-75];Índice;2018;103,525
Total Nacional;18 Ceuta;(60-75];Índice;2017;101,969
Total Nacional;18 Ceuta;(60-75];Índice;2016;102,116
Total Nacional;18 Ceuta;(60-75];Índice;2015;100
Total Nacional;18 Ceuta;(60-75];Índice;2014;99,849
Total Nacional;18 Ceuta;(60-75];Índice;2013;99,884
Total Nacional;18 Ceuta;(60-75];Índice;2012;96,832
Total Nacional;18 Ceuta;(60-75];Índice;2011;96,137
Total Nacional;18 Ceuta;(60-75];Variación anual;2023;0,8
Total Nacional;18 Ceuta;(60-75];Variación anual;2022;0,2
Total Nacional;18 Ceuta;(60-75];Variación anual;2021;1,5
Total Nacional;18 Ceuta;(60-75];Variación anual;2020;-1
Total Nacional;18 Ceuta;(60-75];Variación anual;2019;3
Total Nacional;18 Ceuta;(60-75];Variación anual;2018;1,5
Total Nacional;18 Ceuta;(60-75];Variación anual;2017;-0,1
Total Nacional;18 Ceuta;(60-75];Variación anual;2016;2,1
Total Nacional;18 Ceuta;(60-75];Variación anual;2015;0,2
Total Nacional;18 Ceuta;(60-75];Variación anual;2014;0
Total Nacional;18 Ceuta;(60-75];Variación anual;2013;3,2
Total Nacional;18 Ceuta;(60-75];Variación anual;2012;0,7
Total Nacional;18 Ceuta;(60-75];Variación anual;2011;..
Total Nacional;18 Ceuta;(75-90];Índice;2023;104,943
Total Nacional;18 Ceuta;(75-90];Índice;2022;104,665
Total Nacional;18 Ceuta;(75-90];Índice;2021;103,807
Total Nacional;18 Ceuta;(75-90];Índice;2020;101,666
Total Nacional;18 Ceuta;(75-90];Índice;2019;102,08
Total Nacional;18 Ceuta;(75-90];Índice;2018;101,91
Total Nacional;18 Ceuta;(75-90];Índice;2017;102,629
Total Nacional;18 Ceuta;(75-90];Índice;2016;101,069
Total Nacional;18 Ceuta;(75-90];Índice;2015;100
Total Nacional;18 Ceuta;(75-90];Índice;2014;102,274
Total Nacional;18 Ceuta;(75-90];Índice;2013;104,105
Total Nacional;18 Ceuta;(75-90];Índice;2012;105,89
Total Nacional;18 Ceuta;(75-90];Índice;2011;104,764
Total Nacional;18 Ceuta;(75-90];Variación anual;2023;0,3
Total Nacional;18 Ceuta;(75-90];Variación anual;2022;0,8
Total Nacional;18 Ceuta;(75-90];Variación anual;2021;2,1
Total Nacional;18 Ceuta;(75-90];Variación anual;2020;-0,4
Total Nacional;18 Ceuta;(75-90];Variación anual;2019;0,2
Total Nacional;18 Ceuta;(75-90];Variación anual;2018;-0,7
Total Nacional;18 Ceuta;(75-90];Variación anual;2017;1,5
Total Nacional;18 Ceuta;(75-90];Variación anual;2016;1,1
Total Nacional;18 Ceuta;(75-90];Variación anual;2015;-2,2
Total Nacional;18 Ceuta;(75-90];Variación anual;2014;-1,8
Total Nacional;18 Ceuta;(75-90];Variación anual;2013;-1,7
Total Nacional;18 Ceuta;(75-90];Variación anual;2012;1,1
Total Nacional;18 Ceuta;(75-90];Variación anual;2011;..
Total Nacional;18 Ceuta;(90-120];Índice;2023;107,455
Total Nacional;18 Ceuta;(90-120];Índice;2022;105,86
Total Nacional;18 Ceuta;(90-120];Índice;2021;105,655
Total Nacional;18 Ceuta;(90-120];Índice;2020;105
Total Nacional;18 Ceuta;(90-120];Índice;2019;105,658
Total Nacional;18 Ceuta;(90-120];Índice;2018;102,84
Total Nacional;18 Ceuta;(90-120];Índice;2017;102,542
Total Nacional;18 Ceuta;(90-120];Índice;2016;102,281
Total Nacional;18 Ceuta;(90-120];Índice;2015;100
Total Nacional;18 Ceuta;(90-120];Índice;2014;98,507
Total Nacional;18 Ceuta;(90-120];Índice;2013;98,727
Total Nacional;18 Ceuta;(90-120];Índice;2012;95,798
Total Nacional;18 Ceuta;(90-120];Índice;2011;94,853
Total Nacional;18 Ceuta;(90-120];Variación anual;2023;1,5
Total Nacional;18 Ceuta;(90-120];Variación anual;2022;0,2
Total Nacional;18 Ceuta;(90-120];Variación anual;2021;0,6
Total Nacional;18 Ceuta;(90-120];Variación anual;2020;-0,6
Total Nacional;18 Ceuta;(90-120];Variación anual;2019;2,7
Total Nacional;18 Ceuta;(90-120];Variación anual;2018;0,3
Total Nacional;18 Ceuta;(90-120];Variación anual;2017;0,3
Total Nacional;18 Ceuta;(90-120];Variación anual;2016;2,3
Total Nacional;18 Ceuta;(90-120];Variación anual;2015;1,5
Total Nacional;18 Ceuta;(90-120];Variación anual;2014;-0,2
Total Nacional;18 Ceuta;(90-120];Variación anual;2013;3,1
Total Nacional;18 Ceuta;(90-120];Variación anual;2012;1
Total Nacional;18 Ceuta;(90-120];Variación anual;2011;..
Total Nacional;18 Ceuta;(120-150];Índice;2023;103,887
Total Nacional;18 Ceuta;(120-150];Índice;2022;103,887
Total Nacional;18 Ceuta;(120-150];Índice;2021;103,6
Total Nacional;18 Ceuta;(120-150];Índice;2020;104,102
Total Nacional;18 Ceuta;(120-150];Índice;2019;105,418
Total Nacional;18 Ceuta;(120-150];Índice;2018;109,402
Total Nacional;18 Ceuta;(120-150];Índice;2017;105,844
Total Nacional;18 Ceuta;(120-150];Índice;2016;104,024
Total Nacional;18 Ceuta;(120-150];Índice;2015;100
Total Nacional;18 Ceuta;(120-150];Índice;2014;100,535
Total Nacional;18 Ceuta;(120-150];Índice;2013;99,961
Total Nacional;18 Ceuta;(120-150];Índice;2012;101,004
Total Nacional;18 Ceuta;(120-150];Índice;2011;100,042
Total Nacional;18 Ceuta;(120-150];Variación anual;2023;0
Total Nacional;18 Ceuta;(120-150];Variación anual;2022;0,3
Total Nacional;18 Ceuta;(120-150];Variación anual;2021;-0,5
Total Nacional;18 Ceuta;(120-150];Variación anual;2020;-1,2
Total Nacional;18 Ceuta;(120-150];Variación anual;2019;-3,6
Total Nacional;18 Ceuta;(120-150];Variación anual;2018;3,4
Total Nacional;18 Ceuta;(120-150];Variación anual;2017;1,7
Total Nacional;18 Ceuta;(120-150];Variación anual;2016;4
Total Nacional;18 Ceuta;(120-150];Variación anual;2015;-0,5
Total Nacional;18 Ceuta;(120-150];Variación anual;2014;0,6
Total Nacional;18 Ceuta;(120-150];Variación anual;2013;-1
Total Nacional;18 Ceuta;(120-150];Variación anual;2012;1
Total Nacional;18 Ceuta;(120-150];Variación anual;2011;..
Total Nacional;18 Ceuta;>150;Índice;2023;126,466
Total Nacional;18 Ceuta;>150;Índice;2022;123,428
Total Nacional;18 Ceuta;>150;Índice;2021;118,082
Total Nacional;18 Ceuta;>150;Índice;2020;114,931
Total Nacional;18 Ceuta;>150;Índice;2019;117,294
Total Nacional;18 Ceuta;>150;Índice;2018;115,793
Total Nacional;18 Ceuta;>150;Índice;2017;106,406
Total Nacional;18 Ceuta;>150;Índice;2016;104,37
Total Nacional;18 Ceuta;>150;Índice;2015;100
Total Nacional;18 Ceuta;>150;Índice;2014;93,807
Total Nacional;18 Ceuta;>150;Índice;2013;100,014
Total Nacional;18 Ceuta;>150;Índice;2012;105,946
Total Nacional;18 Ceuta;>150;Índice;2011;106,734
Total Nacional;18 Ceuta;>150;Variación anual;2023;2,5
Total Nacional;18 Ceuta;>150;Variación anual;2022;4,5
Total Nacional;18 Ceuta;>150;Variación anual;2021;2,7
Total Nacional;18 Ceuta;>150;Variación anual;2020;-2
Total Nacional;18 Ceuta;>150;Variación anual;2019;1,3
Total Nacional;18 Ceuta;>150;Variación anual;2018;8,8
Total Nacional;18 Ceuta;>150;Variación anual;2017;2
Total Nacional;18 Ceuta;>150;Variación anual;2016;4,4
Total Nacional;18 Ceuta;>150;Variación anual;2015;6,6
Total Nacional;18 Ceuta;>150;Variación anual;2014;-6,2
Total Nacional;18 Ceuta;>150;Variación anual;2013;-5,6
Total Nacional;18 Ceuta;>150;Variación anual;2012;-0,7
Total Nacional;18 Ceuta;>150;Variación anual;2011;..
Total Nacional;19 Melilla;Total;Índice;2023;107,428
Total Nacional;19 Melilla;Total;Índice;2022;107,011
Total Nacional;19 Melilla;Total;Índice;2021;105,804
Total Nacional;19 Melilla;Total;Índice;2020;105,09
Total Nacional;19 Melilla;Total;Índice;2019;104,31
Total Nacional;19 Melilla;Total;Índice;2018;103,199
Total Nacional;19 Melilla;Total;Índice;2017;101,872
Total Nacional;19 Melilla;Total;Índice;2016;101,022
Total Nacional;19 Melilla;Total;Índice;2015;100
Total Nacional;19 Melilla;Total;Índice;2014;99,494
Total Nacional;19 Melilla;Total;Índice;2013;99,498
Total Nacional;19 Melilla;Total;Índice;2012;99,74
Total Nacional;19 Melilla;Total;Índice;2011;95,953
Total Nacional;19 Melilla;Total;Variación anual;2023;0,4
Total Nacional;19 Melilla;Total;Variación anual;2022;1,1
Total Nacional;19 Melilla;Total;Variación anual;2021;0,7
Total Nacional;19 Melilla;Total;Variación anual;2020;0,7
Total Nacional;19 Melilla;Total;Variación anual;2019;1,1
Total Nacional;19 Melilla;Total;Variación anual;2018;1,3
Total Nacional;19 Melilla;Total;Variación anual;2017;0,8
Total Nacional;19 Melilla;Total;Variación anual;2016;1
Total Nacional;19 Melilla;Total;Variación anual;2015;0,5
Total Nacional;19 Melilla;Total;Variación anual;2014;0
Total Nacional;19 Melilla;Total;Variación anual;2013;-0,2
Total Nacional;19 Melilla;Total;Variación anual;2012;3,9
Total Nacional;19 Melilla;Total;Variación anual;2011;..
Total Nacional;19 Melilla;<=60;Índice;2023;109,536
Total Nacional;19 Melilla;<=60;Índice;2022;108,636
Total Nacional;19 Melilla;<=60;Índice;2021;107,705
Total Nacional;19 Melilla;<=60;Índice;2020;107,101
Total Nacional;19 Melilla;<=60;Índice;2019;105,543
Total Nacional;19 Melilla;<=60;Índice;2018;104,691
Total Nacional;19 Melilla;<=60;Índice;2017;102,394
Total Nacional;19 Melilla;<=60;Índice;2016;101,045
Total Nacional;19 Melilla;<=60;Índice;2015;100
Total Nacional;19 Melilla;<=60;Índice;2014;97,069
Total Nacional;19 Melilla;<=60;Índice;2013;97,179
Total Nacional;19 Melilla;<=60;Índice;2012;97,541
Total Nacional;19 Melilla;<=60;Índice;2011;92,879
Total Nacional;19 Melilla;<=60;Variación anual;2023;0,8
Total Nacional;19 Melilla;<=60;Variación anual;2022;0,9
Total Nacional;19 Melilla;<=60;Variación anual;2021;0,6
Total Nacional;19 Melilla;<=60;Variación anual;2020;1,5
Total Nacional;19 Melilla;<=60;Variación anual;2019;0,8
Total Nacional;19 Melilla;<=60;Variación anual;2018;2,2
Total Nacional;19 Melilla;<=60;Variación anual;2017;1,3
Total Nacional;19 Melilla;<=60;Variación anual;2016;1
Total Nacional;19 Melilla;<=60;Variación anual;2015;3
Total Nacional;19 Melilla;<=60;Variación anual;2014;-0,1
Total Nacional;19 Melilla;<=60;Variación anual;2013;-0,4
Total Nacional;19 Melilla;<=60;Variación anual;2012;5
Total Nacional;19 Melilla;<=60;Variación anual;2011;..
Total Nacional;19 Melilla;(60-75];Índice;2023;109,183
Total Nacional;19 Melilla;(60-75];Índice;2022;109,704
Total Nacional;19 Melilla;(60-75];Índice;2021;107,406
Total Nacional;19 Melilla;(60-75];Índice;2020;107,744
Total Nacional;19 Melilla;(60-75];Índice;2019;105,432
Total Nacional;19 Melilla;(60-75];Índice;2018;103,875
Total Nacional;19 Melilla;(60-75];Índice;2017;103,268
Total Nacional;19 Melilla;(60-75];Índice;2016;101,156
Total Nacional;19 Melilla;(60-75];Índice;2015;100
Total Nacional;19 Melilla;(60-75];Índice;2014;100,784
Total Nacional;19 Melilla;(60-75];Índice;2013;100,027
Total Nacional;19 Melilla;(60-75];Índice;2012;101,235
Total Nacional;19 Melilla;(60-75];Índice;2011;96,952
Total Nacional;19 Melilla;(60-75];Variación anual;2023;-0,5
Total Nacional;19 Melilla;(60-75];Variación anual;2022;2,1
