País de nacimiento;Nacionalidad;Periodo;Total
Mali;Extranjero;2021S2;1.771
Mali;Extranjero;2021S1;2.118
Mali;Extranjero;2020S2;1.248
Mali;Extranjero;2020S1;979
Mali;Extranjero;2019S2;1.242
Mali;Extranjero;2019S1;1.424
Mali;Extranjero;2018S2;1.030
Mali;Extranjero;2018S1;785
Mali;Extranjero;2017S2;622
Mali;Extranjero;2017S1;498
Mali;Extranjero;2016S2;579
Mali;Extranjero;2016S1;570
Mali;Extranjero;2015S2;537
Mali;Extranjero;2015S1;594
Mali;Extranjero;2014S2;644
Mali;Extranjero;2014S1;602
Mali;Extranjero;2013S2;639
Mali;Extranjero;2013S1;503
Mali;Extranjero;2012S2;492
Mali;Extranjero;2012S1;568
Mali;Extranjero;2011S2;492
Mali;Extranjero;2011S1;573
Mali;Extranjero;2010S2;551
Mali;Extranjero;2010S1;752
Mali;Extranjero;2009S2;894
Mali;Extranjero;2009S1;1.192
Mali;Extranjero;2008S2;1.595
Mali;Extranjero;2008S1;1.897
Marruecos;Total;2022S1;36.152
Marruecos;Total;2021S2;36.478
Marruecos;Total;2021S1;24.088
Marruecos;Total;2020S2;23.387
Marruecos;Total;2020S1;22.604
Marruecos;Total;2019S2;38.979
Marruecos;Total;2019S1;35.848
Marruecos;Total;2018S2;36.355
Marruecos;Total;2018S1;26.254
Marruecos;Total;2017S2;23.007
Marruecos;Total;2017S1;17.722
Marruecos;Total;2016S2;15.582
Marruecos;Total;2016S1;14.482
Marruecos;Total;2015S2;12.175
Marruecos;Total;2015S1;11.823
Marruecos;Total;2014S2;9.816
Marruecos;Total;2014S1;10.106
Marruecos;Total;2013S2;9.851
Marruecos;Total;2013S1;10.371
Marruecos;Total;2012S2;10.174
Marruecos;Total;2012S1;12.020
Marruecos;Total;2011S2;13.899
Marruecos;Total;2011S1;13.752
Marruecos;Total;2010S2;13.331
Marruecos;Total;2010S1;16.296
Marruecos;Total;2009S2;17.105
Marruecos;Total;2009S1;25.541
Marruecos;Total;2008S2;30.332
Marruecos;Total;2008S1;40.809
Marruecos;Española;2022S1;644
Marruecos;Española;2021S2;1.035
Marruecos;Española;2021S1;519
Marruecos;Española;2020S2;573
Marruecos;Española;2020S1;553
Marruecos;Española;2019S2;1.097
Marruecos;Española;2019S1;776
Marruecos;Española;2018S2;895
Marruecos;Española;2018S1;714
Marruecos;Española;2017S2;782
Marruecos;Española;2017S1;541
Marruecos;Española;2016S2;528
Marruecos;Española;2016S1;445
Marruecos;Española;2015S2;487
Marruecos;Española;2015S1;363
Marruecos;Española;2014S2;366
Marruecos;Española;2014S1;299
Marruecos;Española;2013S2;300
Marruecos;Española;2013S1;239
Marruecos;Española;2012S2;259
Marruecos;Española;2012S1;225
Marruecos;Española;2011S2;258
Marruecos;Española;2011S1;174
Marruecos;Española;2010S2;189
Marruecos;Española;2010S1;149
Marruecos;Española;2009S2;180
Marruecos;Española;2009S1;136
Marruecos;Española;2008S2;170
Marruecos;Española;2008S1;162
Marruecos;Extranjero;2022S1;35.508
Marruecos;Extranjero;2021S2;35.443
Marruecos;Extranjero;2021S1;23.569
Marruecos;Extranjero;2020S2;22.814
Marruecos;Extranjero;2020S1;22.051
Marruecos;Extranjero;2019S2;37.882
Marruecos;Extranjero;2019S1;35.072
Marruecos;Extranjero;2018S2;35.460
Marruecos;Extranjero;2018S1;25.540
Marruecos;Extranjero;2017S2;22.225
Marruecos;Extranjero;2017S1;17.181
Marruecos;Extranjero;2016S2;15.053
Marruecos;Extranjero;2016S1;14.037
Marruecos;Extranjero;2015S2;11.688
Marruecos;Extranjero;2015S1;11.460
Marruecos;Extranjero;2014S2;9.450
Marruecos;Extranjero;2014S1;9.807
Marruecos;Extranjero;2013S2;9.551
Marruecos;Extranjero;2013S1;10.132
Marruecos;Extranjero;2012S2;9.916
Marruecos;Extranjero;2012S1;11.794
Marruecos;Extranjero;2011S2;13.641
Marruecos;Extranjero;2011S1;13.577
Marruecos;Extranjero;2010S2;13.142
Marruecos;Extranjero;2010S1;16.147
Marruecos;Extranjero;2009S2;16.925
Marruecos;Extranjero;2009S1;25.406
Marruecos;Extranjero;2008S2;30.163
Marruecos;Extranjero;2008S1;40.646
Mauritania;Total;2022S1;566
Mauritania;Total;2021S2;795
Mauritania;Total;2021S1;461
Mauritania;Total;2020S2;281
Mauritania;Total;2020S1;319
Mauritania;Total;2019S2;485
Mauritania;Total;2019S1;427
Mauritania;Total;2018S2;451
Mauritania;Total;2018S1;313
Mauritania;Total;2017S2;289
Mauritania;Total;2017S1;197
Mauritania;Total;2016S2;360
Mauritania;Total;2016S1;358
Mauritania;Total;2015S2;371
Mauritania;Total;2015S1;300
Mauritania;Total;2014S2;287
Mauritania;Total;2014S1;263
Mauritania;Total;2013S2;261
Mauritania;Total;2013S1;245
Mauritania;Total;2012S2;225
Mauritania;Total;2012S1;247
Mauritania;Total;2011S2;298
Mauritania;Total;2011S1;303
Mauritania;Total;2010S2;318
Mauritania;Total;2010S1;349
Mauritania;Total;2009S2;367
Mauritania;Total;2009S1;499
Mauritania;Total;2008S2;859
Mauritania;Total;2008S1;718
Mauritania;Española;2022S1;85
Mauritania;Española;2021S2;98
Mauritania;Española;2021S1;59
Mauritania;Española;2020S2;27
Mauritania;Española;2020S1;42
Mauritania;Española;2019S2;70
Mauritania;Española;2019S1;33
Mauritania;Española;2018S2;52
Mauritania;Española;2018S1;30
Mauritania;Española;2017S2;40
Mauritania;Española;2017S1;19
Mauritania;Española;2016S2;24
Mauritania;Española;2016S1;21
Mauritania;Española;2015S2;22
Mauritania;Española;2015S1;12
Mauritania;Española;2014S2;19
Mauritania;Española;2014S1;17
Mauritania;Española;2013S2;29
Mauritania;Española;2013S1;19
Mauritania;Española;2012S2;23
Mauritania;Española;2012S1;14
Mauritania;Española;2011S2;11
Mauritania;Española;2011S1;4
Mauritania;Española;2010S2;8
Mauritania;Española;2010S1;10
Mauritania;Española;2009S2;8
Mauritania;Española;2009S1;10
Mauritania;Española;2008S2;10
Mauritania;Española;2008S1;1
Mauritania;Extranjero;2022S1;481
Mauritania;Extranjero;2021S2;697
Mauritania;Extranjero;2021S1;402
Mauritania;Extranjero;2020S2;254
Mauritania;Extranjero;2020S1;277
Mauritania;Extranjero;2019S2;415
Mauritania;Extranjero;2019S1;394
Mauritania;Extranjero;2018S2;399
Mauritania;Extranjero;2018S1;283
Mauritania;Extranjero;2017S2;249
Mauritania;Extranjero;2017S1;178
Mauritania;Extranjero;2016S2;336
Mauritania;Extranjero;2016S1;337
Mauritania;Extranjero;2015S2;350
Mauritania;Extranjero;2015S1;289
Mauritania;Extranjero;2014S2;267
Mauritania;Extranjero;2014S1;246
Mauritania;Extranjero;2013S2;232
Mauritania;Extranjero;2013S1;225
Mauritania;Extranjero;2012S2;202
Mauritania;Extranjero;2012S1;232
Mauritania;Extranjero;2011S2;287
Mauritania;Extranjero;2011S1;299
Mauritania;Extranjero;2010S2;310
Mauritania;Extranjero;2010S1;339
Mauritania;Extranjero;2009S2;359
Mauritania;Extranjero;2009S1;489
Mauritania;Extranjero;2008S2;849
Mauritania;Extranjero;2008S1;717
Nigeria;Total;2022S1;867
Nigeria;Total;2021S2;818
Nigeria;Total;2021S1;687
Nigeria;Total;2020S2;670
Nigeria;Total;2020S1;551
Nigeria;Total;2019S2;836
Nigeria;Total;2019S1;828
Nigeria;Total;2018S2;942
Nigeria;Total;2018S1;757
Nigeria;Total;2017S2;821
Nigeria;Total;2017S1;669
Nigeria;Total;2016S2;619
Nigeria;Total;2016S1;629
Nigeria;Total;2015S2;663
Nigeria;Total;2015S1;619
Nigeria;Total;2014S2;663
Nigeria;Total;2014S1;628
Nigeria;Total;2013S2;725
Nigeria;Total;2013S1;771
Nigeria;Total;2012S2;841
Nigeria;Total;2012S1;996
Nigeria;Total;2011S2;1.070
Nigeria;Total;2011S1;1.147
Nigeria;Total;2010S2;1.140
Nigeria;Total;2010S1;1.312
Nigeria;Total;2009S2;1.430
Nigeria;Total;2009S1;1.536
Nigeria;Total;2008S2;2.119
Nigeria;Total;2008S1;2.736
Nigeria;Española;2022S1;38
Nigeria;Española;2021S2;26
Nigeria;Española;2021S1;19
Nigeria;Española;2020S2;10
Nigeria;Española;2020S1;13
Nigeria;Española;2019S2;19
Nigeria;Española;2019S1;14
Nigeria;Española;2018S2;31
Nigeria;Española;2018S1;20
Nigeria;Española;2017S2;28
Nigeria;Española;2017S1;9
Nigeria;Española;2016S2;9
Nigeria;Española;2016S1;10
Nigeria;Española;2015S2;5
Nigeria;Española;2015S1;4
Nigeria;Española;2014S2;14
Nigeria;Española;2014S1;6
Nigeria;Española;2013S2;10
Nigeria;Española;2013S1;10
Nigeria;Española;2012S2;6
Nigeria;Española;2012S1;11
Nigeria;Española;2011S2;6
Nigeria;Española;2011S1;3
Nigeria;Española;2010S2;8
Nigeria;Española;2010S1;2
Nigeria;Española;2009S2;2
Nigeria;Española;2009S1;1
Nigeria;Española;2008S2;2
Nigeria;Española;2008S1;3
Nigeria;Extranjero;2022S1;829
Nigeria;Extranjero;2021S2;792
Nigeria;Extranjero;2021S1;668
Nigeria;Extranjero;2020S2;660
Nigeria;Extranjero;2020S1;538
Nigeria;Extranjero;2019S2;817
Nigeria;Extranjero;2019S1;814
Nigeria;Extranjero;2018S2;911
Nigeria;Extranjero;2018S1;737
Nigeria;Extranjero;2017S2;793
Nigeria;Extranjero;2017S1;660
Nigeria;Extranjero;2016S2;610
Nigeria;Extranjero;2016S1;619
Nigeria;Extranjero;2015S2;659
Nigeria;Extranjero;2015S1;615
Nigeria;Extranjero;2014S2;649
Nigeria;Extranjero;2014S1;622
Nigeria;Extranjero;2013S2;715
Nigeria;Extranjero;2013S1;761
Nigeria;Extranjero;2012S2;835
Nigeria;Extranjero;2012S1;985
Nigeria;Extranjero;2011S2;1.064
Nigeria;Extranjero;2011S1;1.144
Nigeria;Extranjero;2010S2;1.132
Nigeria;Extranjero;2010S1;1.310
Nigeria;Extranjero;2009S2;1.428
Nigeria;Extranjero;2009S1;1.535
Nigeria;Extranjero;2008S2;2.117
Nigeria;Extranjero;2008S1;2.733
Senegal;Total;2022S1;3.971
Senegal;Total;2021S2;4.321
Senegal;Total;2021S1;3.146
Senegal;Total;2020S2;2.797
Senegal;Total;2020S1;2.456
Senegal;Total;2019S2;4.153
Senegal;Total;2019S1;4.009
Senegal;Total;2018S2;4.200
Senegal;Total;2018S1;2.773
Senegal;Total;2017S2;2.499
Senegal;Total;2017S1;2.026
Senegal;Total;2016S2;1.980
Senegal;Total;2016S1;1.994
Senegal;Total;2015S2;1.768
Senegal;Total;2015S1;1.640
Senegal;Total;2014S2;1.602
Senegal;Total;2014S1;1.392
Senegal;Total;2013S2;1.608
Senegal;Total;2013S1;1.454
Senegal;Total;2012S2;1.369
Senegal;Total;2012S1;1.573
Senegal;Total;2011S2;1.894
Senegal;Total;2011S1;1.707
Senegal;Total;2010S2;1.738
Senegal;Total;2010S1;2.039
Senegal;Total;2009S2;2.970
Senegal;Total;2009S1;4.162
Senegal;Total;2008S2;5.517
Senegal;Total;2008S1;5.051
Senegal;Española;2022S1;110
Senegal;Española;2021S2;185
Senegal;Española;2021S1;126
Senegal;Española;2020S2;79
Senegal;Española;2020S1;76
Senegal;Española;2019S2;201
Senegal;Española;2019S1;90
Senegal;Española;2018S2;198
Senegal;Española;2018S1;84
Senegal;Española;2017S2;120
Senegal;Española;2017S1;77
Senegal;Española;2016S2;119
Senegal;Española;2016S1;76
Senegal;Española;2015S2;58
Senegal;Española;2015S1;28
Senegal;Española;2014S2;38
Senegal;Española;2014S1;27
Senegal;Española;2013S2;34
Senegal;Española;2013S1;27
Senegal;Española;2012S2;24
Senegal;Española;2012S1;29
Senegal;Española;2011S2;34
Senegal;Española;2011S1;17
Senegal;Española;2010S2;8
Senegal;Española;2010S1;6
Senegal;Española;2009S2;9
Senegal;Española;2009S1;11
Senegal;Española;2008S2;20
Senegal;Española;2008S1;15
Senegal;Extranjero;2022S1;3.861
Senegal;Extranjero;2021S2;4.136
Senegal;Extranjero;2021S1;3.020
Senegal;Extranjero;2020S2;2.718
Senegal;Extranjero;2020S1;2.380
Senegal;Extranjero;2019S2;3.952
Senegal;Extranjero;2019S1;3.919
Senegal;Extranjero;2018S2;4.002
Senegal;Extranjero;2018S1;2.689
Senegal;Extranjero;2017S2;2.379
Senegal;Extranjero;2017S1;1.949
Senegal;Extranjero;2016S2;1.861
Senegal;Extranjero;2016S1;1.919
Senegal;Extranjero;2015S2;1.710
Senegal;Extranjero;2015S1;1.612
Senegal;Extranjero;2014S2;1.564
Senegal;Extranjero;2014S1;1.365
Senegal;Extranjero;2013S2;1.574
Senegal;Extranjero;2013S1;1.427
Senegal;Extranjero;2012S2;1.344
Senegal;Extranjero;2012S1;1.543
Senegal;Extranjero;2011S2;1.860
Senegal;Extranjero;2011S1;1.690
Senegal;Extranjero;2010S2;1.730
Senegal;Extranjero;2010S1;2.033
Senegal;Extranjero;2009S2;2.961
Senegal;Extranjero;2009S1;4.151
Senegal;Extranjero;2008S2;5.497
Senegal;Extranjero;2008S1;5.036
Otro país de África;Total;2022S1;3.348
Otro país de África;Total;2021S2;3.498
Otro país de África;Total;2021S1;2.577
Otro país de África;Total;2020S2;2.244
Otro país de África;Total;2020S1;1.924
Otro país de África;Total;2019S2;3.570
Otro país de África;Total;2019S1;3.123
Otro país de África;Total;2018S2;3.385
Otro país de África;Total;2018S1;2.546
Otro país de África;Total;2017S2;2.922
Otro país de África;Total;2017S1;2.231
Otro país de África;Total;2016S2;2.457
Otro país de África;Total;2016S1;2.277
Otro país de África;Total;2015S2;2.345
Otro país de África;Total;2015S1;2.093
Otro país de África;Total;2014S2;2.137
Otro país de África;Total;2014S1;1.929
Otro país de África;Total;2013S2;2.216
Otro país de África;Total;2013S1;1.743
Otro país de África;Total;2012S2;2.050
Otro país de África;Total;2012S1;2.009
Otro país de África;Total;2011S2;2.149
Otro país de África;Total;2011S1;1.852
Otro país de África;Total;2010S2;1.765
Otro país de África;Total;2010S1;1.833
Otro país de África;Total;2009S2;2.206
Otro país de África;Total;2009S1;2.321
Otro país de África;Total;2008S2;2.834
Otro país de África;Total;2008S1;3.118
Otro país de África;Española;2022S1;137
Otro país de África;Española;2021S2;151
Otro país de África;Española;2021S1;92
Otro país de África;Española;2020S2;141
Otro país de África;Española;2020S1;71
Otro país de África;Española;2019S2;118
Otro país de África;Española;2019S1;107
Otro país de África;Española;2018S2;156
Otro país de África;Española;2018S1;126
Otro país de África;Española;2017S2;143
Otro país de África;Española;2017S1;106
Otro país de África;Española;2016S2;127
Otro país de África;Española;2016S1;126
Otro país de África;Española;2015S2;163
Otro país de África;Española;2015S1;116
Otro país de África;Española;2014S2;149
Otro país de África;Española;2014S1;103
Otro país de África;Española;2013S2;159
Otro país de África;Española;2013S1;129
Otro país de África;Española;2012S2;140
Otro país de África;Española;2012S1;146
Otro país de África;Española;2011S2;105
Otro país de África;Española;2011S1;143
Otro país de África;Española;2010S2;108
Otro país de África;Española;2010S1;136
Otro país de África;Española;2009S2;136
Otro país de África;Española;2009S1;121
Otro país de África;Española;2008S2;145
Otro país de África;Española;2008S1;143
Otro país de África;Extranjero;2022S1;3.211
Otro país de África;Extranjero;2021S2;3.347
Otro país de África;Extranjero;2021S1;2.485
Otro país de África;Extranjero;2020S2;2.103
Otro país de África;Extranjero;2020S1;1.853
Otro país de África;Extranjero;2019S2;3.452
Otro país de África;Extranjero;2019S1;3.016
Otro país de África;Extranjero;2018S2;3.229
Otro país de África;Extranjero;2018S1;2.420
Otro país de África;Extranjero;2017S2;2.779
Otro país de África;Extranjero;2017S1;2.125
Otro país de África;Extranjero;2016S2;2.329
Otro país de África;Extranjero;2016S1;2.150
Otro país de África;Extranjero;2015S2;2.182
Otro país de África;Extranjero;2015S1;1.977
Otro país de África;Extranjero;2014S2;1.989
Otro país de África;Extranjero;2014S1;1.826
Otro país de África;Extranjero;2013S2;2.057
Otro país de África;Extranjero;2013S1;1.614
Otro país de África;Extranjero;2012S2;1.911
Otro país de África;Extranjero;2012S1;1.863
Otro país de África;Extranjero;2011S2;2.044
Otro país de África;Extranjero;2011S1;1.709
Otro país de África;Extranjero;2010S2;1.657
Otro país de África;Extranjero;2010S1;1.698
Otro país de África;Extranjero;2009S2;2.070
Otro país de África;Extranjero;2009S1;2.199
Otro país de África;Extranjero;2008S2;2.689
Otro país de África;Extranjero;2008S1;2.974
América del Norte;Total;2022S1;8.440
América del Norte;Total;2021S2;12.295
América del Norte;Total;2021S1;5.963
América del Norte;Total;2020S2;6.882
América del Norte;Total;2020S1;4.935
América del Norte;Total;2019S2;11.788
América del Norte;Total;2019S1;6.731
América del Norte;Total;2018S2;10.360
América del Norte;Total;2018S1;5.978
América del Norte;Total;2017S2;9.739
América del Norte;Total;2017S1;5.348
América del Norte;Total;2016S2;7.471
América del Norte;Total;2016S1;4.363
América del Norte;Total;2015S2;7.609
América del Norte;Total;2015S1;3.891
América del Norte;Total;2014S2;6.878
América del Norte;Total;2014S1;3.500
América del Norte;Total;2013S2;6.599
América del Norte;Total;2013S1;3.666
América del Norte;Total;2012S2;6.339
América del Norte;Total;2012S1;4.382
América del Norte;Total;2011S2;6.932
América del Norte;Total;2011S1;4.321
América del Norte;Total;2010S2;5.480
América del Norte;Total;2010S1;3.581
América del Norte;Total;2009S2;4.906
América del Norte;Total;2009S1;3.810
América del Norte;Total;2008S2;5.338
América del Norte;Total;2008S1;4.411
América del Norte;Española;2022S1;1.151
América del Norte;Española;2021S2;1.883
América del Norte;Española;2021S1;1.009
América del Norte;Española;2020S2;1.280
América del Norte;Española;2020S1;746
América del Norte;Española;2019S2;1.755
América del Norte;Española;2019S1;958
América del Norte;Española;2018S2;1.536
América del Norte;Española;2018S1;860
América del Norte;Española;2017S2;1.346
América del Norte;Española;2017S1;801
América del Norte;Española;2016S2;997
América del Norte;Española;2016S1;702
América del Norte;Española;2015S2;955
América del Norte;Española;2015S1;644
América del Norte;Española;2014S2;794
América del Norte;Española;2014S1;482
América del Norte;Española;2013S2;655
América del Norte;Española;2013S1;449
América del Norte;Española;2012S2;672
América del Norte;Española;2012S1;526
América del Norte;Española;2011S2;816
América del Norte;Española;2011S1;570
América del Norte;Española;2010S2;731
América del Norte;Española;2010S1;531
América del Norte;Española;2009S2;767
América del Norte;Española;2009S1;510
América del Norte;Española;2008S2;632
América del Norte;Española;2008S1;482
América del Norte;Extranjero;2022S1;7.289
América del Norte;Extranjero;2021S2;10.412
América del Norte;Extranjero;2021S1;4.954
América del Norte;Extranjero;2020S2;5.602
América del Norte;Extranjero;2020S1;4.189
América del Norte;Extranjero;2019S2;10.033
América del Norte;Extranjero;2019S1;5.773
América del Norte;Extranjero;2018S2;8.824
América del Norte;Extranjero;2018S1;5.118
América del Norte;Extranjero;2017S2;8.393
América del Norte;Extranjero;2017S1;4.547
América del Norte;Extranjero;2016S2;6.475
América del Norte;Extranjero;2016S1;3.662
América del Norte;Extranjero;2015S2;6.654
América del Norte;Extranjero;2015S1;3.247
América del Norte;Extranjero;2014S2;6.084
América del Norte;Extranjero;2014S1;3.018
América del Norte;Extranjero;2013S2;5.944
América del Norte;Extranjero;2013S1;3.217
América del Norte;Extranjero;2012S2;5.667
América del Norte;Extranjero;2012S1;3.856
América del Norte;Extranjero;2011S2;6.115
América del Norte;Extranjero;2011S1;3.752
América del Norte;Extranjero;2010S2;4.749
América del Norte;Extranjero;2010S1;3.050
América del Norte;Extranjero;2009S2;4.139
América del Norte;Extranjero;2009S1;3.300
América del Norte;Extranjero;2008S2;4.706
América del Norte;Extranjero;2008S1;3.929
Estados Unidos de América;Total;2022S1;3.723
Estados Unidos de América;Total;2021S2;6.454
Estados Unidos de América;Total;2021S1;2.856
Estados Unidos de América;Total;2020S2;3.748
Estados Unidos de América;Total;2020S1;2.227
Estados Unidos de América;Total;2019S2;6.214
Estados Unidos de América;Total;2019S1;3.261
Estados Unidos de América;Total;2018S2;5.564
Estados Unidos de América;Total;2018S1;3.002
Estados Unidos de América;Total;2017S2;5.156
Estados Unidos de América;Total;2017S1;2.647
Estados Unidos de América;Total;2016S2;4.051
Estados Unidos de América;Total;2016S1;2.189
Estados Unidos de América;Total;2015S2;4.122
Estados Unidos de América;Total;2015S1;1.887
Estados Unidos de América;Total;2014S2;3.819
Estados Unidos de América;Total;2014S1;1.592
Estados Unidos de América;Total;2013S2;3.706
Estados Unidos de América;Total;2013S1;1.880
Estados Unidos de América;Total;2012S2;3.079
Estados Unidos de América;Total;2012S1;1.963
Estados Unidos de América;Total;2011S2;3.252
Estados Unidos de América;Total;2011S1;1.911
Estados Unidos de América;Total;2010S2;2.363
Estados Unidos de América;Total;2010S1;1.475
Estados Unidos de América;Total;2009S2;2.203
Estados Unidos de América;Total;2009S1;1.513
Estados Unidos de América;Total;2008S2;2.068
Estados Unidos de América;Total;2008S1;1.758
Estados Unidos de América;Española;2022S1;396
Estados Unidos de América;Española;2021S2;619
Estados Unidos de América;Española;2021S1;340
Estados Unidos de América;Española;2020S2;489
Estados Unidos de América;Española;2020S1;263
Estados Unidos de América;Española;2019S2;656
Estados Unidos de América;Española;2019S1;342
Estados Unidos de América;Española;2018S2;639
Estados Unidos de América;Española;2018S1;357
Estados Unidos de América;Española;2017S2;538
Estados Unidos de América;Española;2017S1;345
Estados Unidos de América;Española;2016S2;434
Estados Unidos de América;Española;2016S1;332
Estados Unidos de América;Española;2015S2;445
Estados Unidos de América;Española;2015S1;312
Estados Unidos de América;Española;2014S2;362
Estados Unidos de América;Española;2014S1;209
Estados Unidos de América;Española;2013S2;265
Estados Unidos de América;Española;2013S1;188
Estados Unidos de América;Española;2012S2;254
Estados Unidos de América;Española;2012S1;228
Estados Unidos de América;Española;2011S2;347
Estados Unidos de América;Española;2011S1;247
Estados Unidos de América;Española;2010S2;292
Estados Unidos de América;Española;2010S1;212
Estados Unidos de América;Española;2009S2;359
Estados Unidos de América;Española;2009S1;248
Estados Unidos de América;Española;2008S2;292
Estados Unidos de América;Española;2008S1;231
Estados Unidos de América;Extranjero;2022S1;3.327
Estados Unidos de América;Extranjero;2021S2;5.835
Estados Unidos de América;Extranjero;2021S1;2.516
Estados Unidos de América;Extranjero;2020S2;3.259
Estados Unidos de América;Extranjero;2020S1;1.964
Estados Unidos de América;Extranjero;2019S2;5.558
Estados Unidos de América;Extranjero;2019S1;2.919
Estados Unidos de América;Extranjero;2018S2;4.925
Estados Unidos de América;Extranjero;2018S1;2.645
Estados Unidos de América;Extranjero;2017S2;4.618
Estados Unidos de América;Extranjero;2017S1;2.302
Estados Unidos de América;Extranjero;2016S2;3.617
Estados Unidos de América;Extranjero;2016S1;1.857
Estados Unidos de América;Extranjero;2015S2;3.678
Estados Unidos de América;Extranjero;2015S1;1.575
Estados Unidos de América;Extranjero;2014S2;3.457
Estados Unidos de América;Extranjero;2014S1;1.382
Estados Unidos de América;Extranjero;2013S2;3.441
Estados Unidos de América;Extranjero;2013S1;1.692
Estados Unidos de América;Extranjero;2012S2;2.825
Estados Unidos de América;Extranjero;2012S1;1.735
Estados Unidos de América;Extranjero;2011S2;2.905
Estados Unidos de América;Extranjero;2011S1;1.664
Estados Unidos de América;Extranjero;2010S2;2.071
Estados Unidos de América;Extranjero;2010S1;1.263
Estados Unidos de América;Extranjero;2009S2;1.844
Estados Unidos de América;Extranjero;2009S1;1.265
Estados Unidos de América;Extranjero;2008S2;1.776
Estados Unidos de América;Extranjero;2008S1;1.528
México;Total;2022S1;4.263
México;Total;2021S2;5.198
México;Total;2021S1;2.711
México;Total;2020S2;2.694
México;Total;2020S1;2.381
México;Total;2019S2;4.961
México;Total;2019S1;3.056
México;Total;2018S2;4.178
México;Total;2018S1;2.644
México;Total;2017S2;4.015
México;Total;2017S1;2.393
México;Total;2016S2;2.953
México;Total;2016S1;1.898
México;Total;2015S2;3.044
México;Total;2015S1;1.761
México;Total;2014S2;2.610
México;Total;2014S1;1.668
México;Total;2013S2;2.503
México;Total;2013S1;1.529
México;Total;2012S2;2.887
México;Total;2012S1;2.170
México;Total;2011S2;3.267
México;Total;2011S1;2.205
México;Total;2010S2;2.819
México;Total;2010S1;1.908
México;Total;2009S2;2.449
México;Total;2009S1;2.101
México;Total;2008S2;3.001
México;Total;2008S1;2.471
México;Española;2022S1;722
México;Española;2021S2;1.213
México;Española;2021S1;629
México;Española;2020S2;754
México;Española;2020S1;446
México;Española;2019S2;1.042
México;Española;2019S1;580
México;Española;2018S2;843
México;Española;2018S1;463
México;Española;2017S2;753
México;Española;2017S1;409
México;Española;2016S2;512
México;Española;2016S1;337
México;Española;2015S2;461
México;Española;2015S1;308
México;Española;2014S2;383
México;Española;2014S1;248
México;Española;2013S2;361
México;Española;2013S1;241
México;Española;2012S2;377
México;Española;2012S1;275
México;Española;2011S2;443
México;Española;2011S1;307
México;Española;2010S2;413
México;Española;2010S1;301
México;Española;2009S2;379
México;Española;2009S1;238
México;Española;2008S2;305
México;Española;2008S1;232
México;Extranjero;2022S1;3.541
México;Extranjero;2021S2;3.985
México;Extranjero;2021S1;2.082
México;Extranjero;2020S2;1.940
México;Extranjero;2020S1;1.935
México;Extranjero;2019S2;3.919
México;Extranjero;2019S1;2.476
México;Extranjero;2018S2;3.335
México;Extranjero;2018S1;2.181
México;Extranjero;2017S2;3.262
México;Extranjero;2017S1;1.984
México;Extranjero;2016S2;2.441
México;Extranjero;2016S1;1.560
México;Extranjero;2015S2;2.584
México;Extranjero;2015S1;1.453
México;Extranjero;2014S2;2.227
México;Extranjero;2014S1;1.420
México;Extranjero;2013S2;2.142
México;Extranjero;2013S1;1.288
México;Extranjero;2012S2;2.510
México;Extranjero;2012S1;1.895
México;Extranjero;2011S2;2.824
México;Extranjero;2011S1;1.898
México;Extranjero;2010S2;2.406
México;Extranjero;2010S1;1.608
México;Extranjero;2009S2;2.070
México;Extranjero;2009S1;1.863
México;Extranjero;2008S2;2.696
México;Extranjero;2008S1;2.240
Canadá;Total;2022S1;454
Canadá;Total;2021S2;643
Canadá;Total;2021S1;396
Canadá;Total;2020S2;440
Canadá;Total;2020S1;327
Canadá;Total;2019S2;613
Canadá;Total;2019S1;414
Canadá;Total;2018S2;618
Canadá;Total;2018S1;332
Canadá;Total;2017S2;568
Canadá;Total;2017S1;308
Canadá;Total;2016S2;467
Canadá;Total;2016S1;276
Canadá;Total;2015S2;442
Canadá;Total;2015S1;243
Canadá;Total;2014S2;449
Canadá;Total;2014S1;240
Canadá;Total;2013S2;390
Canadá;Total;2013S1;257
Canadá;Total;2012S2;373
Canadá;Total;2012S1;249
Canadá;Total;2011S2;413
Canadá;Total;2011S1;205
Canadá;Total;2010S2;298
Canadá;Total;2010S1;197
Canadá;Total;2009S2;254
Canadá;Total;2009S1;197
Canadá;Total;2008S2;269
Canadá;Total;2008S1;181
Canadá;Española;2022S1;33
Canadá;Española;2021S2;51
Canadá;Española;2021S1;40
Canadá;Española;2020S2;37
Canadá;Española;2020S1;37
Canadá;Española;2019S2;57
Canadá;Española;2019S1;36
Canadá;Española;2018S2;54
Canadá;Española;2018S1;40
Canadá;Española;2017S2;55
Canadá;Española;2017S1;47
Canadá;Española;2016S2;51
Canadá;Española;2016S1;32
Canadá;Española;2015S2;50
Canadá;Española;2015S1;24
Canadá;Española;2014S2;49
Canadá;Española;2014S1;24
Canadá;Española;2013S2;29
Canadá;Española;2013S1;20
Canadá;Española;2012S2;41
Canadá;Española;2012S1;23
Canadá;Española;2011S2;26
Canadá;Española;2011S1;15
Canadá;Española;2010S2;25
Canadá;Española;2010S1;18
Canadá;Española;2009S2;29
Canadá;Española;2009S1;24
Canadá;Española;2008S2;35
Canadá;Española;2008S1;20
Canadá;Extranjero;2022S1;421
