País de nacimiento;Nacionalidad;Periodo;Total
Otro país de la Unión Europea sin España;Española;2013S2;57
Otro país de la Unión Europea sin España;Española;2013S1;36
Otro país de la Unión Europea sin España;Española;2012S2;38
Otro país de la Unión Europea sin España;Española;2012S1;30
Otro país de la Unión Europea sin España;Española;2011S2;40
Otro país de la Unión Europea sin España;Española;2011S1;32
Otro país de la Unión Europea sin España;Española;2010S2;41
Otro país de la Unión Europea sin España;Española;2010S1;38
Otro país de la Unión Europea sin España;Española;2009S2;43
Otro país de la Unión Europea sin España;Española;2009S1;26
Otro país de la Unión Europea sin España;Española;2008S2;37
Otro país de la Unión Europea sin España;Española;2008S1;28
Otro país de la Unión Europea sin España;Extranjero;2022S1;3.019
Otro país de la Unión Europea sin España;Extranjero;2021S2;2.855
Otro país de la Unión Europea sin España;Extranjero;2021S1;2.235
Otro país de la Unión Europea sin España;Extranjero;2020S2;2.246
Otro país de la Unión Europea sin España;Extranjero;2020S1;1.645
Otro país de la Unión Europea sin España;Extranjero;2019S2;2.961
Otro país de la Unión Europea sin España;Extranjero;2019S1;2.392
Otro país de la Unión Europea sin España;Extranjero;2018S2;2.789
Otro país de la Unión Europea sin España;Extranjero;2018S1;2.476
Otro país de la Unión Europea sin España;Extranjero;2017S2;2.764
Otro país de la Unión Europea sin España;Extranjero;2017S1;2.317
Otro país de la Unión Europea sin España;Extranjero;2016S2;2.306
Otro país de la Unión Europea sin España;Extranjero;2016S1;1.967
Otro país de la Unión Europea sin España;Extranjero;2015S2;2.216
Otro país de la Unión Europea sin España;Extranjero;2015S1;1.867
Otro país de la Unión Europea sin España;Extranjero;2014S2;2.081
Otro país de la Unión Europea sin España;Extranjero;2014S1;1.790
Otro país de la Unión Europea sin España;Extranjero;2013S2;2.222
Otro país de la Unión Europea sin España;Extranjero;2013S1;1.834
Otro país de la Unión Europea sin España;Extranjero;2012S2;2.031
Otro país de la Unión Europea sin España;Extranjero;2012S1;2.031
Otro país de la Unión Europea sin España;Extranjero;2011S2;2.332
Otro país de la Unión Europea sin España;Extranjero;2011S1;1.939
Otro país de la Unión Europea sin España;Extranjero;2010S2;2.035
Otro país de la Unión Europea sin España;Extranjero;2010S1;1.760
Otro país de la Unión Europea sin España;Extranjero;2009S2;2.126
Otro país de la Unión Europea sin España;Extranjero;2009S1;1.782
Otro país de la Unión Europea sin España;Extranjero;2008S2;2.346
Otro país de la Unión Europea sin España;Extranjero;2008S1;2.237
Europa menos UE27_2020;Total;2022S1;71.839
Europa menos UE27_2020;Total;2021S2;25.729
Europa menos UE27_2020;Total;2021S1;24.710
Europa menos UE27_2020;Total;2020S2;30.385
Europa menos UE27_2020;Total;2020S1;15.920
Europa menos UE27_2020;Total;2019S2;""
Europa menos UE27_2020;Total;2019S1;""
Europa menos UE27_2020;Total;2018S2;""
Europa menos UE27_2020;Total;2018S1;""
Europa menos UE27_2020;Total;2017S2;""
Europa menos UE27_2020;Total;2017S1;""
Europa menos UE27_2020;Total;2016S2;""
Europa menos UE27_2020;Total;2016S1;""
Europa menos UE27_2020;Total;2015S2;""
Europa menos UE27_2020;Total;2015S1;""
Europa menos UE27_2020;Total;2014S2;""
Europa menos UE27_2020;Total;2014S1;""
Europa menos UE27_2020;Total;2013S2;""
Europa menos UE27_2020;Total;2013S1;""
Europa menos UE27_2020;Total;2012S2;""
Europa menos UE27_2020;Total;2012S1;""
Europa menos UE27_2020;Total;2011S2;""
Europa menos UE27_2020;Total;2011S1;""
Europa menos UE27_2020;Total;2010S2;""
Europa menos UE27_2020;Total;2010S1;""
Europa menos UE27_2020;Total;2009S2;""
Europa menos UE27_2020;Total;2009S1;""
Europa menos UE27_2020;Total;2008S2;""
Europa menos UE27_2020;Total;2008S1;""
Europa menos UE27_2020;Española;2022S1;971
Europa menos UE27_2020;Española;2021S2;1.221
Europa menos UE27_2020;Española;2021S1;738
Europa menos UE27_2020;Española;2020S2;976
Europa menos UE27_2020;Española;2020S1;620
Europa menos UE27_2020;Española;2019S2;""
Europa menos UE27_2020;Española;2019S1;""
Europa menos UE27_2020;Española;2018S2;""
Europa menos UE27_2020;Española;2018S1;""
Europa menos UE27_2020;Española;2017S2;""
Europa menos UE27_2020;Española;2017S1;""
Europa menos UE27_2020;Española;2016S2;""
Europa menos UE27_2020;Española;2016S1;""
Europa menos UE27_2020;Española;2015S2;""
Europa menos UE27_2020;Española;2015S1;""
Europa menos UE27_2020;Española;2014S2;""
Europa menos UE27_2020;Española;2014S1;""
Europa menos UE27_2020;Española;2013S2;""
Europa menos UE27_2020;Española;2013S1;""
Europa menos UE27_2020;Española;2012S2;""
Europa menos UE27_2020;Española;2012S1;""
Europa menos UE27_2020;Española;2011S2;""
Europa menos UE27_2020;Española;2011S1;""
Europa menos UE27_2020;Española;2010S2;""
Europa menos UE27_2020;Española;2010S1;""
Europa menos UE27_2020;Española;2009S2;""
Europa menos UE27_2020;Española;2009S1;""
Europa menos UE27_2020;Española;2008S2;""
Europa menos UE27_2020;Española;2008S1;""
Europa menos UE27_2020;Extranjero;2022S1;70.868
Europa menos UE27_2020;Extranjero;2021S2;24.508
Europa menos UE27_2020;Extranjero;2021S1;23.972
Europa menos UE27_2020;Extranjero;2020S2;29.409
Europa menos UE27_2020;Extranjero;2020S1;15.300
Europa menos UE27_2020;Extranjero;2019S2;""
Europa menos UE27_2020;Extranjero;2019S1;""
Europa menos UE27_2020;Extranjero;2018S2;""
Europa menos UE27_2020;Extranjero;2018S1;""
Europa menos UE27_2020;Extranjero;2017S2;""
Europa menos UE27_2020;Extranjero;2017S1;""
Europa menos UE27_2020;Extranjero;2016S2;""
Europa menos UE27_2020;Extranjero;2016S1;""
Europa menos UE27_2020;Extranjero;2015S2;""
Europa menos UE27_2020;Extranjero;2015S1;""
Europa menos UE27_2020;Extranjero;2014S2;""
Europa menos UE27_2020;Extranjero;2014S1;""
Europa menos UE27_2020;Extranjero;2013S2;""
Europa menos UE27_2020;Extranjero;2013S1;""
Europa menos UE27_2020;Extranjero;2012S2;""
Europa menos UE27_2020;Extranjero;2012S1;""
Europa menos UE27_2020;Extranjero;2011S2;""
Europa menos UE27_2020;Extranjero;2011S1;""
Europa menos UE27_2020;Extranjero;2010S2;""
Europa menos UE27_2020;Extranjero;2010S1;""
Europa menos UE27_2020;Extranjero;2009S2;""
Europa menos UE27_2020;Extranjero;2009S1;""
Europa menos UE27_2020;Extranjero;2008S2;""
Europa menos UE27_2020;Extranjero;2008S1;""
Reino Unido;Total;2022S1;6.446
Reino Unido;Total;2021S2;9.577
Reino Unido;Total;2021S1;15.993
Reino Unido;Total;2020S2;21.181
Reino Unido;Total;2020S1;7.745
Reino Unido;Total;2019S2;13.524
Reino Unido;Total;2019S1;15.309
Reino Unido;Total;2018S2;13.376
Reino Unido;Total;2018S1;10.423
Reino Unido;Total;2017S2;10.535
Reino Unido;Total;2017S1;10.238
Reino Unido;Total;2016S2;9.379
Reino Unido;Total;2016S1;8.688
Reino Unido;Total;2015S2;7.659
Reino Unido;Total;2015S1;7.018
Reino Unido;Total;2014S2;7.501
Reino Unido;Total;2014S1;6.369
Reino Unido;Total;2013S2;7.128
Reino Unido;Total;2013S1;6.550
Reino Unido;Total;2012S2;8.219
Reino Unido;Total;2012S1;7.569
Reino Unido;Total;2011S2;7.759
Reino Unido;Total;2011S1;7.646
Reino Unido;Total;2010S2;7.549
Reino Unido;Total;2010S1;8.247
Reino Unido;Total;2009S2;8.551
Reino Unido;Total;2009S1;8.957
Reino Unido;Total;2008S2;10.922
Reino Unido;Total;2008S1;12.497
Reino Unido;Española;2022S1;511
Reino Unido;Española;2021S2;709
Reino Unido;Española;2021S1;452
Reino Unido;Española;2020S2;542
Reino Unido;Española;2020S1;350
Reino Unido;Española;2019S2;590
Reino Unido;Española;2019S1;481
Reino Unido;Española;2018S2;548
Reino Unido;Española;2018S1;474
Reino Unido;Española;2017S2;428
Reino Unido;Española;2017S1;389
Reino Unido;Española;2016S2;434
Reino Unido;Española;2016S1;308
Reino Unido;Española;2015S2;340
Reino Unido;Española;2015S1;252
Reino Unido;Española;2014S2;257
Reino Unido;Española;2014S1;193
Reino Unido;Española;2013S2;196
Reino Unido;Española;2013S1;171
Reino Unido;Española;2012S2;197
Reino Unido;Española;2012S1;183
Reino Unido;Española;2011S2;262
Reino Unido;Española;2011S1;163
Reino Unido;Española;2010S2;173
Reino Unido;Española;2010S1;201
Reino Unido;Española;2009S2;180
Reino Unido;Española;2009S1;160
Reino Unido;Española;2008S2;235
Reino Unido;Española;2008S1;197
Reino Unido;Extranjero;2022S1;5.935
Reino Unido;Extranjero;2021S2;8.868
Reino Unido;Extranjero;2021S1;15.541
Reino Unido;Extranjero;2020S2;20.639
Reino Unido;Extranjero;2020S1;7.395
Reino Unido;Extranjero;2019S2;12.934
Reino Unido;Extranjero;2019S1;14.828
Reino Unido;Extranjero;2018S2;12.828
Reino Unido;Extranjero;2018S1;9.949
Reino Unido;Extranjero;2017S2;10.107
Reino Unido;Extranjero;2017S1;9.849
Reino Unido;Extranjero;2016S2;8.945
Reino Unido;Extranjero;2016S1;8.380
Reino Unido;Extranjero;2015S2;7.319
Reino Unido;Extranjero;2015S1;6.767
Reino Unido;Extranjero;2014S2;7.244
Reino Unido;Extranjero;2014S1;6.176
Reino Unido;Extranjero;2013S2;6.932
Reino Unido;Extranjero;2013S1;6.380
Reino Unido;Extranjero;2012S2;8.022
Reino Unido;Extranjero;2012S1;7.386
Reino Unido;Extranjero;2011S2;7.497
Reino Unido;Extranjero;2011S1;7.483
Reino Unido;Extranjero;2010S2;7.375
Reino Unido;Extranjero;2010S1;8.046
Reino Unido;Extranjero;2009S2;8.371
Reino Unido;Extranjero;2009S1;8.798
Reino Unido;Extranjero;2008S2;10.688
Reino Unido;Extranjero;2008S1;12.300
Europa menos UE28;Total;2022S1;""
Europa menos UE28;Total;2021S2;""
Europa menos UE28;Total;2021S1;""
Europa menos UE28;Total;2020S2;""
Europa menos UE28;Total;2020S1;""
Europa menos UE28;Total;2019S2;16.545
Europa menos UE28;Total;2019S1;13.609
Europa menos UE28;Total;2018S2;16.299
Europa menos UE28;Total;2018S1;12.113
Europa menos UE28;Total;2017S2;14.720
Europa menos UE28;Total;2017S1;10.504
Europa menos UE28;Total;2016S2;11.988
Europa menos UE28;Total;2016S1;9.637
Europa menos UE28;Total;2015S2;12.615
Europa menos UE28;Total;2015S1;10.610
Europa menos UE28;Total;2014S2;12.262
Europa menos UE28;Total;2014S1;8.566
Europa menos UE28;Total;2013S2;10.036
Europa menos UE28;Total;2013S1;7.693
Europa menos UE28;Total;2012S2;9.516
Europa menos UE28;Total;2012S1;8.267
Europa menos UE28;Total;2011S2;11.124
Europa menos UE28;Total;2011S1;8.741
Europa menos UE28;Total;2010S2;9.637
Europa menos UE28;Total;2010S1;7.959
Europa menos UE28;Total;2009S2;8.928
Europa menos UE28;Total;2009S1;7.912
Europa menos UE28;Total;2008S2;10.350
Europa menos UE28;Total;2008S1;11.997
Europa menos UE28;Española;2022S1;""
Europa menos UE28;Española;2021S2;""
Europa menos UE28;Española;2021S1;""
Europa menos UE28;Española;2020S2;""
Europa menos UE28;Española;2020S1;""
Europa menos UE28;Española;2019S2;487
Europa menos UE28;Española;2019S1;461
Europa menos UE28;Española;2018S2;486
Europa menos UE28;Española;2018S1;468
Europa menos UE28;Española;2017S2;525
Europa menos UE28;Española;2017S1;377
Europa menos UE28;Española;2016S2;430
Europa menos UE28;Española;2016S1;370
Europa menos UE28;Española;2015S2;399
Europa menos UE28;Española;2015S1;283
Europa menos UE28;Española;2014S2;392
Europa menos UE28;Española;2014S1;286
Europa menos UE28;Española;2013S2;304
Europa menos UE28;Española;2013S1;275
Europa menos UE28;Española;2012S2;349
Europa menos UE28;Española;2012S1;321
Europa menos UE28;Española;2011S2;399
Europa menos UE28;Española;2011S1;271
Europa menos UE28;Española;2010S2;364
Europa menos UE28;Española;2010S1;295
Europa menos UE28;Española;2009S2;374
Europa menos UE28;Española;2009S1;357
Europa menos UE28;Española;2008S2;482
Europa menos UE28;Española;2008S1;485
Europa menos UE28;Extranjero;2022S1;""
Europa menos UE28;Extranjero;2021S2;""
Europa menos UE28;Extranjero;2021S1;""
Europa menos UE28;Extranjero;2020S2;""
Europa menos UE28;Extranjero;2020S1;""
Europa menos UE28;Extranjero;2019S2;16.058
Europa menos UE28;Extranjero;2019S1;13.148
Europa menos UE28;Extranjero;2018S2;15.813
Europa menos UE28;Extranjero;2018S1;11.645
Europa menos UE28;Extranjero;2017S2;14.195
Europa menos UE28;Extranjero;2017S1;10.127
Europa menos UE28;Extranjero;2016S2;11.557
Europa menos UE28;Extranjero;2016S1;9.267
Europa menos UE28;Extranjero;2015S2;12.216
Europa menos UE28;Extranjero;2015S1;10.327
Europa menos UE28;Extranjero;2014S2;11.870
Europa menos UE28;Extranjero;2014S1;8.280
Europa menos UE28;Extranjero;2013S2;9.731
Europa menos UE28;Extranjero;2013S1;7.418
Europa menos UE28;Extranjero;2012S2;9.166
Europa menos UE28;Extranjero;2012S1;7.947
Europa menos UE28;Extranjero;2011S2;10.725
Europa menos UE28;Extranjero;2011S1;8.470
Europa menos UE28;Extranjero;2010S2;9.273
Europa menos UE28;Extranjero;2010S1;7.665
Europa menos UE28;Extranjero;2009S2;8.554
Europa menos UE28;Extranjero;2009S1;7.554
Europa menos UE28;Extranjero;2008S2;9.868
Europa menos UE28;Extranjero;2008S1;11.512
Noruega;Total;2022S1;538
Noruega;Total;2021S2;840
Noruega;Total;2021S1;533
Noruega;Total;2020S2;481
Noruega;Total;2020S1;380
Noruega;Total;2019S2;736
Noruega;Total;2019S1;521
Noruega;Total;2018S2;575
Noruega;Total;2018S1;641
Noruega;Total;2017S2;604
Noruega;Total;2017S1;523
Noruega;Total;2016S2;558
Noruega;Total;2016S1;440
Noruega;Total;2015S2;538
Noruega;Total;2015S1;426
Noruega;Total;2014S2;600
Noruega;Total;2014S1;571
Noruega;Total;2013S2;632
Noruega;Total;2013S1;514
Noruega;Total;2012S2;704
Noruega;Total;2012S1;554
Noruega;Total;2011S2;731
Noruega;Total;2011S1;617
Noruega;Total;2010S2;701
Noruega;Total;2010S1;588
Noruega;Total;2009S2;628
Noruega;Total;2009S1;498
Noruega;Total;2008S2;530
Noruega;Total;2008S1;514
Noruega;Española;2022S1;29
Noruega;Española;2021S2;30
Noruega;Española;2021S1;19
Noruega;Española;2020S2;37
Noruega;Española;2020S1;17
Noruega;Española;2019S2;32
Noruega;Española;2019S1;18
Noruega;Española;2018S2;13
Noruega;Española;2018S1;19
Noruega;Española;2017S2;23
Noruega;Española;2017S1;20
Noruega;Española;2016S2;28
Noruega;Española;2016S1;24
Noruega;Española;2015S2;25
Noruega;Española;2015S1;9
Noruega;Española;2014S2;11
Noruega;Española;2014S1;10
Noruega;Española;2013S2;16
Noruega;Española;2013S1;5
Noruega;Española;2012S2;3
Noruega;Española;2012S1;9
Noruega;Española;2011S2;4
Noruega;Española;2011S1;17
Noruega;Española;2010S2;9
Noruega;Española;2010S1;9
Noruega;Española;2009S2;7
Noruega;Española;2009S1;7
Noruega;Española;2008S2;5
Noruega;Española;2008S1;3
Noruega;Extranjero;2022S1;509
Noruega;Extranjero;2021S2;810
Noruega;Extranjero;2021S1;514
Noruega;Extranjero;2020S2;444
Noruega;Extranjero;2020S1;363
Noruega;Extranjero;2019S2;704
Noruega;Extranjero;2019S1;503
Noruega;Extranjero;2018S2;562
Noruega;Extranjero;2018S1;622
Noruega;Extranjero;2017S2;581
Noruega;Extranjero;2017S1;503
Noruega;Extranjero;2016S2;530
Noruega;Extranjero;2016S1;416
Noruega;Extranjero;2015S2;513
Noruega;Extranjero;2015S1;418
Noruega;Extranjero;2014S2;589
Noruega;Extranjero;2014S1;561
Noruega;Extranjero;2013S2;616
Noruega;Extranjero;2013S1;509
Noruega;Extranjero;2012S2;701
Noruega;Extranjero;2012S1;545
Noruega;Extranjero;2011S2;727
Noruega;Extranjero;2011S1;600
Noruega;Extranjero;2010S2;691
Noruega;Extranjero;2010S1;579
Noruega;Extranjero;2009S2;621
Noruega;Extranjero;2009S1;491
Noruega;Extranjero;2008S2;525
Noruega;Extranjero;2008S1;511
Suiza;Total;2022S1;1.023
Suiza;Total;2021S2;1.199
Suiza;Total;2021S1;835
Suiza;Total;2020S2;928
Suiza;Total;2020S1;630
Suiza;Total;2019S2;999
Suiza;Total;2019S1;884
Suiza;Total;2018S2;945
Suiza;Total;2018S1;899
Suiza;Total;2017S2;1.049
Suiza;Total;2017S1;835
Suiza;Total;2016S2;831
Suiza;Total;2016S1;645
Suiza;Total;2015S2;776
Suiza;Total;2015S1;535
Suiza;Total;2014S2;625
Suiza;Total;2014S1;599
Suiza;Total;2013S2;614
Suiza;Total;2013S1;475
Suiza;Total;2012S2;638
Suiza;Total;2012S1;546
Suiza;Total;2011S2;618
Suiza;Total;2011S1;530
Suiza;Total;2010S2;579
Suiza;Total;2010S1;537
Suiza;Total;2009S2;576
Suiza;Total;2009S1;582
Suiza;Total;2008S2;725
Suiza;Total;2008S1;634
Suiza;Española;2022S1;212
Suiza;Española;2021S2;295
Suiza;Española;2021S1;158
Suiza;Española;2020S2;217
Suiza;Española;2020S1;152
Suiza;Española;2019S2;278
Suiza;Española;2019S1;249
Suiza;Española;2018S2;264
Suiza;Española;2018S1;250
Suiza;Española;2017S2;262
Suiza;Española;2017S1;185
Suiza;Española;2016S2;204
Suiza;Española;2016S1;155
Suiza;Española;2015S2;193
Suiza;Española;2015S1;113
Suiza;Española;2014S2;173
Suiza;Española;2014S1;137
Suiza;Española;2013S2;134
Suiza;Española;2013S1;82
Suiza;Española;2012S2;146
Suiza;Española;2012S1;119
Suiza;Española;2011S2;181
Suiza;Española;2011S1;87
Suiza;Española;2010S2;135
Suiza;Española;2010S1;101
Suiza;Española;2009S2;156
Suiza;Española;2009S1;143
Suiza;Española;2008S2;237
Suiza;Española;2008S1;186
Suiza;Extranjero;2022S1;811
Suiza;Extranjero;2021S2;904
Suiza;Extranjero;2021S1;677
Suiza;Extranjero;2020S2;711
Suiza;Extranjero;2020S1;478
Suiza;Extranjero;2019S2;721
Suiza;Extranjero;2019S1;635
Suiza;Extranjero;2018S2;681
Suiza;Extranjero;2018S1;649
Suiza;Extranjero;2017S2;787
Suiza;Extranjero;2017S1;650
Suiza;Extranjero;2016S2;627
Suiza;Extranjero;2016S1;490
Suiza;Extranjero;2015S2;582
Suiza;Extranjero;2015S1;422
Suiza;Extranjero;2014S2;452
Suiza;Extranjero;2014S1;462
Suiza;Extranjero;2013S2;480
Suiza;Extranjero;2013S1;393
Suiza;Extranjero;2012S2;492
Suiza;Extranjero;2012S1;427
Suiza;Extranjero;2011S2;436
Suiza;Extranjero;2011S1;444
Suiza;Extranjero;2010S2;444
Suiza;Extranjero;2010S1;437
Suiza;Extranjero;2009S2;420
Suiza;Extranjero;2009S1;439
Suiza;Extranjero;2008S2;488
Suiza;Extranjero;2008S1;449
Ucrania;Total;2022S1;51.481
Ucrania;Total;2021S2;3.584
Ucrania;Total;2021S1;1.866
Ucrania;Total;2020S2;2.290
Ucrania;Total;2020S1;2.081
Ucrania;Total;2019S2;4.536
Ucrania;Total;2019S1;3.742
Ucrania;Total;2018S2;4.905
Ucrania;Total;2018S1;3.451
Ucrania;Total;2017S2;4.642
Ucrania;Total;2017S1;3.296
Ucrania;Total;2016S2;3.877
Ucrania;Total;2016S1;3.025
Ucrania;Total;2015S2;4.547
Ucrania;Total;2015S1;4.288
Ucrania;Total;2014S2;3.843
Ucrania;Total;2014S1;1.816
Ucrania;Total;2013S2;1.946
Ucrania;Total;2013S1;1.395
Ucrania;Total;2012S2;1.907
Ucrania;Total;2012S1;1.756
Ucrania;Total;2011S2;2.837
Ucrania;Total;2011S1;2.246
Ucrania;Total;2010S2;2.648
Ucrania;Total;2010S1;2.241
Ucrania;Total;2009S2;2.517
Ucrania;Total;2009S1;2.170
Ucrania;Total;2008S2;2.939
Ucrania;Total;2008S1;3.897
Ucrania;Española;2022S1;37
Ucrania;Española;2021S2;25
Ucrania;Española;2021S1;18
Ucrania;Española;2020S2;21
Ucrania;Española;2020S1;19
Ucrania;Española;2019S2;22
Ucrania;Española;2019S1;67
Ucrania;Española;2018S2;63
Ucrania;Española;2018S1;71
Ucrania;Española;2017S2;86
Ucrania;Española;2017S1;56
Ucrania;Española;2016S2;39
Ucrania;Española;2016S1;46
Ucrania;Española;2015S2;36
Ucrania;Española;2015S1;28
Ucrania;Española;2014S2;32
Ucrania;Española;2014S1;16
Ucrania;Española;2013S2;16
Ucrania;Española;2013S1;11
Ucrania;Española;2012S2;13
Ucrania;Española;2012S1;18
Ucrania;Española;2011S2;16
Ucrania;Española;2011S1;10
Ucrania;Española;2010S2;5
Ucrania;Española;2010S1;16
Ucrania;Española;2009S2;12
Ucrania;Española;2009S1;29
Ucrania;Española;2008S2;17
Ucrania;Española;2008S1;40
Ucrania;Extranjero;2022S1;51.444
Ucrania;Extranjero;2021S2;3.559
Ucrania;Extranjero;2021S1;1.848
Ucrania;Extranjero;2020S2;2.269
Ucrania;Extranjero;2020S1;2.062
Ucrania;Extranjero;2019S2;4.514
Ucrania;Extranjero;2019S1;3.675
Ucrania;Extranjero;2018S2;4.842
Ucrania;Extranjero;2018S1;3.380
Ucrania;Extranjero;2017S2;4.556
Ucrania;Extranjero;2017S1;3.240
Ucrania;Extranjero;2016S2;3.838
Ucrania;Extranjero;2016S1;2.980
Ucrania;Extranjero;2015S2;4.511
Ucrania;Extranjero;2015S1;4.260
Ucrania;Extranjero;2014S2;3.811
Ucrania;Extranjero;2014S1;1.800
Ucrania;Extranjero;2013S2;1.930
Ucrania;Extranjero;2013S1;1.384
Ucrania;Extranjero;2012S2;1.894
Ucrania;Extranjero;2012S1;1.738
Ucrania;Extranjero;2011S2;2.820
Ucrania;Extranjero;2011S1;2.236
Ucrania;Extranjero;2010S2;2.643
Ucrania;Extranjero;2010S1;2.225
Ucrania;Extranjero;2009S2;2.505
Ucrania;Extranjero;2009S1;2.141
Ucrania;Extranjero;2008S2;2.922
Ucrania;Extranjero;2008S1;3.857
Moldavia;Total;2022S1;985
Moldavia;Total;2021S2;880
Moldavia;Total;2021S1;513
Moldavia;Total;2020S2;706
Moldavia;Total;2020S1;505
Moldavia;Total;2019S2;1.061
Moldavia;Total;2019S1;868
Moldavia;Total;2018S2;1.095
Moldavia;Total;2018S1;740
Moldavia;Total;2017S2;917
Moldavia;Total;2017S1;682
Moldavia;Total;2016S2;750
Moldavia;Total;2016S1;572
Moldavia;Total;2015S2;678
Moldavia;Total;2015S1;534
Moldavia;Total;2014S2;605
Moldavia;Total;2014S1;398
Moldavia;Total;2013S2;351
Moldavia;Total;2013S1;299
Moldavia;Total;2012S2;353
Moldavia;Total;2012S1;396
Moldavia;Total;2011S2;492
Moldavia;Total;2011S1;460
Moldavia;Total;2010S2;481
Moldavia;Total;2010S1;505
Moldavia;Total;2009S2;620
Moldavia;Total;2009S1;739
Moldavia;Total;2008S2;990
Moldavia;Total;2008S1;1.339
Moldavia;Española;2022S1;0
Moldavia;Española;2021S2;2
Moldavia;Española;2021S1;0
Moldavia;Española;2020S2;1
Moldavia;Española;2020S1;0
Moldavia;Española;2019S2;2
Moldavia;Española;2019S1;0
Moldavia;Española;2018S2;1
Moldavia;Española;2018S1;0
Moldavia;Española;2017S2;0
Moldavia;Española;2017S1;1
Moldavia;Española;2016S2;7
Moldavia;Española;2016S1;4
Moldavia;Española;2015S2;1
Moldavia;Española;2015S1;5
Moldavia;Española;2014S2;3
Moldavia;Española;2014S1;2
Moldavia;Española;2013S2;3
Moldavia;Española;2013S1;""
Moldavia;Española;2012S2;2
Moldavia;Española;2012S1;0
Moldavia;Española;2011S2;""
Moldavia;Española;2011S1;""
Moldavia;Española;2010S2;""
Moldavia;Española;2010S1;""
Moldavia;Española;2009S2;""
Moldavia;Española;2009S1;1
Moldavia;Española;2008S2;1
Moldavia;Española;2008S1;2
Moldavia;Extranjero;2022S1;985
Moldavia;Extranjero;2021S2;878
Moldavia;Extranjero;2021S1;513
Moldavia;Extranjero;2020S2;705
Moldavia;Extranjero;2020S1;505
Moldavia;Extranjero;2019S2;1.059
Moldavia;Extranjero;2019S1;868
Moldavia;Extranjero;2018S2;1.094
Moldavia;Extranjero;2018S1;740
Moldavia;Extranjero;2017S2;917
Moldavia;Extranjero;2017S1;681
Moldavia;Extranjero;2016S2;743
Moldavia;Extranjero;2016S1;568
Moldavia;Extranjero;2015S2;677
Moldavia;Extranjero;2015S1;529
Moldavia;Extranjero;2014S2;602
Moldavia;Extranjero;2014S1;396
Moldavia;Extranjero;2013S2;348
Moldavia;Extranjero;2013S1;299
Moldavia;Extranjero;2012S2;351
Moldavia;Extranjero;2012S1;396
Moldavia;Extranjero;2011S2;492
Moldavia;Extranjero;2011S1;460
Moldavia;Extranjero;2010S2;481
Moldavia;Extranjero;2010S1;505
Moldavia;Extranjero;2009S2;620
Moldavia;Extranjero;2009S1;738
Moldavia;Extranjero;2008S2;989
Moldavia;Extranjero;2008S1;1.337
Rusia;Total;2022S1;7.203
Rusia;Total;2021S2;5.732
Rusia;Total;2021S1;2.947
Rusia;Total;2020S2;2.716
Rusia;Total;2020S1;2.466
Rusia;Total;2019S2;5.343
Rusia;Total;2019S1;4.188
Rusia;Total;2018S2;4.972
Rusia;Total;2018S1;3.593
Rusia;Total;2017S2;4.505
Rusia;Total;2017S1;2.968
Rusia;Total;2016S2;3.630
Rusia;Total;2016S1;3.050
Rusia;Total;2015S2;3.983
Rusia;Total;2015S1;3.439
Rusia;Total;2014S2;4.736
Rusia;Total;2014S1;3.797
Rusia;Total;2013S2;4.895
Rusia;Total;2013S1;3.837
Rusia;Total;2012S2;4.351
Rusia;Total;2012S1;3.580
Rusia;Total;2011S2;4.543
Rusia;Total;2011S1;3.381
Rusia;Total;2010S2;3.680
Rusia;Total;2010S1;2.720
Rusia;Total;2009S2;3.095
Rusia;Total;2009S1;2.472
Rusia;Total;2008S2;3.121
Rusia;Total;2008S1;2.983
Rusia;Española;2022S1;95
Rusia;Española;2021S2;49
Rusia;Española;2021S1;19
Rusia;Española;2020S2;37
Rusia;Española;2020S1;19
Rusia;Española;2019S2;47
Rusia;Española;2019S1;34
Rusia;Española;2018S2;42
Rusia;Española;2018S1;45
Rusia;Española;2017S2;53
Rusia;Española;2017S1;41
Rusia;Española;2016S2;55
Rusia;Española;2016S1;57
Rusia;Española;2015S2;56
Rusia;Española;2015S1;48
Rusia;Española;2014S2;73
Rusia;Española;2014S1;39
Rusia;Española;2013S2;62
Rusia;Española;2013S1;101
Rusia;Española;2012S2;83
Rusia;Española;2012S1;89
Rusia;Española;2011S2;105
Rusia;Española;2011S1;96
Rusia;Española;2010S2;119
Rusia;Española;2010S1;114
Rusia;Española;2009S2;128
Rusia;Española;2009S1;129
Rusia;Española;2008S2;136
Rusia;Española;2008S1;146
Rusia;Extranjero;2022S1;7.108
Rusia;Extranjero;2021S2;5.683
Rusia;Extranjero;2021S1;2.928
Rusia;Extranjero;2020S2;2.679
Rusia;Extranjero;2020S1;2.447
Rusia;Extranjero;2019S2;5.296
Rusia;Extranjero;2019S1;4.154
Rusia;Extranjero;2018S2;4.930
Rusia;Extranjero;2018S1;3.548
Rusia;Extranjero;2017S2;4.452
Rusia;Extranjero;2017S1;2.927
Rusia;Extranjero;2016S2;3.576
Rusia;Extranjero;2016S1;2.994
Rusia;Extranjero;2015S2;3.927
Rusia;Extranjero;2015S1;3.391
Rusia;Extranjero;2014S2;4.663
Rusia;Extranjero;2014S1;3.757
Rusia;Extranjero;2013S2;4.833
Rusia;Extranjero;2013S1;3.736
Rusia;Extranjero;2012S2;4.268
Rusia;Extranjero;2012S1;3.491
