Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42004 Ágreda;;;Renta neta media por hogar;2023;37.069
42004 Ágreda;;;Renta neta media por hogar;2022;34.906
42004 Ágreda;;;Renta neta media por hogar;2021;34.320
42004 Ágreda;;;Renta neta media por hogar;2020;33.890
42004 Ágreda;;;Renta neta media por hogar;2019;32.271
42004 Ágreda;;;Renta neta media por hogar;2018;30.963
42004 Ágreda;;;Renta neta media por hogar;2017;29.384
42004 Ágreda;;;Renta neta media por hogar;2016;28.107
42004 Ágreda;;;Renta neta media por hogar;2015;27.247
42004 Ágreda;;;Media de la renta por unidad de consumo;2023;21.995
42004 Ágreda;;;Media de la renta por unidad de consumo;2022;20.812
42004 Ágreda;;;Media de la renta por unidad de consumo;2021;20.691
42004 Ágreda;;;Media de la renta por unidad de consumo;2020;20.418
42004 Ágreda;;;Media de la renta por unidad de consumo;2019;19.304
42004 Ágreda;;;Media de la renta por unidad de consumo;2018;18.624
42004 Ágreda;;;Media de la renta por unidad de consumo;2017;17.641
42004 Ágreda;;;Media de la renta por unidad de consumo;2016;16.901
42004 Ágreda;;;Media de la renta por unidad de consumo;2015;16.450
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2023;20.650
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2022;19.950
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2021;18.550
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2020;17.850
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2019;17.850
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2018;17.150
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2017;16.450
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2016;15.750
42004 Ágreda;;;Mediana de la renta por unidad de consumo;2015;15.050
42004 Ágreda;;;Renta bruta media por persona;2023;18.093
42004 Ágreda;;;Renta bruta media por persona;2022;16.972
42004 Ágreda;;;Renta bruta media por persona;2021;16.748
42004 Ágreda;;;Renta bruta media por persona;2020;16.622
42004 Ágreda;;;Renta bruta media por persona;2019;15.441
42004 Ágreda;;;Renta bruta media por persona;2018;14.809
42004 Ágreda;;;Renta bruta media por persona;2017;13.931
42004 Ágreda;;;Renta bruta media por persona;2016;13.278
42004 Ágreda;;;Renta bruta media por persona;2015;12.897
42004 Ágreda;;;Renta bruta media por hogar;2023;44.679
42004 Ágreda;;;Renta bruta media por hogar;2022;41.900
42004 Ágreda;;;Renta bruta media por hogar;2021;40.931
42004 Ágreda;;;Renta bruta media por hogar;2020;40.504
42004 Ágreda;;;Renta bruta media por hogar;2019;38.084
42004 Ágreda;;;Renta bruta media por hogar;2018;36.296
42004 Ágreda;;;Renta bruta media por hogar;2017;34.332
42004 Ágreda;;;Renta bruta media por hogar;2016;32.691
42004 Ágreda;;;Renta bruta media por hogar;2015;31.589
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2023;15.011
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2022;14.139
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2021;14.043
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2020;13.908
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2019;13.084
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2018;12.633
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2017;11.924
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2016;11.416
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por persona;2015;11.125
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2023;37.069
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2022;34.906
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2021;34.320
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2020;33.890
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2019;32.271
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2018;30.963
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2017;29.384
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2016;28.107
42004 Ágreda;4200401 Ágreda distrito 01;;Renta neta media por hogar;2015;27.247
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2023;21.995
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2022;20.812
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2021;20.691
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2020;20.418
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2019;19.304
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2018;18.624
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2017;17.641
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2016;16.901
42004 Ágreda;4200401 Ágreda distrito 01;;Media de la renta por unidad de consumo;2015;16.450
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2023;20.650
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2022;19.950
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2021;18.550
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2020;17.850
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2019;17.850
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2018;17.150
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2017;16.450
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2016;15.750
42004 Ágreda;4200401 Ágreda distrito 01;;Mediana de la renta por unidad de consumo;2015;15.050
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2023;18.093
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2022;16.972
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2021;16.748
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2020;16.622
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2019;15.441
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2018;14.809
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2017;13.931
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2016;13.278
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por persona;2015;12.897
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2023;44.679
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2022;41.900
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2021;40.931
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2020;40.504
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2019;38.084
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2018;36.296
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2017;34.332
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2016;32.691
42004 Ágreda;4200401 Ágreda distrito 01;;Renta bruta media por hogar;2015;31.589
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2023;15.368
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2022;14.075
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2021;14.072
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2020;14.293
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2019;12.993
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2018;12.447
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2017;11.775
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2016;11.212
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por persona;2015;10.991
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2023;38.499
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2022;35.186
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2021;34.953
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2020;35.243
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2019;32.563
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2018;31.260
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2017;29.759
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2016;28.073
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta neta media por hogar;2015;27.502
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2023;22.532
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2022;20.799
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2021;20.724
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2020;20.966
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2019;19.192
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2018;18.481
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2017;17.457
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2016;16.756
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Media de la renta por unidad de consumo;2015;16.369
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2023;20.650
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2022;19.250
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2021;18.550
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2020;17.850
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2019;17.850
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2018;17.150
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2017;16.450
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2016;15.750
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Mediana de la renta por unidad de consumo;2015;15.050
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2023;18.626
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2022;16.923
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2021;16.784
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2020;17.191
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2019;15.353
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2018;14.618
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2017;13.771
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2016;13.101
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por persona;2015;12.823
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2023;46.661
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2022;42.307
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2021;41.690
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2020;42.388
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2019;38.477
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2018;36.712
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2017;34.805
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2016;32.802
42004 Ágreda;4200401 Ágreda distrito 01;4200401001 Ágreda sección 01001;Renta bruta media por hogar;2015;32.087
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2023;14.038
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2022;14.217
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2021;14.006
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2020;13.440
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2019;13.195
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2018;12.868
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2017;12.118
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2016;11.673
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por persona;2015;11.292
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2023;33.371
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2022;34.578
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2021;33.564
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2020;32.290
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2019;31.930
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2018;30.606
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2017;28.924
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2016;28.149
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Renta neta media por hogar;2015;26.944
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Media de la renta por unidad de consumo;2023;20.530
42004 Ágreda;4200401 Ágreda distrito 01;4200401002 Ágreda sección 01002;Media de la renta por unidad de consumo;2022;20.828
