Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Ambos sexos;Total Nacional;Total;2025;10,5
Ambos sexos;Total Nacional;Total;2024;11,34
Ambos sexos;Total Nacional;Total;2023;12,18
Ambos sexos;Total Nacional;Total;2022;13,03
Ambos sexos;Total Nacional;Total;2021;14,91
Ambos sexos;Total Nacional;Total;2020;15,53
Ambos sexos;Total Nacional;Total;2019;14,1
Ambos sexos;Total Nacional;Total;2018;15,25
Ambos sexos;Total Nacional;Total;2017;17,22
Ambos sexos;Total Nacional;Total;2016;19,63
Ambos sexos;Total Nacional;Total;2015;22,06
Ambos sexos;Total Nacional;Total;2014;24,44
Ambos sexos;Total Nacional;Total;2013;26,09
Ambos sexos;Total Nacional;Total;2012;24,79
Ambos sexos;Total Nacional;Total;2011;21,39
Ambos sexos;Total Nacional;Total;2010;19,86
Ambos sexos;Total Nacional;Total;2009;17,86
Ambos sexos;Total Nacional;Total;2008;11,25
Ambos sexos;Total Nacional;Total;2007;8,23
Ambos sexos;Total Nacional;Total;2006;8,45
Ambos sexos;Total Nacional;Menores de 25 años;2025;24,87
Ambos sexos;Total Nacional;Menores de 25 años;2024;26,52
Ambos sexos;Total Nacional;Menores de 25 años;2023;28,67
Ambos sexos;Total Nacional;Menores de 25 años;2022;29,67
Ambos sexos;Total Nacional;Menores de 25 años;2021;35
Ambos sexos;Total Nacional;Menores de 25 años;2020;38,26
Ambos sexos;Total Nacional;Menores de 25 años;2019;32,53
Ambos sexos;Total Nacional;Menores de 25 años;2018;34,34
Ambos sexos;Total Nacional;Menores de 25 años;2017;38,57
Ambos sexos;Total Nacional;Menores de 25 años;2016;44,44
Ambos sexos;Total Nacional;Menores de 25 años;2015;48,33
Ambos sexos;Total Nacional;Menores de 25 años;2014;53,2
Ambos sexos;Total Nacional;Menores de 25 años;2013;55,48
Ambos sexos;Total Nacional;Menores de 25 años;2012;52,86
Ambos sexos;Total Nacional;Menores de 25 años;2011;46,19
Ambos sexos;Total Nacional;Menores de 25 años;2010;41,48
Ambos sexos;Total Nacional;Menores de 25 años;2009;37,73
Ambos sexos;Total Nacional;Menores de 25 años;2008;24,45
Ambos sexos;Total Nacional;Menores de 25 años;2007;18,09
Ambos sexos;Total Nacional;Menores de 25 años;2006;17,89
Ambos sexos;Total Nacional;25 y más años;2025;9,37
Ambos sexos;Total Nacional;25 y más años;2024;10,15
Ambos sexos;Total Nacional;25 y más años;2023;10,93
Ambos sexos;Total Nacional;25 y más años;2022;11,82
Ambos sexos;Total Nacional;25 y más años;2021;13,52
Ambos sexos;Total Nacional;25 y más años;2020;14
Ambos sexos;Total Nacional;25 y más años;2019;12,78
Ambos sexos;Total Nacional;25 y más años;2018;13,9
Ambos sexos;Total Nacional;25 y más años;2017;15,72
Ambos sexos;Total Nacional;25 y más años;2016;17,92
Ambos sexos;Total Nacional;25 y más años;2015;20,15
Ambos sexos;Total Nacional;25 y más años;2014;22,29
Ambos sexos;Total Nacional;25 y más años;2013;23,75
Ambos sexos;Total Nacional;25 y más años;2012;22,44
Ambos sexos;Total Nacional;25 y más años;2011;19,16
Ambos sexos;Total Nacional;25 y más años;2010;17,76
Ambos sexos;Total Nacional;25 y más años;2009;15,74
Ambos sexos;Total Nacional;25 y más años;2008;9,7
Ambos sexos;Total Nacional;25 y más años;2007;7,02
Ambos sexos;Total Nacional;25 y más años;2006;7,24
Ambos sexos;Total Nacional;De 16 a 19 años;2025;37,2
Ambos sexos;Total Nacional;De 16 a 19 años;2024;40,64
Ambos sexos;Total Nacional;De 16 a 19 años;2023;43,1
Ambos sexos;Total Nacional;De 16 a 19 años;2022;44,97
Ambos sexos;Total Nacional;De 16 a 19 años;2021;50,85
Ambos sexos;Total Nacional;De 16 a 19 años;2020;54,33
Ambos sexos;Total Nacional;De 16 a 19 años;2019;45,23
Ambos sexos;Total Nacional;De 16 a 19 años;2018;49,74
Ambos sexos;Total Nacional;De 16 a 19 años;2017;54,54
Ambos sexos;Total Nacional;De 16 a 19 años;2016;60,01
Ambos sexos;Total Nacional;De 16 a 19 años;2015;67,27
Ambos sexos;Total Nacional;De 16 a 19 años;2014;68,56
Ambos sexos;Total Nacional;De 16 a 19 años;2013;73,98
Ambos sexos;Total Nacional;De 16 a 19 años;2012;72,55
Ambos sexos;Total Nacional;De 16 a 19 años;2011;64,02
Ambos sexos;Total Nacional;De 16 a 19 años;2010;61,26
Ambos sexos;Total Nacional;De 16 a 19 años;2009;55,23
Ambos sexos;Total Nacional;De 16 a 19 años;2008;39,38
Ambos sexos;Total Nacional;De 16 a 19 años;2007;28,72
Ambos sexos;Total Nacional;De 16 a 19 años;2006;29,11
Ambos sexos;Total Nacional;De 20 a 24 años;2025;22,43
Ambos sexos;Total Nacional;De 20 a 24 años;2024;23,36
Ambos sexos;Total Nacional;De 20 a 24 años;2023;25,64
Ambos sexos;Total Nacional;De 20 a 24 años;2022;26,34
Ambos sexos;Total Nacional;De 20 a 24 años;2021;31,76
Ambos sexos;Total Nacional;De 20 a 24 años;2020;35,14
Ambos sexos;Total Nacional;De 20 a 24 años;2019;29,77
Ambos sexos;Total Nacional;De 20 a 24 años;2018;31,03
Ambos sexos;Total Nacional;De 20 a 24 años;2017;35,22
Ambos sexos;Total Nacional;De 20 a 24 años;2016;41,42
Ambos sexos;Total Nacional;De 20 a 24 años;2015;44,59
Ambos sexos;Total Nacional;De 20 a 24 años;2014;50,32
Ambos sexos;Total Nacional;De 20 a 24 años;2013;51,78
Ambos sexos;Total Nacional;De 20 a 24 años;2012;48,85
Ambos sexos;Total Nacional;De 20 a 24 años;2011;42,33
Ambos sexos;Total Nacional;De 20 a 24 años;2010;36,87
Ambos sexos;Total Nacional;De 20 a 24 años;2009;33,26
Ambos sexos;Total Nacional;De 20 a 24 años;2008;20,16
Ambos sexos;Total Nacional;De 20 a 24 años;2007;14,97
Ambos sexos;Total Nacional;De 20 a 24 años;2006;14,74
Ambos sexos;Total Nacional;De 25 a 54 años;2025;9,27
Ambos sexos;Total Nacional;De 25 a 54 años;2024;10,12
Ambos sexos;Total Nacional;De 25 a 54 años;2023;10,9
Ambos sexos;Total Nacional;De 25 a 54 años;2022;11,93
Ambos sexos;Total Nacional;De 25 a 54 años;2021;13,69
Ambos sexos;Total Nacional;De 25 a 54 años;2020;14,48
Ambos sexos;Total Nacional;De 25 a 54 años;2019;12,91
Ambos sexos;Total Nacional;De 25 a 54 años;2018;14,04
Ambos sexos;Total Nacional;De 25 a 54 años;2017;15,92
Ambos sexos;Total Nacional;De 25 a 54 años;2016;18,21
Ambos sexos;Total Nacional;De 25 a 54 años;2015;20,56
Ambos sexos;Total Nacional;De 25 a 54 años;2014;22,8
Ambos sexos;Total Nacional;De 25 a 54 años;2013;24,46
Ambos sexos;Total Nacional;De 25 a 54 años;2012;23,26
Ambos sexos;Total Nacional;De 25 a 54 años;2011;19,88
Ambos sexos;Total Nacional;De 25 a 54 años;2010;18,37
Ambos sexos;Total Nacional;De 25 a 54 años;2009;16,34
Ambos sexos;Total Nacional;De 25 a 54 años;2008;10,07
Ambos sexos;Total Nacional;De 25 a 54 años;2007;7,2
Ambos sexos;Total Nacional;De 25 a 54 años;2006;7,47
Ambos sexos;Total Nacional;De 55 y más años;2025;9,67
Ambos sexos;Total Nacional;De 55 y más años;2024;10,24
Ambos sexos;Total Nacional;De 55 y más años;2023;11,05
Ambos sexos;Total Nacional;De 55 y más años;2022;11,38
Ambos sexos;Total Nacional;De 55 y más años;2021;12,86
Ambos sexos;Total Nacional;De 55 y más años;2020;12,06
Ambos sexos;Total Nacional;De 55 y más años;2019;12,24
Ambos sexos;Total Nacional;De 55 y más años;2018;13,28
Ambos sexos;Total Nacional;De 55 y más años;2017;14,76
Ambos sexos;Total Nacional;De 55 y más años;2016;16,43
Ambos sexos;Total Nacional;De 55 y más años;2015;17,92
Ambos sexos;Total Nacional;De 55 y más años;2014;19,31
Ambos sexos;Total Nacional;De 55 y más años;2013;19,36
Ambos sexos;Total Nacional;De 55 y más años;2012;17,25
Ambos sexos;Total Nacional;De 55 y más años;2011;14,39
Ambos sexos;Total Nacional;De 55 y más años;2010;13,54
Ambos sexos;Total Nacional;De 55 y más años;2009;11,53
Ambos sexos;Total Nacional;De 55 y más años;2008;7,06
Ambos sexos;Total Nacional;De 55 y más años;2007;5,7
Ambos sexos;Total Nacional;De 55 y más años;2006;5,5
Ambos sexos;01 Andalucía;Total;2025;15,23
Ambos sexos;01 Andalucía;Total;2024;16,46
Ambos sexos;01 Andalucía;Total;2023;18,24
Ambos sexos;01 Andalucía;Total;2022;19,12
Ambos sexos;01 Andalucía;Total;2021;21,85
Ambos sexos;01 Andalucía;Total;2020;22,28
Ambos sexos;01 Andalucía;Total;2019;21,19
Ambos sexos;01 Andalucía;Total;2018;22,99
Ambos sexos;01 Andalucía;Total;2017;25,51
Ambos sexos;01 Andalucía;Total;2016;28,89
Ambos sexos;01 Andalucía;Total;2015;31,54
Ambos sexos;01 Andalucía;Total;2014;34,78
Ambos sexos;01 Andalucía;Total;2013;36,22
Ambos sexos;01 Andalucía;Total;2012;34,35
Ambos sexos;01 Andalucía;Total;2011;30,13
Ambos sexos;01 Andalucía;Total;2010;27,77
Ambos sexos;01 Andalucía;Total;2009;25,24
Ambos sexos;01 Andalucía;Total;2008;17,73
Ambos sexos;01 Andalucía;Total;2007;12,76
Ambos sexos;01 Andalucía;Total;2006;12,62
Ambos sexos;01 Andalucía;Menores de 25 años;2025;32,67
Ambos sexos;01 Andalucía;Menores de 25 años;2024;36,88
Ambos sexos;01 Andalucía;Menores de 25 años;2023;39,78
Ambos sexos;01 Andalucía;Menores de 25 años;2022;35,27
Ambos sexos;01 Andalucía;Menores de 25 años;2021;44,21
Ambos sexos;01 Andalucía;Menores de 25 años;2020;49,53
Ambos sexos;01 Andalucía;Menores de 25 años;2019;41,69
Ambos sexos;01 Andalucía;Menores de 25 años;2018;46,72
Ambos sexos;01 Andalucía;Menores de 25 años;2017;49,05
Ambos sexos;01 Andalucía;Menores de 25 años;2016;57,94
Ambos sexos;01 Andalucía;Menores de 25 años;2015;56,84
Ambos sexos;01 Andalucía;Menores de 25 años;2014;61,47
Ambos sexos;01 Andalucía;Menores de 25 años;2013;65,99
Ambos sexos;01 Andalucía;Menores de 25 años;2012;61,93
Ambos sexos;01 Andalucía;Menores de 25 años;2011;54,08
Ambos sexos;01 Andalucía;Menores de 25 años;2010;49,91
Ambos sexos;01 Andalucía;Menores de 25 años;2009;45,04
Ambos sexos;01 Andalucía;Menores de 25 años;2008;31,11
Ambos sexos;01 Andalucía;Menores de 25 años;2007;23,22
Ambos sexos;01 Andalucía;Menores de 25 años;2006;21,67
Ambos sexos;01 Andalucía;25 y más años;2025;13,92
Ambos sexos;01 Andalucía;25 y más años;2024;14,9
Ambos sexos;01 Andalucía;25 y más años;2023;16,59
Ambos sexos;01 Andalucía;25 y más años;2022;17,94
Ambos sexos;01 Andalucía;25 y más años;2021;20,24
Ambos sexos;01 Andalucía;25 y más años;2020;20,39
Ambos sexos;01 Andalucía;25 y más años;2019;19,62
Ambos sexos;01 Andalucía;25 y más años;2018;21,2
Ambos sexos;01 Andalucía;25 y más años;2017;23,69
Ambos sexos;01 Andalucía;25 y más años;2016;26,67
Ambos sexos;01 Andalucía;25 y más años;2015;29,42
Ambos sexos;01 Andalucía;25 y más años;2014;32,41
Ambos sexos;01 Andalucía;25 y más años;2013;33,42
Ambos sexos;01 Andalucía;25 y más años;2012;31,57
Ambos sexos;01 Andalucía;25 y más años;2011;27,49
Ambos sexos;01 Andalucía;25 y más años;2010;25,16
Ambos sexos;01 Andalucía;25 y más años;2009;22,72
Ambos sexos;01 Andalucía;25 y más años;2008;15,75
Ambos sexos;01 Andalucía;25 y más años;2007;11,15
Ambos sexos;01 Andalucía;25 y más años;2006;11,16
Ambos sexos;01 Andalucía;De 16 a 19 años;2025;47,18
Ambos sexos;01 Andalucía;De 16 a 19 años;2024;47,57
Ambos sexos;01 Andalucía;De 16 a 19 años;2023;58,45
Ambos sexos;01 Andalucía;De 16 a 19 años;2022;51,83
Ambos sexos;01 Andalucía;De 16 a 19 años;2021;59,53
Ambos sexos;01 Andalucía;De 16 a 19 años;2020;66,07
Ambos sexos;01 Andalucía;De 16 a 19 años;2019;55,57
Ambos sexos;01 Andalucía;De 16 a 19 años;2018;60,22
Ambos sexos;01 Andalucía;De 16 a 19 años;2017;64,1
Ambos sexos;01 Andalucía;De 16 a 19 años;2016;72,92
Ambos sexos;01 Andalucía;De 16 a 19 años;2015;73,5
Ambos sexos;01 Andalucía;De 16 a 19 años;2014;72,28
Ambos sexos;01 Andalucía;De 16 a 19 años;2013;79,71
Ambos sexos;01 Andalucía;De 16 a 19 años;2012;78,06
Ambos sexos;01 Andalucía;De 16 a 19 años;2011;68,42
Ambos sexos;01 Andalucía;De 16 a 19 años;2010;67,84
Ambos sexos;01 Andalucía;De 16 a 19 años;2009;60,93
Ambos sexos;01 Andalucía;De 16 a 19 años;2008;44,82
Ambos sexos;01 Andalucía;De 16 a 19 años;2007;32,59
Ambos sexos;01 Andalucía;De 16 a 19 años;2006;30,25
Ambos sexos;01 Andalucía;De 20 a 24 años;2025;29,88
Ambos sexos;01 Andalucía;De 20 a 24 años;2024;34,08
Ambos sexos;01 Andalucía;De 20 a 24 años;2023;35,58
Ambos sexos;01 Andalucía;De 20 a 24 años;2022;31,9
Ambos sexos;01 Andalucía;De 20 a 24 años;2021;41,3
Ambos sexos;01 Andalucía;De 20 a 24 años;2020;46,09
Ambos sexos;01 Andalucía;De 20 a 24 años;2019;38,45
Ambos sexos;01 Andalucía;De 20 a 24 años;2018;43,59
Ambos sexos;01 Andalucía;De 20 a 24 años;2017;45,68
Ambos sexos;01 Andalucía;De 20 a 24 años;2016;54,93
Ambos sexos;01 Andalucía;De 20 a 24 años;2015;53,64
Ambos sexos;01 Andalucía;De 20 a 24 años;2014;59,42
Ambos sexos;01 Andalucía;De 20 a 24 años;2013;63,02
Ambos sexos;01 Andalucía;De 20 a 24 años;2012;58,29
Ambos sexos;01 Andalucía;De 20 a 24 años;2011;50,53
Ambos sexos;01 Andalucía;De 20 a 24 años;2010;45,29
Ambos sexos;01 Andalucía;De 20 a 24 años;2009;40,4
Ambos sexos;01 Andalucía;De 20 a 24 años;2008;26,4
Ambos sexos;01 Andalucía;De 20 a 24 años;2007;19,97
Ambos sexos;01 Andalucía;De 20 a 24 años;2006;18,87
Ambos sexos;01 Andalucía;De 25 a 54 años;2025;13,83
Ambos sexos;01 Andalucía;De 25 a 54 años;2024;14,92
Ambos sexos;01 Andalucía;De 25 a 54 años;2023;16,35
Ambos sexos;01 Andalucía;De 25 a 54 años;2022;17,83
Ambos sexos;01 Andalucía;De 25 a 54 años;2021;20,33
Ambos sexos;01 Andalucía;De 25 a 54 años;2020;21,07
Ambos sexos;01 Andalucía;De 25 a 54 años;2019;20,07
Ambos sexos;01 Andalucía;De 25 a 54 años;2018;21,33
Ambos sexos;01 Andalucía;De 25 a 54 años;2017;23,93
Ambos sexos;01 Andalucía;De 25 a 54 años;2016;27,31
Ambos sexos;01 Andalucía;De 25 a 54 años;2015;29,93
Ambos sexos;01 Andalucía;De 25 a 54 años;2014;32,86
Ambos sexos;01 Andalucía;De 25 a 54 años;2013;33,9
Ambos sexos;01 Andalucía;De 25 a 54 años;2012;32,09
Ambos sexos;01 Andalucía;De 25 a 54 años;2011;28,07
Ambos sexos;01 Andalucía;De 25 a 54 años;2010;25,71
Ambos sexos;01 Andalucía;De 25 a 54 años;2009;23,18
Ambos sexos;01 Andalucía;De 25 a 54 años;2008;15,99
Ambos sexos;01 Andalucía;De 25 a 54 años;2007;11,23
Ambos sexos;01 Andalucía;De 25 a 54 años;2006;11,32
Ambos sexos;01 Andalucía;De 55 y más años;2025;14,24
Ambos sexos;01 Andalucía;De 55 y más años;2024;14,84
Ambos sexos;01 Andalucía;De 55 y más años;2023;17,52
Ambos sexos;01 Andalucía;De 55 y más años;2022;18,38
Ambos sexos;01 Andalucía;De 55 y más años;2021;19,85
Ambos sexos;01 Andalucía;De 55 y más años;2020;17,34
Ambos sexos;01 Andalucía;De 55 y más años;2019;17,5
Ambos sexos;01 Andalucía;De 55 y más años;2018;20,55
Ambos sexos;01 Andalucía;De 55 y más años;2017;22,38
Ambos sexos;01 Andalucía;De 55 y más años;2016;23,03
Ambos sexos;01 Andalucía;De 55 y más años;2015;26,28
Ambos sexos;01 Andalucía;De 55 y más años;2014;29,39
Ambos sexos;01 Andalucía;De 55 y más años;2013;29,97
Ambos sexos;01 Andalucía;De 55 y más años;2012;27,59
Ambos sexos;01 Andalucía;De 55 y más años;2011;23,01
Ambos sexos;01 Andalucía;De 55 y más años;2010;20,74
Ambos sexos;01 Andalucía;De 55 y más años;2009;18,98
Ambos sexos;01 Andalucía;De 55 y más años;2008;13,71
Ambos sexos;01 Andalucía;De 55 y más años;2007;10,44
Ambos sexos;01 Andalucía;De 55 y más años;2006;9,76
Ambos sexos;02 Aragón;Total;2025;8,05
Ambos sexos;02 Aragón;Total;2024;8,14
Ambos sexos;02 Aragón;Total;2023;8,58
Ambos sexos;02 Aragón;Total;2022;9,62
Ambos sexos;02 Aragón;Total;2021;10,33
Ambos sexos;02 Aragón;Total;2020;11,7
Ambos sexos;02 Aragón;Total;2019;10,03
Ambos sexos;02 Aragón;Total;2018;10,63
Ambos sexos;02 Aragón;Total;2017;11,65
Ambos sexos;02 Aragón;Total;2016;14,74
Ambos sexos;02 Aragón;Total;2015;16,29
Ambos sexos;02 Aragón;Total;2014;20,17
Ambos sexos;02 Aragón;Total;2013;21,39
Ambos sexos;02 Aragón;Total;2012;18,67
Ambos sexos;02 Aragón;Total;2011;17,07
Ambos sexos;02 Aragón;Total;2010;14,96
Ambos sexos;02 Aragón;Total;2009;13,05
Ambos sexos;02 Aragón;Total;2008;7,29
Ambos sexos;02 Aragón;Total;2007;5,3
Ambos sexos;02 Aragón;Total;2006;5,52
Ambos sexos;02 Aragón;Menores de 25 años;2025;24,13
Ambos sexos;02 Aragón;Menores de 25 años;2024;23,38
Ambos sexos;02 Aragón;Menores de 25 años;2023;22,24
Ambos sexos;02 Aragón;Menores de 25 años;2022;24,6
Ambos sexos;02 Aragón;Menores de 25 años;2021;25,25
Ambos sexos;02 Aragón;Menores de 25 años;2020;28,39
Ambos sexos;02 Aragón;Menores de 25 años;2019;27,35
Ambos sexos;02 Aragón;Menores de 25 años;2018;27,47
Ambos sexos;02 Aragón;Menores de 25 años;2017;30,49
Ambos sexos;02 Aragón;Menores de 25 años;2016;36,71
Ambos sexos;02 Aragón;Menores de 25 años;2015;41,2
Ambos sexos;02 Aragón;Menores de 25 años;2014;51,53
Ambos sexos;02 Aragón;Menores de 25 años;2013;50,24
Ambos sexos;02 Aragón;Menores de 25 años;2012;42,37
Ambos sexos;02 Aragón;Menores de 25 años;2011;39,88
Ambos sexos;02 Aragón;Menores de 25 años;2010;31,88
Ambos sexos;02 Aragón;Menores de 25 años;2009;31,72
Ambos sexos;02 Aragón;Menores de 25 años;2008;19,83
Ambos sexos;02 Aragón;Menores de 25 años;2007;13,66
Ambos sexos;02 Aragón;Menores de 25 años;2006;11,81
Ambos sexos;02 Aragón;25 y más años;2025;6,76
Ambos sexos;02 Aragón;25 y más años;2024;6,92
Ambos sexos;02 Aragón;25 y más años;2023;7,62
Ambos sexos;02 Aragón;25 y más años;2022;8,54
Ambos sexos;02 Aragón;25 y más años;2021;9,3
Ambos sexos;02 Aragón;25 y más años;2020;10,52
Ambos sexos;02 Aragón;25 y más años;2019;8,85
Ambos sexos;02 Aragón;25 y más años;2018;9,54
Ambos sexos;02 Aragón;25 y más años;2017;10,39
Ambos sexos;02 Aragón;25 y más años;2016;13,27
Ambos sexos;02 Aragón;25 y más años;2015;14,66
Ambos sexos;02 Aragón;25 y más años;2014;18,04
Ambos sexos;02 Aragón;25 y más años;2013;19,21
Ambos sexos;02 Aragón;25 y más años;2012;16,86
Ambos sexos;02 Aragón;25 y más años;2011;15,26
Ambos sexos;02 Aragón;25 y más años;2010;13,49
Ambos sexos;02 Aragón;25 y más años;2009;11,35
Ambos sexos;02 Aragón;25 y más años;2008;5,99
Ambos sexos;02 Aragón;25 y más años;2007;4,41
Ambos sexos;02 Aragón;25 y más años;2006;4,83
Ambos sexos;02 Aragón;De 16 a 19 años;2025;42,2
Ambos sexos;02 Aragón;De 16 a 19 años;2024;38,13
Ambos sexos;02 Aragón;De 16 a 19 años;2023;39,98
Ambos sexos;02 Aragón;De 16 a 19 años;2022;33,34
Ambos sexos;02 Aragón;De 16 a 19 años;2021;33,68
Ambos sexos;02 Aragón;De 16 a 19 años;2020;39,51
Ambos sexos;02 Aragón;De 16 a 19 años;2019;35,55
Ambos sexos;02 Aragón;De 16 a 19 años;2018;39,47
Ambos sexos;02 Aragón;De 16 a 19 años;2017;48,5
Ambos sexos;02 Aragón;De 16 a 19 años;2016;56,51
Ambos sexos;02 Aragón;De 16 a 19 años;2015;57,17
Ambos sexos;02 Aragón;De 16 a 19 años;2014;65,16
Ambos sexos;02 Aragón;De 16 a 19 años;2013;82,99
Ambos sexos;02 Aragón;De 16 a 19 años;2012;75,83
Ambos sexos;02 Aragón;De 16 a 19 años;2011;66,37
Ambos sexos;02 Aragón;De 16 a 19 años;2010;47,51
Ambos sexos;02 Aragón;De 16 a 19 años;2009;40,96
Ambos sexos;02 Aragón;De 16 a 19 años;2008;34,76
Ambos sexos;02 Aragón;De 16 a 19 años;2007;23,01
Ambos sexos;02 Aragón;De 16 a 19 años;2006;24,1
Ambos sexos;02 Aragón;De 20 a 24 años;2025;20,4
Ambos sexos;02 Aragón;De 20 a 24 años;2024;20,22
Ambos sexos;02 Aragón;De 20 a 24 años;2023;19,11
Ambos sexos;02 Aragón;De 20 a 24 años;2022;22,15
Ambos sexos;02 Aragón;De 20 a 24 años;2021;23,55
Ambos sexos;02 Aragón;De 20 a 24 años;2020;26,33
Ambos sexos;02 Aragón;De 20 a 24 años;2019;25,65
Ambos sexos;02 Aragón;De 20 a 24 años;2018;24,67
Ambos sexos;02 Aragón;De 20 a 24 años;2017;26,55
Ambos sexos;02 Aragón;De 20 a 24 años;2016;33,19
Ambos sexos;02 Aragón;De 20 a 24 años;2015;38,04
Ambos sexos;02 Aragón;De 20 a 24 años;2014;48,81
Ambos sexos;02 Aragón;De 20 a 24 años;2013;42,93
Ambos sexos;02 Aragón;De 20 a 24 años;2012;37,07
Ambos sexos;02 Aragón;De 20 a 24 años;2011;35,35
Ambos sexos;02 Aragón;De 20 a 24 años;2010;28,65
Ambos sexos;02 Aragón;De 20 a 24 años;2009;29,31
Ambos sexos;02 Aragón;De 20 a 24 años;2008;15,58
Ambos sexos;02 Aragón;De 20 a 24 años;2007;10,98
Ambos sexos;02 Aragón;De 20 a 24 años;2006;8,73
Ambos sexos;02 Aragón;De 25 a 54 años;2025;6,86
Ambos sexos;02 Aragón;De 25 a 54 años;2024;6,82
Ambos sexos;02 Aragón;De 25 a 54 años;2023;7,8
Ambos sexos;02 Aragón;De 25 a 54 años;2022;8,86
Ambos sexos;02 Aragón;De 25 a 54 años;2021;9,48
Ambos sexos;02 Aragón;De 25 a 54 años;2020;10,95
Ambos sexos;02 Aragón;De 25 a 54 años;2019;8,97
Ambos sexos;02 Aragón;De 25 a 54 años;2018;9,59
Ambos sexos;02 Aragón;De 25 a 54 años;2017;10,9
Ambos sexos;02 Aragón;De 25 a 54 años;2016;14,01
Ambos sexos;02 Aragón;De 25 a 54 años;2015;15,81
Ambos sexos;02 Aragón;De 25 a 54 años;2014;18,71
Ambos sexos;02 Aragón;De 25 a 54 años;2013;20,01
Ambos sexos;02 Aragón;De 25 a 54 años;2012;17,88
Ambos sexos;02 Aragón;De 25 a 54 años;2011;16,22
Ambos sexos;02 Aragón;De 25 a 54 años;2010;14,31
Ambos sexos;02 Aragón;De 25 a 54 años;2009;12,23
Ambos sexos;02 Aragón;De 25 a 54 años;2008;6,46
Ambos sexos;02 Aragón;De 25 a 54 años;2007;4,44
Ambos sexos;02 Aragón;De 25 a 54 años;2006;5,06
Ambos sexos;02 Aragón;De 55 y más años;2025;6,43
Ambos sexos;02 Aragón;De 55 y más años;2024;7,23
Ambos sexos;02 Aragón;De 55 y más años;2023;7,03
Ambos sexos;02 Aragón;De 55 y más años;2022;7,45
Ambos sexos;02 Aragón;De 55 y más años;2021;8,64
Ambos sexos;02 Aragón;De 55 y más años;2020;8,93
Ambos sexos;02 Aragón;De 55 y más años;2019;8,38
Ambos sexos;02 Aragón;De 55 y más años;2018;9,33
Ambos sexos;02 Aragón;De 55 y más años;2017;8,13
Ambos sexos;02 Aragón;De 55 y más años;2016;9,96
Ambos sexos;02 Aragón;De 55 y más años;2015;8,91
Ambos sexos;02 Aragón;De 55 y más años;2014;14,36
Ambos sexos;02 Aragón;De 55 y más años;2013;14,47
Ambos sexos;02 Aragón;De 55 y más años;2012;11,13
Ambos sexos;02 Aragón;De 55 y más años;2011;9,63
Ambos sexos;02 Aragón;De 55 y más años;2010;8,3
Ambos sexos;02 Aragón;De 55 y más años;2009;5,68
Ambos sexos;02 Aragón;De 55 y más años;2008;2,86
Ambos sexos;02 Aragón;De 55 y más años;2007;4,17
Ambos sexos;02 Aragón;De 55 y más años;2006;3,2
Ambos sexos;03 Asturias, Principado de;Total;2025;8,83
Ambos sexos;03 Asturias, Principado de;Total;2024;10,12
Ambos sexos;03 Asturias, Principado de;Total;2023;12,13
Ambos sexos;03 Asturias, Principado de;Total;2022;12,52
Ambos sexos;03 Asturias, Principado de;Total;2021;12,35
Ambos sexos;03 Asturias, Principado de;Total;2020;14,12
Ambos sexos;03 Asturias, Principado de;Total;2019;14,19
Ambos sexos;03 Asturias, Principado de;Total;2018;13,61
Ambos sexos;03 Asturias, Principado de;Total;2017;13,71
Ambos sexos;03 Asturias, Principado de;Total;2016;17,62
Ambos sexos;03 Asturias, Principado de;Total;2015;19,11
Ambos sexos;03 Asturias, Principado de;Total;2014;21,13
Ambos sexos;03 Asturias, Principado de;Total;2013;24,13
Ambos sexos;03 Asturias, Principado de;Total;2012;21,83
Ambos sexos;03 Asturias, Principado de;Total;2011;17,84
Ambos sexos;03 Asturias, Principado de;Total;2010;15,92
Ambos sexos;03 Asturias, Principado de;Total;2009;13,42
Ambos sexos;03 Asturias, Principado de;Total;2008;8,5
Ambos sexos;03 Asturias, Principado de;Total;2007;8,41
Ambos sexos;03 Asturias, Principado de;Total;2006;9,16
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2025;27,89
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2024;32,88
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2023;29,16
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2022;38
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2021;29,4
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2020;35,82
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2019;28,7
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2018;37,33
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2017;36,79
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2016;47,93
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2015;41,92
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2014;45,05
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2013;54,97
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2012;48,93
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2011;48,49
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2010;37,3
Ambos sexos;03 Asturias, Principado de;Menores de 25 años;2009;35,05
