Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2016;17,54
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2015;19,98
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2014;22,72
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2013;24,69
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2012;23,72
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2011;18,67
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2010;16,71
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2009;15,69
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2008;8,23
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2007;4,25
Hombres;08 Castilla - La Mancha;De 25 a 54 años;2006;4,41
Hombres;08 Castilla - La Mancha;De 55 y más años;2025;9,69
Hombres;08 Castilla - La Mancha;De 55 y más años;2024;9,91
Hombres;08 Castilla - La Mancha;De 55 y más años;2023;10,79
Hombres;08 Castilla - La Mancha;De 55 y más años;2022;10,74
Hombres;08 Castilla - La Mancha;De 55 y más años;2021;11,13
Hombres;08 Castilla - La Mancha;De 55 y más años;2020;12,5
Hombres;08 Castilla - La Mancha;De 55 y más años;2019;13,37
Hombres;08 Castilla - La Mancha;De 55 y más años;2018;11,96
Hombres;08 Castilla - La Mancha;De 55 y más años;2017;15,66
Hombres;08 Castilla - La Mancha;De 55 y más años;2016;20,11
Hombres;08 Castilla - La Mancha;De 55 y más años;2015;21,18
Hombres;08 Castilla - La Mancha;De 55 y más años;2014;24,08
Hombres;08 Castilla - La Mancha;De 55 y más años;2013;23,76
Hombres;08 Castilla - La Mancha;De 55 y más años;2012;19,84
Hombres;08 Castilla - La Mancha;De 55 y más años;2011;15,51
Hombres;08 Castilla - La Mancha;De 55 y más años;2010;14,99
Hombres;08 Castilla - La Mancha;De 55 y más años;2009;10,07
Hombres;08 Castilla - La Mancha;De 55 y más años;2008;4,76
Hombres;08 Castilla - La Mancha;De 55 y más años;2007;4,01
Hombres;08 Castilla - La Mancha;De 55 y más años;2006;3,35
Hombres;09 Cataluña;Total;2025;7,64
Hombres;09 Cataluña;Total;2024;8,39
Hombres;09 Cataluña;Total;2023;8,92
Hombres;09 Cataluña;Total;2022;9,41
Hombres;09 Cataluña;Total;2021;10,52
Hombres;09 Cataluña;Total;2020;11,91
Hombres;09 Cataluña;Total;2019;10,59
Hombres;09 Cataluña;Total;2018;10,95
Hombres;09 Cataluña;Total;2017;12,52
Hombres;09 Cataluña;Total;2016;14,61
Hombres;09 Cataluña;Total;2015;17,84
Hombres;09 Cataluña;Total;2014;20,64
Hombres;09 Cataluña;Total;2013;23,74
Hombres;09 Cataluña;Total;2012;23,19
Hombres;09 Cataluña;Total;2011;19,77
Hombres;09 Cataluña;Total;2010;18,59
Hombres;09 Cataluña;Total;2009;17,21
Hombres;09 Cataluña;Total;2008;9,04
Hombres;09 Cataluña;Total;2007;5,59
Hombres;09 Cataluña;Total;2006;5,24
Hombres;09 Cataluña;Menores de 25 años;2025;18,32
Hombres;09 Cataluña;Menores de 25 años;2024;21,08
Hombres;09 Cataluña;Menores de 25 años;2023;22,33
Hombres;09 Cataluña;Menores de 25 años;2022;23,16
Hombres;09 Cataluña;Menores de 25 años;2021;28,64
Hombres;09 Cataluña;Menores de 25 años;2020;35,09
Hombres;09 Cataluña;Menores de 25 años;2019;28,27
Hombres;09 Cataluña;Menores de 25 años;2018;29,57
Hombres;09 Cataluña;Menores de 25 años;2017;32,53
Hombres;09 Cataluña;Menores de 25 años;2016;35,53
Hombres;09 Cataluña;Menores de 25 años;2015;44,63
Hombres;09 Cataluña;Menores de 25 años;2014;48,5
Hombres;09 Cataluña;Menores de 25 años;2013;53,9
Hombres;09 Cataluña;Menores de 25 años;2012;52,63
Hombres;09 Cataluña;Menores de 25 años;2011;49,47
Hombres;09 Cataluña;Menores de 25 años;2010;45,26
Hombres;09 Cataluña;Menores de 25 años;2009;41,44
Hombres;09 Cataluña;Menores de 25 años;2008;22,15
Hombres;09 Cataluña;Menores de 25 años;2007;12,3
Hombres;09 Cataluña;Menores de 25 años;2006;13,16
Hombres;09 Cataluña;25 y más años;2025;6,56
Hombres;09 Cataluña;25 y más años;2024;7,09
Hombres;09 Cataluña;25 y más años;2023;7,64
Hombres;09 Cataluña;25 y más años;2022;8,14
Hombres;09 Cataluña;25 y más años;2021;9,03
Hombres;09 Cataluña;25 y más años;2020;9,89
Hombres;09 Cataluña;25 y más años;2019;9,03
Hombres;09 Cataluña;25 y más años;2018;9,36
Hombres;09 Cataluña;25 y más años;2017;10,9
Hombres;09 Cataluña;25 y más años;2016;13,05
Hombres;09 Cataluña;25 y más años;2015;15,81
Hombres;09 Cataluña;25 y más años;2014;18,39
Hombres;09 Cataluña;25 y más años;2013;21,14
Hombres;09 Cataluña;25 y más años;2012;20,69
Hombres;09 Cataluña;25 y más años;2011;17,2
Hombres;09 Cataluña;25 y más años;2010;16,08
Hombres;09 Cataluña;25 y más años;2009;14,73
Hombres;09 Cataluña;25 y más años;2008;7,62
Hombres;09 Cataluña;25 y más años;2007;4,83
Hombres;09 Cataluña;25 y más años;2006;4,32
Hombres;09 Cataluña;De 16 a 19 años;2025;29,34
Hombres;09 Cataluña;De 16 a 19 años;2024;34,68
Hombres;09 Cataluña;De 16 a 19 años;2023;31,4
Hombres;09 Cataluña;De 16 a 19 años;2022;37,44
Hombres;09 Cataluña;De 16 a 19 años;2021;44,17
Hombres;09 Cataluña;De 16 a 19 años;2020;44,18
Hombres;09 Cataluña;De 16 a 19 años;2019;37,28
Hombres;09 Cataluña;De 16 a 19 años;2018;46,68
Hombres;09 Cataluña;De 16 a 19 años;2017;47,99
Hombres;09 Cataluña;De 16 a 19 años;2016;54,32
Hombres;09 Cataluña;De 16 a 19 años;2015;64,5
Hombres;09 Cataluña;De 16 a 19 años;2014;63,28
Hombres;09 Cataluña;De 16 a 19 años;2013;72,39
Hombres;09 Cataluña;De 16 a 19 años;2012;72,61
Hombres;09 Cataluña;De 16 a 19 años;2011;67,97
Hombres;09 Cataluña;De 16 a 19 años;2010;68
Hombres;09 Cataluña;De 16 a 19 años;2009;58,56
Hombres;09 Cataluña;De 16 a 19 años;2008;35,63
Hombres;09 Cataluña;De 16 a 19 años;2007;22,98
Hombres;09 Cataluña;De 16 a 19 años;2006;22,26
Hombres;09 Cataluña;De 20 a 24 años;2025;15,57
Hombres;09 Cataluña;De 20 a 24 años;2024;16,84
Hombres;09 Cataluña;De 20 a 24 años;2023;19,92
Hombres;09 Cataluña;De 20 a 24 años;2022;19,24
Hombres;09 Cataluña;De 20 a 24 años;2021;25,24
Hombres;09 Cataluña;De 20 a 24 años;2020;32,87
Hombres;09 Cataluña;De 20 a 24 años;2019;26,14
Hombres;09 Cataluña;De 20 a 24 años;2018;25,49
Hombres;09 Cataluña;De 20 a 24 años;2017;28,89
Hombres;09 Cataluña;De 20 a 24 años;2016;31,41
Hombres;09 Cataluña;De 20 a 24 años;2015;39,44
Hombres;09 Cataluña;De 20 a 24 años;2014;45,01
Hombres;09 Cataluña;De 20 a 24 años;2013;48,94
Hombres;09 Cataluña;De 20 a 24 años;2012;47,7
Hombres;09 Cataluña;De 20 a 24 años;2011;44,56
Hombres;09 Cataluña;De 20 a 24 años;2010;38,89
Hombres;09 Cataluña;De 20 a 24 años;2009;36,35
Hombres;09 Cataluña;De 20 a 24 años;2008;18,09
Hombres;09 Cataluña;De 20 a 24 años;2007;9,17
Hombres;09 Cataluña;De 20 a 24 años;2006;10,68
Hombres;09 Cataluña;De 25 a 54 años;2025;6,88
Hombres;09 Cataluña;De 25 a 54 años;2024;7,06
Hombres;09 Cataluña;De 25 a 54 años;2023;7,63
Hombres;09 Cataluña;De 25 a 54 años;2022;8,37
Hombres;09 Cataluña;De 25 a 54 años;2021;9,43
Hombres;09 Cataluña;De 25 a 54 años;2020;10,23
Hombres;09 Cataluña;De 25 a 54 años;2019;8,97
Hombres;09 Cataluña;De 25 a 54 años;2018;9,23
Hombres;09 Cataluña;De 25 a 54 años;2017;10,76
Hombres;09 Cataluña;De 25 a 54 años;2016;12,91
Hombres;09 Cataluña;De 25 a 54 años;2015;15,39
Hombres;09 Cataluña;De 25 a 54 años;2014;18,33
Hombres;09 Cataluña;De 25 a 54 años;2013;21,71
Hombres;09 Cataluña;De 25 a 54 años;2012;21,39
Hombres;09 Cataluña;De 25 a 54 años;2011;17,81
Hombres;09 Cataluña;De 25 a 54 años;2010;16,66
Hombres;09 Cataluña;De 25 a 54 años;2009;15,58
Hombres;09 Cataluña;De 25 a 54 años;2008;8,18
Hombres;09 Cataluña;De 25 a 54 años;2007;4,89
Hombres;09 Cataluña;De 25 a 54 años;2006;4,53
Hombres;09 Cataluña;De 55 y más años;2025;5,41
Hombres;09 Cataluña;De 55 y más años;2024;7,18
Hombres;09 Cataluña;De 55 y más años;2023;7,68
Hombres;09 Cataluña;De 55 y más años;2022;7,22
Hombres;09 Cataluña;De 55 y más años;2021;7,39
Hombres;09 Cataluña;De 55 y más años;2020;8,51
Hombres;09 Cataluña;De 55 y más años;2019;9,26
Hombres;09 Cataluña;De 55 y más años;2018;9,93
Hombres;09 Cataluña;De 55 y más años;2017;11,56
Hombres;09 Cataluña;De 55 y más años;2016;13,71
Hombres;09 Cataluña;De 55 y más años;2015;17,89
Hombres;09 Cataluña;De 55 y más años;2014;18,71
Hombres;09 Cataluña;De 55 y más años;2013;17,91
Hombres;09 Cataluña;De 55 y más años;2012;16,72
Hombres;09 Cataluña;De 55 y más años;2011;13,66
Hombres;09 Cataluña;De 55 y más años;2010;12,61
Hombres;09 Cataluña;De 55 y más años;2009;9,57
Hombres;09 Cataluña;De 55 y más años;2008;4,4
Hombres;09 Cataluña;De 55 y más años;2007;4,46
Hombres;09 Cataluña;De 55 y más años;2006;3,13
Hombres;10 Comunitat Valenciana;Total;2025;9,72
Hombres;10 Comunitat Valenciana;Total;2024;11,28
Hombres;10 Comunitat Valenciana;Total;2023;10,97
Hombres;10 Comunitat Valenciana;Total;2022;11,43
Hombres;10 Comunitat Valenciana;Total;2021;14,22
Hombres;10 Comunitat Valenciana;Total;2020;14,33
Hombres;10 Comunitat Valenciana;Total;2019;11,79
Hombres;10 Comunitat Valenciana;Total;2018;14
Hombres;10 Comunitat Valenciana;Total;2017;16,47
Hombres;10 Comunitat Valenciana;Total;2016;18,91
Hombres;10 Comunitat Valenciana;Total;2015;21,91
Hombres;10 Comunitat Valenciana;Total;2014;25,01
Hombres;10 Comunitat Valenciana;Total;2013;27,08
Hombres;10 Comunitat Valenciana;Total;2012;27,35
Hombres;10 Comunitat Valenciana;Total;2011;23,7
Hombres;10 Comunitat Valenciana;Total;2010;22,93
Hombres;10 Comunitat Valenciana;Total;2009;20,97
Hombres;10 Comunitat Valenciana;Total;2008;10,91
Hombres;10 Comunitat Valenciana;Total;2007;6,9
Hombres;10 Comunitat Valenciana;Total;2006;6,41
Hombres;10 Comunitat Valenciana;Menores de 25 años;2025;29,28
Hombres;10 Comunitat Valenciana;Menores de 25 años;2024;27,75
Hombres;10 Comunitat Valenciana;Menores de 25 años;2023;28,81
Hombres;10 Comunitat Valenciana;Menores de 25 años;2022;27,04
Hombres;10 Comunitat Valenciana;Menores de 25 años;2021;36,56
Hombres;10 Comunitat Valenciana;Menores de 25 años;2020;34,01
Hombres;10 Comunitat Valenciana;Menores de 25 años;2019;26,95
Hombres;10 Comunitat Valenciana;Menores de 25 años;2018;35,5
Hombres;10 Comunitat Valenciana;Menores de 25 años;2017;43,65
Hombres;10 Comunitat Valenciana;Menores de 25 años;2016;44,91
Hombres;10 Comunitat Valenciana;Menores de 25 años;2015;48,78
Hombres;10 Comunitat Valenciana;Menores de 25 años;2014;57,67
Hombres;10 Comunitat Valenciana;Menores de 25 años;2013;57,67
Hombres;10 Comunitat Valenciana;Menores de 25 años;2012;55,72
Hombres;10 Comunitat Valenciana;Menores de 25 años;2011;55,19
Hombres;10 Comunitat Valenciana;Menores de 25 años;2010;41,31
Hombres;10 Comunitat Valenciana;Menores de 25 años;2009;39,66
Hombres;10 Comunitat Valenciana;Menores de 25 años;2008;25,34
Hombres;10 Comunitat Valenciana;Menores de 25 años;2007;16,46
Hombres;10 Comunitat Valenciana;Menores de 25 años;2006;15,24
Hombres;10 Comunitat Valenciana;25 y más años;2025;8,02
Hombres;10 Comunitat Valenciana;25 y más años;2024;9,85
Hombres;10 Comunitat Valenciana;25 y más años;2023;9,48
Hombres;10 Comunitat Valenciana;25 y más años;2022;10,27
Hombres;10 Comunitat Valenciana;25 y más años;2021;12,57
Hombres;10 Comunitat Valenciana;25 y más años;2020;12,83
Hombres;10 Comunitat Valenciana;25 y más años;2019;10,65
Hombres;10 Comunitat Valenciana;25 y más años;2018;12,41
Hombres;10 Comunitat Valenciana;25 y más años;2017;14,32
Hombres;10 Comunitat Valenciana;25 y más años;2016;16,95
Hombres;10 Comunitat Valenciana;25 y más años;2015;19,82
Hombres;10 Comunitat Valenciana;25 y más años;2014;22,49
Hombres;10 Comunitat Valenciana;25 y más años;2013;24,62
Hombres;10 Comunitat Valenciana;25 y más años;2012;25,03
Hombres;10 Comunitat Valenciana;25 y más años;2011;20,96
Hombres;10 Comunitat Valenciana;25 y más años;2010;21,17
Hombres;10 Comunitat Valenciana;25 y más años;2009;18,94
Hombres;10 Comunitat Valenciana;25 y más años;2008;9,19
Hombres;10 Comunitat Valenciana;25 y más años;2007;5,68
Hombres;10 Comunitat Valenciana;25 y más años;2006;5,31
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2025;37,47
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2024;37,23
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2023;53,32
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2022;45,58
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2021;48,03
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2020;44,42
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2019;37,44
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2018;47,83
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2017;51,01
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2016;56,24
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2015;62,4
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2014;75,33
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2013;68,63
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2012;66,27
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2011;74,97
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2010;61,73
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2009;55,57
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2008;37,83
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2007;24,64
Hombres;10 Comunitat Valenciana;De 16 a 19 años;2006;25,81
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2025;27,45
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2024;25,63
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2023;23,36
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2022;22,83
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2021;33,56
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2020;31,52
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2019;23,84
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2018;32,35
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2017;41,38
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2016;41,59
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2015;45,02
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2014;53,9
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2013;55,06
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2012;53,29
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2011;50,72
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2010;36,06
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2009;34,84
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2008;21,04
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2007;13,38
Hombres;10 Comunitat Valenciana;De 20 a 24 años;2006;11,69
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2025;7,77
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2024;10,02
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2023;9,53
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2022;9,97
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2021;12,62
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2020;12,87
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2019;10,5
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2018;12,28
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2017;13,79
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2016;16,73
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2015;19,43
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2014;22,94
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2013;25,32
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2012;25,97
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2011;21,91
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2010;21,55
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2009;19,97
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2008;9,6
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2007;5,95
Hombres;10 Comunitat Valenciana;De 25 a 54 años;2006;5,38
Hombres;10 Comunitat Valenciana;De 55 y más años;2025;8,83
Hombres;10 Comunitat Valenciana;De 55 y más años;2024;9,29
Hombres;10 Comunitat Valenciana;De 55 y más años;2023;9,3
Hombres;10 Comunitat Valenciana;De 55 y más años;2022;11,37
Hombres;10 Comunitat Valenciana;De 55 y más años;2021;12,41
Hombres;10 Comunitat Valenciana;De 55 y más años;2020;12,68
Hombres;10 Comunitat Valenciana;De 55 y más años;2019;11,31
Hombres;10 Comunitat Valenciana;De 55 y más años;2018;12,97
Hombres;10 Comunitat Valenciana;De 55 y más años;2017;16,75
Hombres;10 Comunitat Valenciana;De 55 y más años;2016;18,01
Hombres;10 Comunitat Valenciana;De 55 y más años;2015;21,88
Hombres;10 Comunitat Valenciana;De 55 y más años;2014;19,98
Hombres;10 Comunitat Valenciana;De 55 y más años;2013;20,69
Hombres;10 Comunitat Valenciana;De 55 y más años;2012;19,44
Hombres;10 Comunitat Valenciana;De 55 y más años;2011;14,94
Hombres;10 Comunitat Valenciana;De 55 y más años;2010;18,82
Hombres;10 Comunitat Valenciana;De 55 y más años;2009;12,73
Hombres;10 Comunitat Valenciana;De 55 y más años;2008;6,69
Hombres;10 Comunitat Valenciana;De 55 y más años;2007;3,97
Hombres;10 Comunitat Valenciana;De 55 y más años;2006;4,87
Hombres;11 Extremadura;Total;2025;12,31
Hombres;11 Extremadura;Total;2024;13,43
Hombres;11 Extremadura;Total;2023;14,34
Hombres;11 Extremadura;Total;2022;14,35
Hombres;11 Extremadura;Total;2021;16,07
Hombres;11 Extremadura;Total;2020;18,03
Hombres;11 Extremadura;Total;2019;16,6
Hombres;11 Extremadura;Total;2018;19,38
Hombres;11 Extremadura;Total;2017;22,7
Hombres;11 Extremadura;Total;2016;23,74
Hombres;11 Extremadura;Total;2015;25,67
Hombres;11 Extremadura;Total;2014;27,18
Hombres;11 Extremadura;Total;2013;32,26
Hombres;11 Extremadura;Total;2012;30,86
Hombres;11 Extremadura;Total;2011;23,03
Hombres;11 Extremadura;Total;2010;20,57
Hombres;11 Extremadura;Total;2009;17,52
Hombres;11 Extremadura;Total;2008;11,09
Hombres;11 Extremadura;Total;2007;9,27
Hombres;11 Extremadura;Total;2006;9,94
Hombres;11 Extremadura;Menores de 25 años;2025;31,48
Hombres;11 Extremadura;Menores de 25 años;2024;35,37
Hombres;11 Extremadura;Menores de 25 años;2023;29,26
Hombres;11 Extremadura;Menores de 25 años;2022;39,07
Hombres;11 Extremadura;Menores de 25 años;2021;43,37
Hombres;11 Extremadura;Menores de 25 años;2020;44,27
Hombres;11 Extremadura;Menores de 25 años;2019;37,34
Hombres;11 Extremadura;Menores de 25 años;2018;43,96
Hombres;11 Extremadura;Menores de 25 años;2017;45,39
Hombres;11 Extremadura;Menores de 25 años;2016;49,37
Hombres;11 Extremadura;Menores de 25 años;2015;52,19
Hombres;11 Extremadura;Menores de 25 años;2014;54,77
Hombres;11 Extremadura;Menores de 25 años;2013;62,42
Hombres;11 Extremadura;Menores de 25 años;2012;58,95
Hombres;11 Extremadura;Menores de 25 años;2011;49,29
Hombres;11 Extremadura;Menores de 25 años;2010;44,43
Hombres;11 Extremadura;Menores de 25 años;2009;35,47
Hombres;11 Extremadura;Menores de 25 años;2008;20,58
Hombres;11 Extremadura;Menores de 25 años;2007;19,79
Hombres;11 Extremadura;Menores de 25 años;2006;18,21
Hombres;11 Extremadura;25 y más años;2025;10,85
Hombres;11 Extremadura;25 y más años;2024;12,05
Hombres;11 Extremadura;25 y más años;2023;13,43
Hombres;11 Extremadura;25 y más años;2022;12,72
Hombres;11 Extremadura;25 y más años;2021;14,18
Hombres;11 Extremadura;25 y más años;2020;16,08
Hombres;11 Extremadura;25 y más años;2019;15,02
Hombres;11 Extremadura;25 y más años;2018;17,55
Hombres;11 Extremadura;25 y más años;2017;21
Hombres;11 Extremadura;25 y más años;2016;21,67
Hombres;11 Extremadura;25 y más años;2015;23,34
Hombres;11 Extremadura;25 y más años;2014;24,82
Hombres;11 Extremadura;25 y más años;2013;29,2
Hombres;11 Extremadura;25 y más años;2012;27,85
Hombres;11 Extremadura;25 y más años;2011;20,31
Hombres;11 Extremadura;25 y más años;2010;17,85
Hombres;11 Extremadura;25 y más años;2009;15,33
Hombres;11 Extremadura;25 y más años;2008;9,82
Hombres;11 Extremadura;25 y más años;2007;7,83
Hombres;11 Extremadura;25 y más años;2006;8,72
Hombres;11 Extremadura;De 16 a 19 años;2025;56,92
Hombres;11 Extremadura;De 16 a 19 años;2024;55,63
Hombres;11 Extremadura;De 16 a 19 años;2023;48,51
Hombres;11 Extremadura;De 16 a 19 años;2022;55,67
Hombres;11 Extremadura;De 16 a 19 años;2021;57,35
Hombres;11 Extremadura;De 16 a 19 años;2020;62,84
Hombres;11 Extremadura;De 16 a 19 años;2019;53,45
Hombres;11 Extremadura;De 16 a 19 años;2018;52,31
Hombres;11 Extremadura;De 16 a 19 años;2017;51,08
Hombres;11 Extremadura;De 16 a 19 años;2016;48,75
Hombres;11 Extremadura;De 16 a 19 años;2015;77,25
Hombres;11 Extremadura;De 16 a 19 años;2014;71,72
Hombres;11 Extremadura;De 16 a 19 años;2013;69,99
Hombres;11 Extremadura;De 16 a 19 años;2012;63,17
Hombres;11 Extremadura;De 16 a 19 años;2011;70,04
Hombres;11 Extremadura;De 16 a 19 años;2010;60,25
Hombres;11 Extremadura;De 16 a 19 años;2009;44,7
Hombres;11 Extremadura;De 16 a 19 años;2008;26,99
Hombres;11 Extremadura;De 16 a 19 años;2007;25,84
Hombres;11 Extremadura;De 16 a 19 años;2006;32,44
Hombres;11 Extremadura;De 20 a 24 años;2025;25,82
Hombres;11 Extremadura;De 20 a 24 años;2024;30,85
Hombres;11 Extremadura;De 20 a 24 años;2023;25,99
Hombres;11 Extremadura;De 20 a 24 años;2022;34,96
Hombres;11 Extremadura;De 20 a 24 años;2021;38,84
Hombres;11 Extremadura;De 20 a 24 años;2020;39,96
Hombres;11 Extremadura;De 20 a 24 años;2019;33,16
Hombres;11 Extremadura;De 20 a 24 años;2018;41,76
Hombres;11 Extremadura;De 20 a 24 años;2017;44,06
Hombres;11 Extremadura;De 20 a 24 años;2016;49,51
Hombres;11 Extremadura;De 20 a 24 años;2015;46,46
Hombres;11 Extremadura;De 20 a 24 años;2014;51,81
Hombres;11 Extremadura;De 20 a 24 años;2013;60,66
Hombres;11 Extremadura;De 20 a 24 años;2012;58
Hombres;11 Extremadura;De 20 a 24 años;2011;43,58
Hombres;11 Extremadura;De 20 a 24 años;2010;40,13
Hombres;11 Extremadura;De 20 a 24 años;2009;32,57
Hombres;11 Extremadura;De 20 a 24 años;2008;18,1
Hombres;11 Extremadura;De 20 a 24 años;2007;17,94
Hombres;11 Extremadura;De 20 a 24 años;2006;12,6
Hombres;11 Extremadura;De 25 a 54 años;2025;10,56
Hombres;11 Extremadura;De 25 a 54 años;2024;11,62
Hombres;11 Extremadura;De 25 a 54 años;2023;13,15
Hombres;11 Extremadura;De 25 a 54 años;2022;12,39
Hombres;11 Extremadura;De 25 a 54 años;2021;13,13
Hombres;11 Extremadura;De 25 a 54 años;2020;16
Hombres;11 Extremadura;De 25 a 54 años;2019;15,43
Hombres;11 Extremadura;De 25 a 54 años;2018;17,33
Hombres;11 Extremadura;De 25 a 54 años;2017;21,19
Hombres;11 Extremadura;De 25 a 54 años;2016;21,52
Hombres;11 Extremadura;De 25 a 54 años;2015;23,6
Hombres;11 Extremadura;De 25 a 54 años;2014;25,44
Hombres;11 Extremadura;De 25 a 54 años;2013;29,02
Hombres;11 Extremadura;De 25 a 54 años;2012;27,28
Hombres;11 Extremadura;De 25 a 54 años;2011;20,62
Hombres;11 Extremadura;De 25 a 54 años;2010;18,11
Hombres;11 Extremadura;De 25 a 54 años;2009;14,78
Hombres;11 Extremadura;De 25 a 54 años;2008;9,51
Hombres;11 Extremadura;De 25 a 54 años;2007;7,62
Hombres;11 Extremadura;De 25 a 54 años;2006;8,43
Hombres;11 Extremadura;De 55 y más años;2025;11,71
Hombres;11 Extremadura;De 55 y más años;2024;13,34
Hombres;11 Extremadura;De 55 y más años;2023;14,28
Hombres;11 Extremadura;De 55 y más años;2022;13,81
Hombres;11 Extremadura;De 55 y más años;2021;17,76
Hombres;11 Extremadura;De 55 y más años;2020;16,35
Hombres;11 Extremadura;De 55 y más años;2019;13,5
Hombres;11 Extremadura;De 55 y más años;2018;18,43
Hombres;11 Extremadura;De 55 y más años;2017;20,2
Hombres;11 Extremadura;De 55 y más años;2016;22,38
Hombres;11 Extremadura;De 55 y más años;2015;22,06
Hombres;11 Extremadura;De 55 y más años;2014;21,51
Hombres;11 Extremadura;De 55 y más años;2013;30,28
Hombres;11 Extremadura;De 55 y más años;2012;31,19
Hombres;11 Extremadura;De 55 y más años;2011;18,43
Hombres;11 Extremadura;De 55 y más años;2010;16,33
Hombres;11 Extremadura;De 55 y más años;2009;18,85
Hombres;11 Extremadura;De 55 y más años;2008;11,77
Hombres;11 Extremadura;De 55 y más años;2007;9,21
Hombres;11 Extremadura;De 55 y más años;2006;10,74
Hombres;12 Galicia;Total;2025;7,98
Hombres;12 Galicia;Total;2024;8,77
Hombres;12 Galicia;Total;2023;8,93
Hombres;12 Galicia;Total;2022;10,08
Hombres;12 Galicia;Total;2021;10,51
Hombres;12 Galicia;Total;2020;10,89
Hombres;12 Galicia;Total;2019;10,75
Hombres;12 Galicia;Total;2018;12,38
Hombres;12 Galicia;Total;2017;15,01
Hombres;12 Galicia;Total;2016;16,54
Hombres;12 Galicia;Total;2015;18,65
Hombres;12 Galicia;Total;2014;21,62
Hombres;12 Galicia;Total;2013;22,32
Hombres;12 Galicia;Total;2012;20,8
Hombres;12 Galicia;Total;2011;16,56
Hombres;12 Galicia;Total;2010;14,59
Hombres;12 Galicia;Total;2009;11,66
Hombres;12 Galicia;Total;2008;7,35
Hombres;12 Galicia;Total;2007;5,72
Hombres;12 Galicia;Total;2006;5,98
Hombres;12 Galicia;Menores de 25 años;2025;25,45
